ExtCondensTurbineOP.steam_flow_in,ExtCondensTurbineOP.steam_flow_side,ExtCondensTurbineOP.electricity_generation,ExtCondensTurbineOP.,ExtCondensTurbineOP.,ExtCondensTurbineOP.
83.57833333,27.99,11.90416667,,,
83.74416667,28.45333333,11.905,,,
83.81583333,28.23083333,11.95083333,,,
84.33666667,28.63083333,12.00666667,,,
84.91916667,28.74583333,12.07666667,,,
86.88583333,30.63583333,12.22083333,,,
87.30333333,30.53,12.22416667,,,
86.97333333,30.16333333,12.1875,,,
87.22416667,29.87333333,12.15166667,,,
86.61916667,29.57,12.08833333,,,
86.52416667,29.76833333,12.02083333,,,
92.6425,30.03,12.0675,,,
85.63083333,25.44666667,11.65,,,
78.45833333,21.6825,11.42333333,,,
79.31416667,22.74916667,11.42,,,
79.395,23.4725,11.41083333,,,
79.47272727,23.45363636,11.42454545,,,
77.39083333,20.86166667,11.37833333,,,
75.23166667,17.44666667,11.38333333,,,
75.445,17.94583333,11.4025,,,
76.25333333,18.48083333,11.49083333,,,
77.09,19.715,11.6125,,,
77.37916667,19.495,11.64166667,,,
78.08,19.92583333,11.72833333,,,
78.80583333,20.58333333,11.81666667,,,
78.14,19.03583333,11.7525,,,
77.92583333,18.81833333,11.77666667,,,
78.12833333,19.17833333,11.80166667,,,
77.76083333,18.98166667,11.75916667,,,
77.76916667,19.33083333,11.76083333,,,
77.7425,19.1175,11.70833333,,,
76.7675,18.31,11.6825,,,
76.8025,18.73333333,11.67666667,,,
76.62333333,19.065,11.66,,,
76.42833333,18.9475,11.64,,,
76.41083333,19.2725,11.61166667,,,
76.44083333,19.33833333,11.60583333,,,
76.64916667,19.24333333,11.6325,,,
76.91083333,19.36833333,11.66166667,,,
76.95416667,19.62833333,11.67083333,,,
77.31666667,19.825,11.69666667,,,
77.505,19.90166667,11.73916667,,,
77.44166667,19.58416667,11.7225,,,
77.8125,20.09416667,11.70666667,,,
77.19333333,18.9825,11.70166667,,,
77.09333333,19.2,11.66416667,,,
77.30166667,19.015,11.70666667,,,
77.08416667,18.85416667,11.6975,,,
77.59916667,19.93583333,11.68666667,,,
77.69,20.25333333,11.76666667,,,
77.64916667,20.3575,11.75083333,,,
77.86666667,20.58416667,11.82916667,,,
77.90416667,20.635,11.84416667,,,
78.13916667,21.32583333,11.8525,,,
78.75416667,22.17083333,11.82166667,,,
78.665,21.98833333,11.80583333,,,
78.43833333,21.765,11.80833333,,,
78.25083333,21.41083333,11.76833333,,,
78.30166667,21.875,11.7675,,,
78.7375,22.60416667,11.74083333,,,
77.9375,21.78416667,11.68333333,,,
78.02416667,21.97083333,11.66916667,,,
78.92166667,23.54083333,11.67416667,,,
78.43333333,23.66666667,11.59916667,,,
78.5625,23.97666667,11.57416667,,,
78.78666667,23.96,11.5325,,,
78.45583333,23.78416667,11.51833333,,,
77.19583333,22.25333333,11.4675,,,
78.17416667,23.45,11.47666667,,,
77.48583333,22.54166667,11.47,,,
78.00333333,23.1925,11.485,,,
77.7825,22.1975,11.53,,,
77.0525,21.24083333,11.55,,,
76.9425,20.7375,11.6025,,,
77.2875,20.88666667,11.6825,,,
77.48083333,20.63,11.74583333,,,
78.005,21.4825,11.77,,,
78.17083333,21.64833333,11.83583333,,,
79.45583333,23.34166667,11.87166667,,,
78.44583333,21.7425,11.845,,,
78.49583333,21.09083333,11.9,,,
79.02166667,21.80083333,11.9575,,,
79.1875,21.85416667,11.90916667,,,
79.05,22.04083333,11.90583333,,,
79.02583333,21.97833333,11.9175,,,
79.075,22.12916667,11.93416667,,,
79.03666667,22.36666667,11.8725,,,
78.82583333,22.3925,11.87,,,
78.73083333,22.83083333,11.83166667,,,
79.02833333,23.41666667,11.815,,,
79.63083333,24.58583333,11.8225,,,
79.455,24.18166667,11.80083333,,,
79.885,24.95,11.79833333,,,
78.84583333,23.2725,11.77333333,,,
79.2275,23.89166667,11.78916667,,,
79.9875,25.05916667,11.78166667,,,
80.9925,26.45,11.7975,,,
79.05166667,23.89166667,11.68,,,
79.12,23.48083333,11.69333333,,,
77.45333333,21.0425,11.67166667,,,
78.54,22.285,11.715,,,
77.64166667,20.9975,11.7175,,,
77.6925,20.94916667,11.7675,,,
77.85333333,20.63833333,11.79833333,,,
77.7975,20.7275,11.825,,,
78.445,22.22666667,11.835,,,
78.54333333,22.23916667,11.8775,,,
79.35583333,22.69083333,11.88833333,,,
79.42666667,22.98,11.92833333,,,
79.29166667,22.82833333,11.92,,,
79.63583333,23.68333333,11.8875,,,
79.09666667,22.93666667,11.85833333,,,
79.58916667,23.94583333,11.81083333,,,
79.71,24.20333333,11.81,,,
80.96583333,25.87,11.81166667,,,
78.95666667,24.23416667,11.68333333,,,
79.78083333,25.36583333,11.69833333,,,
80.295,25.79416667,11.67,,,
79.68416667,25.755,11.6675,,,
80.5425,26.91833333,11.65833333,,,
81.235,27.685,11.6575,,,
81.485,28.05583333,11.64916667,,,
81.475,28.27666667,11.6275,,,
82.41833333,29.93666667,11.67333333,,,
83.8125,31.42,11.74916667,,,
86.63333333,35.04583333,11.99916667,,,
85.07166667,33.60916667,11.83166667,,,
87.00166667,35.3475,12.01666667,,,
88.2,36.4125,12.09833333,,,
88.36333333,36.47416667,12.05333333,,,
88.04916667,35.72166667,12.005,,,
87.11333333,35.075,11.88833333,,,
88.25083333,36.0975,12.02916667,,,
87.16833333,35.27333333,11.93333333,,,
87.42,35.13583333,11.96916667,,,
87.93666667,35.63416667,12.02583333,,,
86.96916667,35.07166667,11.92166667,,,
86.86916667,34.67166667,11.90416667,,,
86.87416667,35.06916667,11.91,,,
86.3075,34.5075,11.85166667,,,
86.07833333,34.25666667,11.84916667,,,
86.15333333,34.33833333,11.88416667,,,
86.10333333,34.8325,11.9425,,,
85.97416667,34.48083333,11.92583333,,,
85.99083333,33.96416667,11.98916667,,,
85.86916667,33.35833333,12.0175,,,
85.25,32.28166667,12.02916667,,,
85.16166667,32.0275,12.07416667,,,
86.07916667,32.955,12.12583333,,,
86.335,33.18916667,12.1425,,,
87.055,34.52166667,12.27916667,,,
86.80583333,34.77833333,12.2575,,,
87.57333333,35.40416667,12.29583333,,,
86.99416667,35.0775,12.2225,,,
86.62333333,34.77,12.17833333,,,
84.50583333,32.8175,11.995,,,
84.91083333,33.15166667,12.00083333,,,
85.10666667,33.69833333,12.00333333,,,
86.46583333,35.0925,12.09833333,,,
85.385,34.27,11.98083333,,,
85.9475,35.09083333,12.00583333,,,
85.715,35.15833333,11.94,,,
93.51916667,35.64416667,12.01666667,,,
85.86083333,33.255,11.76333333,,,
102.1016667,38.23666667,12.14666667,,,
94.10833333,36.055,11.74333333,,,
94.1425,37.00833333,11.595,,,
85.98666667,37.35666667,11.50333333,,,
85.4425,37.41083333,11.45,,,
83.73666667,37.14666667,11.14583333,,,
83.075,35.49666667,11.105,,,
81.665,33.545,11.04333333,,,
82.13916667,33.70916667,11.1275,,,
81.01166667,32.26166667,11.14083333,,,
79.69,30.85583333,11.105,,,
79.82083333,30.38833333,11.18166667,,,
79.52583333,29.185,11.29166667,,,
80.1025,29.31416667,11.38333333,,,
81.39583333,30.96333333,11.51333333,,,
87.6875,37.58166667,11.9925,,,
89.69416667,38.685,12.235,,,
89.40666667,38.51,12.23583333,,,
88.895,37.99166667,12.22083333,,,
89.2875,37.94083333,12.30666667,,,
87.69583333,36.6675,12.19833333,,,
85.545,34.03666667,11.98333333,,,
85.88166667,34.505,11.97916667,,,
86.84833333,35.48083333,11.99833333,,,
86.78083333,35.645,11.94333333,,,
86.955,36.17,11.94,,,
87.03666667,36.68166667,11.805,,,
88.77333333,37.84833333,11.8175,,,
96.82083333,37.6525,11.7475,,,
93.19916667,38.57916667,11.72666667,,,
101.4691667,38.94083333,11.665,,,
88.4525,38.455,11.72916667,,,
89.295,38.32833333,11.86416667,,,
89.07833333,38.97416667,11.82166667,,,
88.25833333,37.30833333,11.80166667,,,
87.35333333,35.845,11.76,,,
87.02,35.04,11.76166667,,,
85.6975,33.645,11.6825,,,
85.07083333,33.18916667,11.65666667,,,
90.07416667,34.44583333,11.75166667,,,
85.42916667,34.25333333,11.6875,,,
86.03583333,34.49916667,11.80083333,,,
84.75666667,33.00333333,11.7575,,,
84.935,33.1475,11.83333333,,,
86.2975,33.7025,12.02,,,
85.55666667,32.92333333,11.985,,,
84.04666667,31.74083333,11.99166667,,,
85.39166667,32.76666667,12.12833333,,,
86.4325,33.46583333,12.21416667,,,
88.11916667,35.28083333,12.32583333,,,
88.55416667,35.24166667,12.37666667,,,
86.88416667,33.74333333,12.31583333,,,
85.85416667,33.03,12.25833333,,,
85.83,32.5975,12.22416667,,,
86.02416667,32.9175,12.235,,,
85.8375,32.36083333,12.185,,,
84.595,31.9075,12.0875,,,
85.6575,32.71166667,12.10416667,,,
84.98833333,32.00416667,12.05916667,,,
84.935,31.66166667,12.04083333,,,
84.20666667,31.20416667,11.97583333,,,
84.74666667,32.30916667,11.90333333,,,
85.79,33.93583333,11.91666667,,,
86.7175,34.79833333,11.95416667,,,
85.795,33.79916667,11.83916667,,,
86.04583333,34.26916667,11.7975,,,
86.3625,34.29833333,11.79333333,,,
86.3425,34.43583333,11.72333333,,,
86.28833333,34.62,11.66916667,,,
86.88833333,34.93166667,11.70166667,,,
81.64,31.07166667,11.23083333,,,
82.30916667,32.575,11.1475,,,
82.91416667,32.90916667,11.19833333,,,
85.5375,32.29083333,11.26916667,,,
83.9425,32.1925,11.22916667,,,
86.75416667,32.4175,11.2375,,,
81.19,32.09666667,11.20333333,,,
82.30416667,33.33333333,11.27416667,,,
82.4625,31.1425,11.185,,,
79.32666667,30.41583333,11.04,,,
79.06833333,30.0125,11.0075,,,
77.98,28.23583333,10.99916667,,,
78.73583333,28.97,11.09166667,,,
79.11916667,27.89583333,11.23916667,,,
79.2025,27.8275,11.28916667,,,
77.695,26.21333333,11.17166667,,,
78.29416667,27.53,11.17833333,,,
77.84416667,26.69833333,11.14833333,,,
77.7125,27.63583333,11.05666667,,,
78.96,28.41,11.12916667,,,
77.925,27.71916667,11.04333333,,,
78.16916667,28.8425,10.9425,,,
78.61166667,29.94416667,10.91416667,,,
79.01333333,30.12333333,10.92166667,,,
82.28416667,31.30583333,10.8575,,,
84.80833333,31.21416667,10.795,,,
83.7575,29.52333333,10.67166667,,,
77.64083333,29.54583333,10.54166667,,,
78.19583333,29.25666667,10.6325,,,
77.95166667,28.94666667,10.65583333,,,
76.62583333,29.48083333,10.545,,,
80.8775,31.9225,10.69583333,,,
82.97583333,31.965,10.7,,,
78.87666667,31.96916667,10.63083333,,,
79.4025,32.1175,10.7125,,,
77.59666667,29.55833333,10.67,,,
77.25583333,29.45166667,10.71583333,,,
78.99416667,30.44,10.93916667,,,
78.58916667,30.28583333,10.85833333,,,
78.63666667,29.89916667,10.91,,,
78.20333333,29.16833333,10.9475,,,
77.21166667,27.9875,10.89333333,,,
76.785,27.89166667,10.86166667,,,
76.72166667,27.57666667,10.86583333,,,
76.80833333,26.83416667,10.96083333,,,
76.535,25.94583333,10.97333333,,,
75.73833333,25.625,10.87916667,,,
75.66833333,24.785,10.94666667,,,
75.62583333,24.0625,10.975,,,
75.3475,24.06083333,10.96833333,,,
75.75166667,24.4325,10.97166667,,,
76.21333333,25.73833333,10.91416667,,,
76.16833333,26.4875,10.85666667,,,
78.11916667,28.515,10.96833333,,,
75.55916667,25.625,10.70416667,,,
84.12333333,26.88583333,10.65833333,,,
86.80416667,27.20416667,10.60166667,,,
81.4975,27.05083333,10.48333333,,,
76.30583333,28.87083333,10.49333333,,,
78.4725,29.87083333,10.78166667,,,
77.75416667,28.6225,10.8225,,,
77.76333333,28.8425,10.82166667,,,
77.85916667,28.90916667,10.80416667,,,
80.4075,30.39166667,10.78583333,,,
90.07333333,31.36666667,10.71666667,,,
90.24166667,31.64,10.6275,,,
90.98666667,32.63083333,10.69416667,,,
89.96666667,32.5025,10.64166667,,,
90.36083333,32.0775,10.70833333,,,
90.6625,32.11833333,10.80416667,,,
83.15333333,32.40083333,10.82416667,,,
81.84416667,32.81333333,10.93166667,,,
80.53,33.44666667,11.00666667,,,
80.33166667,33.31583333,10.97416667,,,
81.57666667,34.79583333,11.05333333,,,
81.76583333,34.615,11.09166667,,,
81.18166667,33.96916667,11.065,,,
80.45833333,34.065,11.01166667,,,
80.765,34.49,10.99916667,,,
82.13833333,34.52083333,11.1975,,,
81.88083333,33.41833333,11.30083333,,,
83.61333333,34.46916667,11.51583333,,,
83.27583333,33.80583333,11.51,,,
82.8975,33.83083333,11.44083333,,,
83.3675,33.79666667,11.485,,,
82.31083333,33.67,11.30666667,,,
82.64583333,34.3175,11.22416667,,,
83.21,35.19,11.21833333,,,
83.01166667,35.3325,11.15583333,,,
83.28333333,35.7675,11.10833333,,,
92.27,37.10166667,11.16166667,,,
96.38333333,37.075,11.1,,,
83.3975,33.805,10.78916667,,,
90.14583333,37.34166667,10.445,,,
93.35,41.1,10.13833333,,,
77.63833333,33.70416667,9.835,,,
78.86083333,34.89666667,9.956666667,,,
82.3825,35.60333333,10.70416667,,,
83.21833333,34.1375,11.045,,,
83.56166667,34.78916667,11.07,,,
83.71666667,34.91083333,11.05416667,,,
83.83833333,35.25666667,11.02,,,
84.675,35.73416667,11.10583333,,,
83.67666667,35.0625,10.97083333,,,
83.04333333,34.39083333,10.92,,,
82.8275,33.76916667,10.90416667,,,
82.83583333,33.11916667,11.00333333,,,
82.12083333,32.3125,10.92166667,,,
82.31166667,32.30333333,10.96083333,,,
82.09083333,32.0875,10.95916667,,,
80.66583333,31.09333333,10.965,,,
80.70666667,31.46916667,10.91666667,,,
80.2325,30.24583333,10.9725,,,
81.36,29.93083333,11.2225,,,
81.29666667,29.5675,11.28416667,,,
81.84916667,28.78833333,11.44583333,,,
80.81583333,27.74666667,11.45833333,,,
81.30333333,28.24583333,11.48333333,,,
81.6925,28.77916667,11.5075,,,
82.69166667,29.43583333,11.59,,,
82.98833333,29.10583333,11.65083333,,,
82.49083333,29.24333333,11.56583333,,,
82.55583333,29.0125,11.62,,,
82.89333333,29.15583333,11.6575,,,
83.87,29.80916667,11.73166667,,,
83.59333333,29.77666667,11.61166667,,,
82.4125,30.1125,11.39166667,,,
82.01583333,30.6675,11.27666667,,,
82.62166667,31.16,11.3075,,,
81.99333333,30.23583333,11.285,,,
81.2225,30.34916667,11.13583333,,,
80.91583333,30.26166667,11.14833333,,,
81.21916667,30.11166667,11.20916667,,,
82.24,29.71916667,11.40416667,,,
82.98833333,29.40333333,11.57666667,,,
83.1475,28.98083333,11.61416667,,,
82.99583333,28.805,11.635,,,
83.8325,28.76916667,11.7475,,,
83.3275,28.86166667,11.67666667,,,
83.71833333,29.62166667,11.65583333,,,
84.8725,29.86083333,11.8125,,,
83.49333333,28.78666667,11.71916667,,,
83.56583333,29.60916667,11.66666667,,,
84.50416667,30.1,11.74166667,,,
83.505,29.90583333,11.6275,,,
84.32916667,30.40416667,11.65666667,,,
82.895,29.14833333,11.58,,,
83.61083333,29.57083333,11.64416667,,,
83.7525,29.2625,11.71916667,,,
82.80833333,29.58666667,11.57666667,,,
84.27583333,30.535,11.67416667,,,
84.29583333,30.4025,11.62583333,,,
83.395,29.96833333,11.5425,,,
83.4325,29.82083333,11.56333333,,,
83.14916667,29.14666667,11.53416667,,,
82.97583333,28.77583333,11.58333333,,,
83.83666667,28.9275,11.68,,,
83.315,28.05,11.62916667,,,
83.95916667,28.32583333,11.6825,,,
82.79416667,27.61333333,11.55583333,,,
82.76083333,27.71416667,11.56833333,,,
83.11,27.60166667,11.575,,,
83.17,27.86916667,11.56083333,,,
83.53083333,28.00916667,11.56583333,,,
83.70916667,28.9175,11.47916667,,,
83.67833333,28.64916667,11.45,,,
83.48583333,29.355,11.365,,,
84.20166667,29.81333333,11.41,,,
82.76916667,29.35,11.17916667,,,
82.54666667,29.83,11.08333333,,,
82.83083333,30.285,11.08083333,,,
83.90833333,30.42166667,11.22416667,,,
83.74833333,30.12833333,11.2,,,
84.28916667,30.06166667,11.2775,,,
82.8,28.91166667,11.07,,,
84.1525,29.68166667,11.25666667,,,
83.5675,28.9875,11.19416667,,,
83.77583333,30.0125,11.19,,,
84.68083333,30.05333333,11.32833333,,,
84.24666667,30.27916667,11.2925,,,
83.83916667,30.3075,11.23916667,,,
84.33833333,30.53583333,11.30916667,,,
85.1275,30.54,11.435,,,
83.76583333,30.43,11.29916667,,,
83.85666667,30.25916667,11.31666667,,,
84.14916667,29.51166667,11.46416667,,,
84.32833333,29.17333333,11.53833333,,,
84.62666667,30.10083333,11.56416667,,,
83.80083333,29.81916667,11.45083333,,,
84.83916667,30.83916667,11.52666667,,,
86.34,31.685,11.7275,,,
84.60833333,30.98166667,11.46416667,,,
84.65166667,31.8025,11.36166667,,,
86.82416667,33.43583333,11.56333333,,,
85.07833333,32.64416667,11.33666667,,,
85.4525,33.53083333,11.28166667,,,
84.90333333,33.70666667,11.16416667,,,
85.29333333,33.49416667,11.23333333,,,
84.505,33.3375,11.05833333,,,
96.41416667,32.94166667,11.175,,,
95.90833333,32.47833333,11.11833333,,,
93.53166667,32.71083333,11.03833333,,,
93.09166667,31.90916667,11.07833333,,,
83.33916667,32.4875,11.06,,,
82.49,32.14666667,10.9675,,,
82.56909091,32.09363636,11.09727273,,,
83.0775,31.87583333,11.22166667,,,
83.99833333,31.7525,11.45583333,,,
84.26583333,31.75166667,11.57,,,
86.18416667,31.72666667,11.86666667,,,
85.63166667,30.52333333,11.94083333,,,
85.0725,30.19916667,11.89416667,,,
86.41333333,31.08416667,12.04333333,,,
85.2125,30.25333333,11.97666667,,,
86.42166667,30.96833333,12.07666667,,,
85.93166667,30.8375,12.07166667,,,
86.0625,31.41,11.97833333,,,
86.40166667,31.54166667,12.01,,,
85.545,30.62,11.98666667,,,
85.42166667,30.76833333,11.97666667,,,
86.045,31.34,12.02833333,,,
86.0975,31.66416667,12.00083333,,,
86.715,32,12.07666667,,,
86.49416667,31.88666667,12.02916667,,,
86.6375,32.37916667,12.01333333,,,
86.36416667,32.41,11.95,,,
85.655,31.91083333,11.86166667,,,
85.54666667,31.835,11.80583333,,,
86.53,32.63,11.88083333,,,
85.895,31.9975,11.7925,,,
85.12833333,31.76833333,11.72166667,,,
80.915,26.65916667,11.67,,,
79.405,24.035,11.73583333,,,
79.37083333,24.09083333,11.74333333,,,
79.58333333,24.28083333,11.76,,,
79.9775,24.435,11.78666667,,,
79.8025,24.36083333,11.75083333,,,
79.87416667,25.445,11.6975,,,
80.37333333,26.85916667,11.6075,,,
81.8075,28.39666667,11.58416667,,,
80.84333333,28.4925,11.38583333,,,
80.75916667,29.45166667,11.18333333,,,
80.89916667,30.7625,11.07166667,,,
81.97666667,32.015,11.06916667,,,
81.845,33.05,11.00083333,,,
84.11,37.06,10.88583333,,,
83.58166667,37.215,10.71583333,,,
81.99416667,36.0025,10.66416667,,,
82.06583333,35.52916667,10.7225,,,
80.31416667,32.22666667,10.87083333,,,
78.62833333,29.365,10.91,,,
79.895,30.69083333,10.95666667,,,
79.37166667,29.68416667,10.97333333,,,
81.13416667,31.12333333,11.12083333,,,
79.62166667,29.50666667,11.02083333,,,
78.79833333,29.07416667,10.90916667,,,
78.66333333,28.955,10.86333333,,,
78.18333333,28.38166667,10.8725,,,
78.64083333,28.3625,10.93,,,
77.25416667,27.27416667,10.7975,,,
77.53916667,27.74416667,10.82083333,,,
77.46833333,27.10916667,10.88916667,,,
77.49333333,27.02333333,10.925,,,
77.44333333,26.865,10.93333333,,,
77.5375,27.74333333,10.89333333,,,
77.895,28.38583333,10.905,,,
78.06583333,28.54333333,10.90083333,,,
78.585,28.935,10.95,,,
79.3375,28.5925,11.0575,,,
78.525,28.91083333,10.89833333,,,
79.005,29.565,10.93083333,,,
79.16,29.7425,10.91083333,,,
79.38416667,29.8325,10.915,,,
80.01583333,29.92833333,11.00416667,,,
78.8075,29.13666667,10.88416667,,,
78.24083333,29.81333333,10.72666667,,,
78.99416667,29.7725,10.82083333,,,
77.63833333,29.2225,10.67333333,,,
78.86454545,29.23,10.8,,,
76.93583333,27.5325,10.71166667,,,
76.86416667,27.64916667,10.62583333,,,
77.43083333,27.60666667,10.745,,,
77.8,27.09833333,10.8675,,,
77.0225,26.13916667,10.82416667,,,
77.53083333,25.99916667,10.91333333,,,
77.485,26.33,10.92083333,,,
77.60916667,26.27833333,10.93333333,,,
77.67333333,27.1325,10.89833333,,,
78.555,27.14416667,11.0525,,,
78.00166667,27.47333333,10.93583333,,,
78.31083333,27.02916667,11.0325,,,
78.26666667,27.6725,11,,,
78.78666667,27.63333333,11.12166667,,,
78.31333333,27.30166667,11.04083333,,,
78.33083333,27.29583333,11.07583333,,,
78.41916667,27.5325,11.07166667,,,
78.47333333,27.82916667,11.115,,,
78.50416667,28.455,11.04583333,,,
79.22583333,29.26833333,11.08333333,,,
78.84833333,29.21083333,11.0225,,,
78.48416667,29.23666667,10.96833333,,,
77.48833333,28.59,10.90833333,,,
79.44,29.31916667,11.10583333,,,
78.00166667,28.40166667,11.04166667,,,
78.53,28.63833333,11.0775,,,
78.53083333,28.57166667,11.07083333,,,
78.26583333,28.27833333,11.06416667,,,
78.65666667,28.2625,11.14166667,,,
78.53,27.875,11.14416667,,,
78.67083333,27.69416667,11.17666667,,,
78.92,27.20333333,11.24083333,,,
79.32833333,26.81583333,11.39666667,,,
79.895,26.67083333,11.53083333,,,
80.25333333,26.16416667,11.6875,,,
80.29166667,25.78666667,11.76,,,
80.705,26.7575,11.78,,,
80.4675,26.48833333,11.78666667,,,
80.5675,26.3675,11.82833333,,,
80.19666667,25.59833333,11.84,,,
80.54916667,26.68833333,11.82083333,,,
79.855,25.65333333,11.80416667,,,
80.14166667,25.57333333,11.78416667,,,
80.46916667,27.07416667,11.68833333,,,
80.5775,27.46916667,11.6275,,,
80.25416667,27.91833333,11.52333333,,,
79.88166667,27.32916667,11.42833333,,,
79.71666667,27.51416667,11.35666667,,,
79.51833333,27.48416667,11.24416667,,,
79.13916667,27.0275,11.18,,,
79.62083333,26.98166667,11.22333333,,,
78.45,26.48166667,11.09666667,,,
78.9175,26.61,11.09166667,,,
78.09666667,26.23583333,10.98833333,,,
78.6325,27.13916667,10.96333333,,,
78.9625,27.4975,10.90333333,,,
78.28916667,28.07666667,10.69833333,,,
78.34666667,27.82,10.68583333,,,
79.76416667,28.845,10.82166667,,,
79.61833333,29.575,10.79,,,
78.43666667,28.13416667,10.7425,,,
79.50333333,27.71416667,10.975,,,
78.79,26.57833333,11.04916667,,,
78.52833333,27.1325,11.06416667,,,
81.5075,29.37,11.38,,,
81.60916667,29.32916667,11.4675,,,
82.7925,30.725,11.52416667,,,
83.27583333,30.9825,11.60166667,,,
81.92166667,29.76666667,11.46166667,,,
80.8575,28.98333333,11.40583333,,,
81.6725,29.74666667,11.42583333,,,
81.39166667,30.105,11.40166667,,,
82.07083333,30.965,11.3675,,,
81.84916667,31.37166667,11.2975,,,
82.94666667,32.26833333,11.355,,,
81.91166667,31.4625,11.24916667,,,
81.77916667,31.59333333,11.18416667,,,
82.02583333,31.61,11.22333333,,,
80.88333333,30.86333333,11.10583333,,,
81.23083333,30.9975,11.14916667,,,
82.03583333,30.73833333,11.3,,,
81.015,30.76916667,11.17416667,,,
81.22916667,30.66166667,11.2275,,,
81.465,30.985,11.27083333,,,
80.975,30.14333333,11.26833333,,,
81.2075,30.42833333,11.28,,,
81.28166667,30.64166667,11.2975,,,
81.78181818,30.73363636,11.31909091,,,
81.61583333,30.59833333,11.32583333,,,
81.73333333,30.555,11.35333333,,,
81.77916667,30.635,11.33916667,,,
81.37833333,29.9425,11.36416667,,,
81.30416667,29.81333333,11.37166667,,,
80.80166667,29.71333333,11.37916667,,,
81.655,30.83416667,11.36833333,,,
81.78,31.31,11.34666667,,,
81.83166667,31.57333333,11.34416667,,,
81.46916667,31.77583333,11.27416667,,,
82.53416667,32.7525,11.26166667,,,
82.78083333,33.20416667,11.25583333,,,
82.585,33.77583333,11.1425,,,
82.75916667,34.36416667,11.07333333,,,
82.48416667,34.4875,11.00833333,,,
82.54833333,35.10333333,10.935,,,
82.385,34.925,10.91083333,,,
82.5125,34.5175,10.95166667,,,
82.10416667,34.42916667,10.9625,,,
82.41916667,34.68166667,11.03166667,,,
82.33916667,33.89666667,11.0425,,,
83.13083333,34.62583333,11.06166667,,,
83.24083333,34.83083333,11.0875,,,
92.58666667,35.51333333,11.13166667,,,
94.09666667,34.33166667,11.03,,,
90.67166667,34.02916667,10.95,,,
86.42166667,33.84083333,10.92833333,,,
82.19416667,33.33666667,10.87666667,,,
82.85916667,34.98666667,10.9925,,,
82.34416667,34.07166667,10.98583333,,,
82.71666667,33.91583333,11.09583333,,,
82.72583333,33.79666667,11.09166667,,,
83.12583333,33.9975,11.12416667,,,
82.735,33.72916667,11.0725,,,
82.83166667,33.90833333,11.07833333,,,
82.7,33.7275,11.08083333,,,
82.95,34.16416667,11.08833333,,,
83.30166667,34.09833333,11.11916667,,,
83.35833333,34.26833333,11.10416667,,,
83.45083333,34.25666667,11.135,,,
83.45916667,34.4025,11.12666667,,,
83.56833333,34.54083333,11.11166667,,,
83.6425,34.9775,11.11,,,
83.98916667,34.855,11.1425,,,
84.77916667,35.46416667,11.20666667,,,
85.22333333,35.71083333,11.24833333,,,
83.76916667,34.99333333,11.08333333,,,
90.24916667,36.24416667,11.08166667,,,
84.5825,35.73083333,11.00666667,,,
86.07416667,35.2325,10.9575,,,
82.8675,34.76,10.93583333,,,
82.76333333,34.6,10.97416667,,,
82.85166667,34.33,11.0225,,,
82.65833333,33.89083333,11.09083333,,,
83.09083333,33.79416667,11.18416667,,,
83.51916667,33.87666667,11.27333333,,,
83.62583333,34.02166667,11.2625,,,
83.825,34.3475,11.22833333,,,
84.48,33.86333333,11.35166667,,,
83.13083333,32.94916667,11.22166667,,,
82.92,32.1675,11.28583333,,,
82.68,31.2975,11.3475,,,
82.72416667,31.54833333,11.3725,,,
82.75833333,31.53916667,11.37666667,,,
83.02583333,31.98,11.39166667,,,
82.64,31.6075,11.38916667,,,
83.0225,32.02333333,11.40083333,,,
83.3425,32.58166667,11.43166667,,,
84.07416667,33.045,11.46583333,,,
82.8375,32.37166667,11.26833333,,,
82.57,32.95583333,11.16166667,,,
82.6225,33.00083333,11.11,,,
82.71166667,32.9825,11.11333333,,,
82.45416667,32.77333333,11.09,,,
82.21916667,32.42,11.04083333,,,
81.8525,32.0275,11.09166667,,,
82.01666667,32.14,11.12416667,,,
82.30833333,31.7475,11.21416667,,,
82.66916667,31.94,11.26583333,,,
82.74416667,31.51333333,11.31166667,,,
82.39,30.94083333,11.32083333,,,
82.59916667,31.50416667,11.33583333,,,
82.67083333,31.52083333,11.36083333,,,
82.42,31.26166667,11.36333333,,,
82.4825,31.11,11.40333333,,,
82.33166667,30.66416667,11.38416667,,,
81.47083333,29.7675,11.39166667,,,
81.6725,29.3825,11.4275,,,
81.8725,29.24416667,11.54333333,,,
81.66,28.2525,11.59916667,,,
81.165,27.69166667,11.5925,,,
81.6025,28.08416667,11.68583333,,,
82.07666667,28.45083333,11.7725,,,
82.66833333,28.415,11.8675,,,
83.20666667,28.84416667,11.94916667,,,
83.34083333,28.0475,12.02416667,,,
83.425,28.21666667,12.06583333,,,
82.86,26.88416667,12.00416667,,,
82.84166667,27.45333333,11.98833333,,,
82.75083333,27.64333333,11.93833333,,,
82.28583333,27.145,11.84416667,,,
83.855,29.52916667,11.78,,,
84.66333333,30.58666667,11.71166667,,,
84.10333333,30.91083333,11.52333333,,,
84.22416667,30.83,11.48083333,,,
83.17416667,30.24333333,11.35,,,
83.35083333,30.60166667,11.29916667,,,
83.445,30.08,11.35333333,,,
82.42333333,29.49583333,11.26583333,,,
83.43666667,29.355,11.43,,,
