ExtCondensTurbineOP.steam_flow_in,ExtCondensTurbineOP.steam_flow_side,ExtCondensTurbineOP.electricity_generation
73.88083333,36.87416667,9.028333333
73.87083333,36.95166667,8.973333333
73.39583333,37.24666667,8.8675
74.17416667,38.1775,8.830833333
74.1975,38.12833333,8.814166667
73.1525,37.21916667,8.776666667
73.49416667,37.25083333,8.804166667
72.74916667,36.54166667,8.759166667
73.70083333,37.2875,8.87
73.17333333,36.65333333,8.895833333
74.09916667,38.115,8.878333333
74.62166667,38.57333333,8.888333333
73.62166667,37.88,8.860833333
74.31416667,38.07333333,8.929166667
73.58666667,37.485,8.874166667
76.00833333,39.01833333,9.0225
73.22083333,36.60583333,8.909166667
74.23583333,37.57583333,8.95
73.53083333,37.54166667,8.893333333
73.72666667,38.24666667,8.825833333
73.8125,39.08166667,8.765
73.86666667,39.25833333,8.741666667
73.83833333,39.44416667,8.7325
74.11416667,39.52833333,8.729166667
74.13916667,39.64083333,8.745
75.16,40.64666667,8.774166667
75.40583333,39.75,8.87
74.83583333,39.35166667,8.901666667
73.56416667,37.305,8.9175
74.57083333,38.39416667,8.939166667
74.21333333,37.55083333,9.006666667
73.67166667,36.8475,9.015833333
74.62833333,37.57,9.084166667
74.425,37.05916667,9.1625
73.96,37.26583333,9.018333333
73.90916667,37.295,9.000833333
74.63166667,37.91666667,9.03
74.175,37.41,8.990833333
74.8675,36.87416667,9.21
75.08083333,37.0225,9.214166667
75.11,36.73333333,9.225833333
74.285,36.13,9.194166667
74.21166667,36.01916667,9.161666667
73.53833333,35.5325,9.1325
73.57916667,35.9075,9.1325
73.91,35.91583333,9.143333333
74.13,36.59666667,9.13
74.37416667,35.70833333,9.281666667
74.35333333,35.51583333,9.29
73.76666667,34.3525,9.338333333
73.36916667,33.95666667,9.335
73.665,34.595,9.305
74.29416667,35.09083333,9.363333333
73.875,35.41083333,9.290833333
74.21,35.45,9.310833333
73.93916667,35.10416667,9.268333333
74.03083333,35.22166667,9.305
73.65833333,34.415,9.291666667
74.43666667,34.19166667,9.530833333
74.28166667,33.37416667,9.584166667
74.28916667,32.98083333,9.628333333
73.6125,31.93916667,9.600833333
74.12916667,32.68333333,9.646666667
73.8325,31.85416667,9.703333333
73.97166667,31.70333333,9.736666667
73.10083333,31.16833333,9.631666667
73.775,32.21666667,9.684166667
75.32333333,33.22583333,9.8375
74.49416667,32.84916667,9.760833333
74.49083333,32.86083333,9.749166667
74.71583333,33.255,9.765
74.52,32.92083333,9.749166667
74.48083333,32.59333333,9.7675
74.76583333,32.5975,9.8225
75.8675,33.64,9.918333333
74.4175,32.91,9.7175
73.78,32.98833333,9.589166667
74.3475,33.42333333,9.619166667
73.96416667,33.62916667,9.555
75.13416667,34.41,9.685833333
73.90333333,33.53833333,9.5075
73.88416667,33.95583333,9.479166667
74.17583333,34.2625,9.46
73.875,33.81833333,9.430833333
74.11583333,34.11333333,9.4575
73.31083333,33.3525,9.35
73.53083333,33.5025,9.373333333
73.29833333,32.62,9.446666667
72.855,32.4375,9.361666667
72.43,31.86083333,9.328333333
73.02083333,31.79,9.430833333
72.97916667,31.27333333,9.546666667
72.84,30.55583333,9.6025
72.62833333,30.8125,9.561666667
73.845,32.67666667,9.615833333
73.5175,33.11833333,9.515833333
73.61916667,33.57583333,9.4625
73.43666667,33.93666667,9.366666667
73.56,34.78416667,9.249166667
73.595,34.30416667,9.260833333
73.20416667,33.89833333,9.254166667
72.92583333,33.685,9.189166667
72.5075,33.01666667,9.176666667
72.4325,32.34833333,9.200833333
72.30916667,32.0125,9.27
73.08833333,32.58,9.359166667
73.4375,32.57166667,9.481666667
73.89833333,33.03,9.5325
73.8575,33.455,9.505
73.46333333,34.20416667,9.375
75.21,36.4675,9.386666667
74.80916667,35.97166667,9.37
74.11833333,35.14833333,9.31
74.9,36.15333333,9.340833333
74.8475,36.18083333,9.3125
74.28833333,35.78416667,9.2525
74.28833333,37.24083333,9.085
73.97166667,37.13583333,8.949166667
73.75416667,37.205,8.9625
74.17916667,37.02833333,9.0225
73.75833333,36.68416667,9.0475
74.5375,37.47166667,9.1025
75.74083333,37.3425,9.405
75.81,37.45666667,9.446666667
76.34,38.31916667,9.485
77.7575,39.76083333,9.658333333
79.44166667,39.17333333,10.10666667
78.99,37.76666667,10.23166667
79.02333333,38.14666667,10.14916667
77.72083333,36.8325,9.994166667
78.33,37.38333333,9.971666667
75.8075,35.46416667,9.795833333
75.85083333,35.27916667,9.7575
75.87833333,35.45416667,9.715
75.67416667,35.52916667,9.665
75.62416667,35.63333333,9.6125
76.42833333,36.97083333,9.59
78.34583333,37.02166667,9.8775
72.89416667,24.385,10.51916667
73.38583333,25.13083333,10.53
77.47166667,27.96333333,10.87166667
80.1275,29.13166667,11.28
81.7325,30.3625,11.6825
82.95833333,30.71083333,11.835
80.21,28.05583333,11.65666667
84.83,32.24583333,12.07833333
82.61,30.34416667,11.89416667
82.8825,29.5625,11.92583333
85.21416667,31.51916667,12.13916667
78.7775,25.7775,11.65833333
78.06166667,25.5575,11.58
78.16166667,26.00083333,11.48666667
77.7075,25.78583333,11.44416667
78.5325,26.355,11.56333333
77.955,25.70083333,11.545
79.13166667,26.90666667,11.66416667
81.1575,28.83916667,11.87666667
83.89333333,31.41916667,12.10916667
85.93333333,33.01333333,12.28
82.79416667,30.06,12.02666667
85.37833333,33.02166667,12.20083333
87.44166667,34.99166667,12.37
86.47583333,34.035,12.265
86.9075,34.3,12.30666667
87.76916667,34.77583333,12.395
88.69833333,35.6875,12.4725
86.50833333,34.15416667,12.28916667
85.10416667,32.01916667,12.13166667
85.6775,32.48833333,12.16833333
85.06,31.59,12.10333333
85.39,31.81,12.1075
83.45166667,30.20916667,11.96416667
83.7425,30.35416667,11.96166667
84.65416667,31.4625,12.025
84.5,31.5325,12.00083333
85.195,32.54916667,12.04333333
86.445,34.18083333,12.15666667
87.2025,35.3575,12.20916667
87.68166667,35.7925,12.26833333
88.32583333,36.25416667,12.3325
88.37833333,36.54083333,12.36333333
88.11666667,36.225,12.33416667
87.77916667,36.0475,12.32833333
88.54,36.80166667,12.43166667
87.78166667,35.8525,12.37
87.77583333,35.79083333,12.37166667
88.25416667,36.34083333,12.46
88.4225,36.55416667,12.46583333
89.01583333,37.54333333,12.5275
89.47583333,38.11,12.565
90.0275,38.41583333,12.6
89.34166667,37.90583333,12.51666667
88.74333333,37.4775,12.43833333
88.32583333,36.93833333,12.39333333
88.90666667,37.73916667,12.45166667
89.31166667,37.685,12.51666667
88.79416667,37.04583333,12.48833333
88.27916667,36.59916667,12.47
89.07916667,37.115,12.57
87.56583333,35.59083333,12.40333333
89.1025,37.06083333,12.55166667
88.3875,36.66416667,12.45666667
90.2625,37.92083333,12.63
89.68,37.21166667,12.55833333
88.21666667,35.81333333,12.45416667
89.705,37.05833333,12.61166667
89.59916667,36.8575,12.60083333
89.93583333,36.94083333,12.65416667
88.42833333,35.885,12.54
89.72583333,36.9125,12.68166667
89.37583333,36.525,12.64666667
89.21,36.75666667,12.59166667
88.42,36.09916667,12.5
88.0675,35.55583333,12.44833333
88.00333333,35.67666667,12.44416667
87.90583333,35.5675,12.41666667
88.2725,36.13833333,12.425
88.9075,37.16083333,12.50083333
90.22833333,38.2375,12.60333333
90.50916667,38.35916667,12.64833333
90.02916667,38.1875,12.57666667
90.235,38.24083333,12.59416667
90.07666667,38.12833333,12.57166667
90.30333333,38.40416667,12.6125
90.045,38.14416667,12.55
90.83916667,39.52166667,12.61333333
91.28916667,40.15416667,12.6375
91.18083333,40.11833333,12.60666667
90.97833333,39.7025,12.59083333
89.76916667,38.1875,12.4475
85.36416667,34.1025,11.99083333
85.90666667,34.64666667,12.02583333
85.8225,34.625,11.9825
85.81833333,34.58666667,11.985
85.21916667,33.74416667,11.9475
85.27833333,33.295,12.0175
85.7175,33.34,12.11333333
85.71416667,33.2275,12.12833333
84.955,32.6025,12.10166667
85.59583333,33.32166667,12.16583333
83.78333333,31.36916667,12.00833333
84.81583333,32.48083333,12.085
83.7375,31.49666667,12.02666667
83.7825,31.37916667,12.03166667
84.05583333,31.13416667,12.05833333
82.94666667,30.00166667,12.04333333
84.48416667,31.34416667,12.155
84.40166667,31.4275,12.15833333
87.4325,33.44666667,12.43
85.1375,31.855,12.20583333
85.47333333,32.27666667,12.22416667
85.9725,32.96416667,12.23833333
86.56083333,33.55333333,12.255
85.565,33.15166667,12.11666667
84.79166667,33.02666667,12.02333333
85.5025,33.3525,12.0725
83.34916667,31.6975,11.82833333
83.195,32.28,11.77416667
83.1175,32.4625,11.7475
83.34583333,33.24333333,11.69666667
82.97583333,33.09333333,11.655
82.01083333,32.38416667,11.51666667
83.46,33.24166667,11.68
84.33166667,34.05,11.75916667
85.345,35.86583333,11.7925
88.51083333,39.5275,12.02083333
90.25416667,41.89833333,12.08416667
90.05583333,41.70583333,12.05333333
89.5625,41.28916667,11.96
90.21,41.46166667,12.10416667
90.8375,40.9975,12.27666667
90.16333333,40.64,12.1525
90.08833333,40.1725,12.19
90.155,39.65166667,12.2525
89.62916667,39.39833333,12.21833333
90.37583333,40.04333333,12.26166667
89.58416667,39.3475,12.165
89.41083333,39.50416667,12.17666667
89.32,39.31833333,12.1725
90.51416667,39.63333333,12.37416667
88.76083333,37.97583333,12.22166667
89.17083333,37.95666667,12.32583333
88.16333333,37.55083333,12.18083333
88.55666667,37.58333333,12.25583333
88.7075,37.4475,12.32416667
88.9575,37.3625,12.37916667
88.2,37.23166667,12.21666667
88.44833333,38.19416667,12.18333333
90.1125,39.09833333,12.4275
88.74,37.3125,12.28666667
87.35916667,36.37583333,12.095
86.98583333,36.255,12.0475
87.43333333,36.21,12.11333333
87.53,35.835,12.17
86.64666667,35.68,11.9975
86.6075,35.92916667,11.96416667
87.16416667,37.10416667,11.96916667
87.68833333,36.8525,12.06916667
86.6875,36.7725,11.90083333
87.865,37.44083333,12.06916667
87.00416667,36.57916667,12.01833333
86.76083333,37.14416667,11.90916667
86.76916667,36.56666667,11.94833333
86.87,36.64083333,12.01916667
87.71666667,36.69666667,12.16333333
86.96833333,36.14916667,12.03916667
85.97083333,35.93083333,11.88333333
87.0775,36.33583333,12.03416667
87.07583333,35.86416667,12.04583333
87.48583333,36.10666667,12.14166667
86.7175,35.53916667,12.0575
86.79333333,36.0725,11.97583333
87.22583333,36.06916667,12.06083333
87.56416667,36.27916667,12.09333333
86.73833333,35.06583333,12.07916667
87.49166667,35.24333333,12.19
85.96,33.6575,12.09166667
85.42916667,33.65583333,11.9775
87.62333333,35.61083333,12.205
86.7525,34.27416667,12.18333333
86.08333333,33.53,12.14083333
83.70666667,30.26416667,12.11333333
85.305,31.14416667,12.31833333
85.05833333,30.60333333,12.3075
84.07416667,29.3575,12.2775
83.80083333,28.8975,12.30083333
83.33666667,28.34583333,12.30083333
82.15666667,27.10333333,12.28916667
81.47416667,26.40166667,12.29
81.76,26.68583333,12.36166667
80.07416667,24.6975,12.28083333
76.115,19.56333333,11.95
75.50333333,19.20083333,11.88666667
75.9125,20.27666667,11.87916667
75.855,19.96333333,11.8175
76.11083333,20.68166667,11.84166667
77.13666667,21.40833333,11.835
76.975,21.22583333,11.8425
78.44416667,23.07333333,11.86416667
80.425,25.66166667,11.945
81.04083333,26.22333333,11.93916667
79.91833333,24.91833333,11.84833333
80.73,26.0025,11.93916667
81.25416667,26.50916667,11.97833333
82.12916667,27.5075,12.03833333
83.23333333,28.285,12.14166667
78.63666667,23.30416667,11.82333333
81.09083333,25.91083333,12
82.06833333,26.50333333,12.08083333
78.83333333,23.4,11.89333333
80.32416667,24.90083333,11.98333333
80.88333333,25.4325,12.03333333
80.305,24.36083333,12.04583333
79.59333333,23.545,12.05583333
79.61833333,23.71333333,12.045
81.73,25.38916667,12.15916667
80.37666667,23.9125,12.07083333
79.87416667,23.30916667,12.00333333
79.67583333,23.33416667,11.95833333
81.21583333,24.67416667,12.03166667
81.90166667,25.45,12.03083333
79.22916667,23.16416667,11.7975
82.45833333,27.295,12.02833333
83.795,28.79083333,12.12
84.245,29.26666667,12.14416667
84.02416667,29.09333333,12.13583333
84.40166667,29.70916667,12.17666667
85.29416667,30.80833333,12.2675
87.29,32.66666667,12.44583333
86.01,31.1725,12.33916667
85.53583333,30.56583333,12.33583333
87.11083333,31.7675,12.50083333
85.84666667,30.3575,12.4175
85.3275,29.50916667,12.44333333
91.3425,34.6775,12.9375
89.045,32.4675,12.71666667
87.71916667,31.62416667,12.58
89.14666667,33.2575,12.7025
89.83416667,33.60916667,12.79833333
91.06916667,34.61833333,12.90666667
88.01666667,32.32833333,12.61166667
88.1275,32.98833333,12.5925
89.16916667,34.06083333,12.69333333
89.35666667,34.2225,12.71
89.04416667,33.97166667,12.6825
88.825,33.605,12.64833333
88.50083333,33.51416667,12.65333333
88.38416667,33.40583333,12.655
88.45916667,33.5025,12.66583333
88.595,33.43583333,12.66583333
88.34166667,33.16416667,12.67833333
90.01583333,34.41166667,12.81
90.8,35.075,12.88
89.41416667,33.66416667,12.74083333
89.9575,34.0175,12.76916667
88.40416667,32.96,12.63916667
88.85833333,33.3125,12.66666667
88.55416667,32.99333333,12.65333333
86.3975,31.35,12.49166667
88.4875,33.10416667,12.6675
86.94166667,31.67583333,12.54916667
88.28083333,32.86166667,12.69
88.23833333,33.13583333,12.69
89.54833333,34.35333333,12.795
88.97083333,34.19166667,12.7375
89.15166667,34.76166667,12.75083333
89.4225,34.92333333,12.755
89.53083333,35.1425,12.7875
90.78833333,36.22416667,12.87916667
89.84833333,35.71083333,12.76333333
90.21,36.09583333,12.7675
90.85083333,36.56583333,12.82166667
90.3525,36.48083333,12.72583333
90.44666667,36.635,12.72166667
90.36083333,36.15166667,12.7025
89.77,35.60333333,12.64
89.8225,35.69333333,12.635
89.58,35.3325,12.615
89.6075,35.59666667,12.62333333
89.92583333,35.43583333,12.66416667
89.48916667,35.285,12.66833333
89.77833333,35.32083333,12.68833333
89.18916667,34.53,12.6525
89.735,34.93333333,12.73166667
88.99,34.09666667,12.68583333
90.93416667,35.86083333,12.87583333
88.60583333,33.71333333,12.65583333
90.55083333,35.16083333,12.85666667
89.54416667,34.10583333,12.76583333
87.73416667,32.345,12.62833333
87.49083333,31.72166667,12.60666667
88.6625,32.95416667,12.73833333
87.4725,32.27333333,12.63583333
88.66083333,33.43,12.73083333
88.71083333,33.755,12.74333333
90.16583333,35.19083333,12.85333333
89.60916667,35.11,12.76833333
90.5525,36.1075,12.84666667
91.36583333,37.35333333,12.925
91.91416667,37.7475,12.96166667
91.21166667,37.25,12.8975
91.7025,37.53583333,12.92583333
90.93,36.73083333,12.86166667
91.8825,37.45833333,12.9475
92.1525,37.6975,12.97
91.3275,36.9375,12.86416667
91.9775,37.16166667,12.91083333
91.34083333,36.55166667,12.84416667
89.94583333,35.42166667,12.72083333
91.06166667,36.0725,12.8725
89.57083333,34.675,12.73166667
88.6425,33.81333333,12.675
89.7625,34.66416667,12.79333333
90.03166667,34.80666667,12.83916667
88.68416667,33.78333333,12.705
88.60083333,33.73833333,12.72166667
89.68333333,34.7375,12.825
88.55666667,33.79166667,12.71416667
90.41916667,35.73583333,12.87083333
90.55333333,35.98666667,12.86916667
90.05833333,35.75166667,12.78666667
92.42416667,37.96916667,13.02666667
89.97333333,35.64583333,12.71916667
91.03666667,36.9575,12.81583333
91.40333333,37.62166667,12.83583333
91.70666667,37.98416667,12.85833333
91.69416667,37.7125,12.845
89.165,35.79333333,12.57833333
89.60083333,36.22333333,12.6125
90.4,37.03166667,12.69833333
89.01666667,35.47083333,12.56083333
88.35416667,35.31916667,12.465
85.8875,33.50916667,12.23833333
85.095,32.85166667,12.1325
79.345,27.3525,11.68666667
84.05416667,32.57,12.02583333
82.76583333,31.28583333,11.93166667
80.65166667,28.9275,11.76916667
80.12916667,28.5325,11.74833333
80.715,28.76,11.80333333
80.58666667,29.0125,11.76083333
82.245,30.76416667,11.88583333
81.5225,29.94333333,11.815
82.70583333,30.975,11.90333333
82.06166667,30.44,11.81416667
82.00083333,30.49583333,11.83833333
81.7025,30.18166667,11.8025
81.35916667,29.78583333,11.7825
81.08333333,29.73,11.74333333
79.75333333,28.34666667,11.67666667
79.8375,28.21416667,11.7175
79.81416667,28.21583333,11.73916667
80.10416667,28.355,11.79083333
78.9525,26.90333333,11.79916667
78.05083333,25.96166667,11.80333333
79.71583333,26.7975,11.97333333
80.8325,27.9525,12.02666667
82.4675,29.73083333,12.11916667
84.42416667,31.52166667,12.26
83.86833333,31.52,12.275
83.37666667,31.64833333,12.195
85.545,33.65666667,12.34083333
