eturb_m2_delta_k1,eturb_m2_delta_k2,eturb_m2_delta_R2
0.22526437258375137,0.0,0.9954834617760566
0.22449477944244656,0.0,0.9940136718428351
0.2194541566265772,0.0,0.9932281010070011
0.21741864561548185,0.0,0.990263587423381
0.21556832327970377,0.0,0.9891006583287425
0.21619635469189305,0.0,0.9885127787297046
0.21792263896284436,0.0,0.9884257986096563
0.21622213398544426,0.0,0.9887554498466838
0.21930541293201183,0.0,0.9868966565275183
0.22038286114484348,0.0,0.9933421619009657
0.22034107938660283,0.0,0.9963085641835443
0.22038698066144924,0.0,0.9963252305532534
0.2197675807011163,0.0,0.9966280365947688
0.22196589990243307,0.0,0.9970576538866139
0.22226737260197885,0.0,0.997626278695856
0.2228111315756929,0.0,0.997469929489197
0.22536517560158492,0.0,0.9918378883588632
0.22677525999926781,0.0,0.9924995165594661
0.2198714266993572,0.0,0.9949699798334525
0.20982947124002244,0.0,0.9943228118259615
0.21092608790187958,0.0,0.9940893252287046
0.21272025323383398,0.0,0.9957289784219563
0.21187965204933876,0.0,0.9954360256445219
0.21310648085120182,0.0,0.9951060711010304
0.2130404338008633,0.0,0.9956619622275129
0.2146066979350954,0.0,0.9964579205052245
0.21410092484753787,0.0,0.9970971471113332
0.21416284874222474,0.0,0.9965989759364078
0.21598173081395533,0.0,0.9972846995882155
0.2148735639450052,0.0,0.9974512905825367
0.21379063331878626,0.0,0.9970873361553776
0.21618200109540509,0.0,0.9967465395930696
0.22062692529253364,0.0,0.9938647573244592
0.22239871311927822,0.0,0.9878700993515145
0.21653673717124897,0.0,0.9583639074143899
0.2244585542272812,0.0,0.9937333314283737
0.22480693688837025,0.0,0.9939671800858865
0.22464913507890777,0.0,0.99459871669173
0.2224257289588696,0.0,0.857330812392806
0.22182870961842752,0.0,0.8472033539782784
0.2223191931144492,0.0,0.8460992253392858
0.1420832190580651,0.0,0.05327530561200411
0.13169228673939035,0.0,0.03942119381510045
0.14221477411207498,0.0,0.07733984831875085
0.12694684941598822,0.0,0.9519893322547915
0.13254885507238365,0.0,0.9694967364747953
0.13407582976365573,0.0,0.9714236615858558
0.13626544537967494,0.0,0.9759018165998106
0.13780905490991818,0.0,0.9838218707905525
0.13692474216660822,0.0,0.9834634387294497
0.13930193125176996,0.0,0.9838733224437429
0.13991902382203045,0.0,0.9837056431651031
0.14091826027013948,0.0,0.9841146628802118
0.1418620324366092,0.0,0.9821073640405973
0.14679395866983194,0.0,0.9744945852838963
0.1495815411304222,0.0,0.9774928756302379
0.14915622029919998,0.0,0.9778189782633612
0.1497915864203831,0.0,0.979716808858906
0.14945948089618416,0.0,0.9805657915143555
0.14708316559613682,0.0,0.9819797934956499
0.14370993597488238,0.0,0.9895761467250094
0.14468844019850027,0.0,0.9902155511055253
0.15010282189824742,0.0,0.9921869323407544
0.1512136500633248,0.0,0.9929443688233792
0.15094238975629756,0.0,0.9927703917150552
0.1524990284649182,0.0,0.9938261224252449
0.1529878112070195,0.0,0.9938599397496148
0.15171753293806395,0.0,0.9938041513099016
0.14956138342734793,0.0,0.9925342597719309
0.15967813996782046,0.0,0.9743046326810575
0.16410871661318996,0.0,0.9749079100447124
0.17539875352077544,0.0,0.9738877848417308
0.1823512889958209,0.0,0.9770259988456571
0.1938180018560409,0.0,0.9889049669096078
0.1969365113900295,0.0,0.9953355523906838
0.18221135613047731,0.0,0.9725592382823375
0.17113305570735793,0.0,0.9596101567815511
0.13940836168770226,0.0,0.9606073506296915
0.13604107768229828,0.0,0.9769070300458988
0.1561555444023534,0.0,0.9739234617388374
0.16683532362338208,0.0,0.9745955654454126
0.16761296152962066,0.0,0.9797845555394095
0.16868586189473994,0.0,0.9860559496682446
0.17025862355996482,0.0,0.9903429764172026
0.16893474823768453,0.0,0.9895018512516509
