eturb_m2_delta_k1,eturb_m2_delta_k2,eturb_m2_delta_R2
0.09689678112050472,0.0,0.6145500965671926
0.092935673244428,0.0,0.6230353533832901
0.11250742581324802,0.0,0.8025910573965257
0.11617009952454951,0.0,0.8027353038385139
0.11775572402941677,0.0,0.7941629320942951
0.10560960850466242,0.0,0.7348074722956965
0.11479111522047569,0.0,0.7856082554343194
0.14415070972473018,0.0,0.8120261686320797
0.1425405622275766,0.0,0.8032537665675508
0.13575445290460653,0.0,0.7717287009642212
0.13654056904484707,0.0,0.7761573985601138
0.17737230965138173,0.0,0.9442069163709358
0.189291005185337,0.0,0.975670590455092
0.18665529388098642,0.0,0.9752727333420393
0.1820034001110324,0.0,0.9754010554815112
0.13985441823464326,0.0,0.8829239451614763
0.13956333243560562,0.0,0.8949431922680472
0.1242972400793549,0.0,0.8534145992589193
0.12213686612578067,0.0,0.8438431128364465
0.12163467916285473,0.0,0.8460387464737492
0.11586507814890525,0.0,0.8159894032191708
0.11700579069970388,0.0,0.7777784823567693
0.11455007600570989,0.0,0.7301293332917722
0.14560715918494005,0.0,0.7754130040604128
0.16105027446467043,0.0,0.8156868748687948
0.16858337382487143,0.0,0.8231558212450951
0.1971773680754999,0.0,0.9354097089607641
0.20846802612144896,0.0,0.9906740909379351
0.21015413787159862,0.0,0.99119054568441
0.1700194233825235,0.0,0.8564327401501367
0.139581395288544,0.0,0.7961486248165306
0.13384967145409382,0.0,0.8056352107864823
0.1286230987377784,0.0,0.8012437899680984
0.11630783380588872,0.0,0.810584661075488
0.10698868884462513,0.0,0.8270834579527642
0.10830619388977887,0.0,0.8806141589477925
0.11286184041451101,0.0,0.8955489061876363
0.11196793476627905,0.0,0.8741457876778375
0.11515674867730359,0.0,0.8651238309782932
0.11956582475421837,0.0,0.849096824956022
0.1264771382136277,0.0,0.8291657915263225
0.12132424512251962,0.0,0.8000094950930625
0.13547537290541406,0.0,0.7532599787715156
0.12511622564388625,0.0,0.6958868970341205
0.09814375217877058,0.0,0.5324849424003382
0.08423997418464244,0.0,0.5039909879039252
0.0833384661665387,0.0,0.47891598668049384
0.08030205148509949,0.0,0.427979806606402
0.13199117819524867,0.0,0.6126554789365457
0.16296131649571025,0.0,0.7492241061631888
0.18704753716284533,0.0,0.8629365358478094
0.2233331412533109,0.0,0.9915896618791068
0.22500935254461849,0.0,0.9963291297222937
0.22505303582295824,0.0,0.9964780998339545
