eturb_m1_delta_k1,eturb_m1_delta_k2,eturb_m1_delta_R2
0.10586256367312975,-0.051291013200273974,0.8236943440982302
0.1225895986478239,-0.07943773764365983,0.822465196579238
0.12813266686493988,-0.08052408820284167,0.8086637935263721
0.1148941273121259,-0.05837014094280996,0.8099481415619327
0.09851579656858173,-0.039164830273750936,0.8227603630276217
0.09707208484698648,-0.044860973775596,0.8284578744500248
0.09981785008248768,-0.044718281677139024,0.8527471936327092
0.09230689172329022,-0.028595971780978408,0.8950051768443367
0.0987285489087875,-0.012597856518343982,0.896157499126609
0.10319177187248309,-0.01452295243425036,0.9004200860228977
0.11078206791779484,-0.02487341600719939,0.9116969127319315
0.10605174268473293,-0.01788045921151631,0.8985277828512241
0.11062666674820201,-0.02500761482585128,0.8958671184122691
0.11019504447382929,-0.016920576058591038,0.9092051600078056
0.10195157101394729,-0.026055873280074075,0.8588982189995733
0.09753020983915155,-0.03223255281649361,0.873045615887158
0.09310616531279035,-0.02950441463474176,0.8542794560656756
0.09497880455245471,-0.025758478832408442,0.8947045185433529
0.08283463095761327,-0.010794971918742352,0.8717361615614065
0.06739584548797349,0.007489920221654256,0.8780501178554024
0.06406101182508254,0.01423510342332318,0.9130566753023139
0.06422163595017248,0.014209966113703064,0.925343254034727
0.06475975659497933,0.007998663441742177,0.923273384048616
0.06773280892427008,-8.135419347891446e-05,0.9107635516314188
0.08191697337962363,-0.020181575117073886,0.9211583365044682
0.08580082168580992,-0.02767359952150392,0.900889876426928
0.07851438377593896,-0.013546727796756298,0.8761461371860736
0.07669741364802986,-0.015485205466119135,0.8359638587004391
0.0736836701414433,-0.007115365660431102,0.8121601634749931
0.08034695030218322,-0.01652454568613275,0.7585555863889775
0.0877650602706123,-0.0035704238560673902,0.7505420234055568
0.08362881569047206,0.005790750762158432,0.7920074912001688
