bturb_m1_base_k1,bturb_m1_base_R2
0.06726072917815912,0.8062134773117322
0.0724045803856592,0.7334151872246957
0.07823651113300505,0.20342081130656464
0.04042356239125399,0.7140557286724951
0.05889551961177598,0.5398382665896924
0.040849996620023504,0.20430212332482345
0.03767289707694247,0.8572128496744518
0.04843579673159658,0.7783222913622642
0.05647120920690802,0.7819372751377242
0.0634222613465044,0.7923935012358323
0.04791990164253957,0.4882320103106741
0.06644819380712837,0.4628220054264015
0.04359969189801325,0.18549905509627274
-0.01430210419696531,-0.3172637411871051
0.03418240013009206,-0.07717476877467688
0.1008621320304914,0.706227469818361
0.08359943840741234,0.7323376932137584
0.08655119153131273,0.9322661064741999
0.07410623052194934,0.9144997023186248
0.06545977547937065,0.41946810156230074
0.06733941088111776,0.9475070736563271
0.05757995359379346,0.9568976804487339
0.052995285723402424,0.9445608917071687
0.06543097521861374,0.9467359091959355
0.04367667819572621,0.7893256893398479
0.02435874056803679,-0.019200861441670103
0.026732285121164115,0.3129497443352308
0.011768186734988388,0.0256529652526718
0.022622417436610455,0.32040283898419797
0.0030114152875169438,0.00241218879335936
0.04512717698060856,-0.04433183012127451
0.06448053106029472,-0.45667819262731246
0.05661576447036225,0.8017501687906784
0.06901955323936569,0.9215238453605203
0.07864534975080507,0.9553450561628288
0.08837240422154129,0.8468410327518219
0.07145950723807667,0.9066284343647607
0.0461508476396194,-0.2993597925524609
-0.007863971627693438,-0.26820812788347204
0.05516372586606162,0.1487946111848848
0.07135118144477057,-0.3511003150012473
0.080382081429178,0.43334109943640486
0.09889027228033818,0.3274822989479226
0.07636062896577255,0.7273831987144637
0.05477440875609833,0.5411770373939597
0.11550200966727651,0.6881894283710963
0.11206907225361022,0.16442862342338682
0.11045109996883724,0.8384693875779794
0.13297992117467533,0.2903886184983323
0.0988754737323241,-0.640773064091936
0.0610124492907022,-0.09647249138841762
0.04906822857679354,0.8728958981835923
0.09867514995805202,0.8410303113001883
0.07338429853162456,0.9130160313292892
0.09330360914868217,0.7035594023060244
0.07661760198894592,0.8095827364451056
0.08391319174280618,0.9931965245606768
0.08526831575134335,0.9955927970770831
0.08915449206252991,0.9906398981016002
0.085748946694242,0.9929318737399321
0.0819141795315002,0.981256177487258
0.0830855202312779,0.9048112883298088
0.07395317151630344,0.9032833638345973
0.0678704460294371,0.603338085211889
0.05278653546732154,0.7301229874342168
0.06034534029565142,0.5873026873653717
0.06324125911099812,0.8017529003056325
0.04635696943220451,0.7043022237345372
0.06820474098833823,0.38820033942548904
0.08965855548924002,0.7353567651645139
0.05461199809340087,0.9679076492221135
0.0694522322241607,0.2353678670145789
0.07469941203135766,0.9507373180433657
0.07073209379365678,0.9371215862166433
0.07248537570017374,0.968095515926555
0.07060109965812189,0.9786235119475033
0.06958090933506719,0.9659274011923845
0.05832450213417836,0.9512094512403695
0.06217227254134087,0.9568998309882772
0.054340023537947375,0.7999499917665199
0.10521874029685696,0.7026904161467599
0.06712257787090489,0.8660913550301433
0.08025760210091266,0.9647991432487022
0.08056683593331371,0.9827345678733661
0.08948623548273657,0.9514413937429356
0.08662399941796421,0.9736890743782551
0.07789870192972508,0.9740951953340475
0.07308988804629893,0.9700555931319695
0.06112724134816124,0.8858055959309497
0.08250304078211443,0.7315253008535958
0.07019961840972548,0.8125508205750915
0.05972653614686372,0.8298257991870756
0.05277542464128738,0.8595363376792394
0.05953428924909845,0.807663098908893
0.05581204015501868,0.8465165940360012
0.045860283137682166,0.6003550682037708
0.07421855205955066,0.4677484307166495
0.06958863863205844,0.8068149029581604
0.06025505403774057,0.6229131933864029
0.0908788087768823,0.947842256481551
0.0992041201843443,0.9002603822961082
0.08812821397569191,0.9570445953382031
0.08713736965284528,0.8879930885388714
0.052545997768464754,0.7333634477309439
0.1322087438061779,-0.13569289252175865
0.05625772835459283,0.5675854060763597
0.0922635729288148,0.9105759191003636
0.08691362982406653,0.9730144235338332
0.0860918186345092,0.9694500302731914
0.07441956198105969,0.9931453202621062
0.07419589293681852,0.9561601108863703
0.0697189161021948,0.9154359528180502
0.0936754737321525,0.9817354725608193
0.09682660008815937,0.9707492185504287
0.09638397513071716,0.9710497554332566
0.07419500543586482,0.9056874649253772
0.08915480295050589,0.9335902828044427
0.07648395000844944,0.7872620654307034
0.057000759118621486,0.5352528328758475
0.10502099207775668,-0.17544465869991344
0.07676608881818683,0.6332389626602987
0.09545145895630126,0.9192437515449674
0.10113818319337746,0.9398597680173938
0.08872429770254597,0.9551979547212834
0.10059976775582932,0.9537278760508904
0.10308944820142298,0.8610763329834494
0.09207447290917098,0.9101152820399409
0.06736787886169789,0.9620287203616736
0.0758066393620529,0.9527694029644409
0.07568395872943962,0.9555614864141612
0.07196935180162609,0.8796349180718613
0.0874995575454845,0.9723955368273882
0.09653750269909075,0.8975321195930189
0.08443408058340973,0.7528656680404291
0.12742784985059466,0.5254034063044841
0.19052869391504995,0.3013724276107256
0.16240575125240944,0.8962555559985446
0.20942344482645195,-1.0127158562691343
0.16326412992431436,0.5238096751839458
