eturb_m2_origin_k1,eturb_m2_origin_k2,eturb_m2_origin_b,eturb_m2_origin_R2
0.07879119861456972,0.0,4.478833004206917,0.44878091060613445
0.09088883977599697,0.0,3.8876141722426314,0.5945703944320427
0.0948911833186414,0.0,3.6528064836149987,0.7454771829702637
0.1010179158753961,0.0,3.3452275378348997,0.8127347641063397
0.09960170670347349,0.0,3.3704814591980883,0.8465192625592278
0.0963280860072917,0.0,3.520996688515491,0.8387184998333328
0.09775185795432802,0.0,3.4477872492232837,0.7670144223022218
0.1338964076334657,0.0,1.7886530287407503,0.805856983080548
0.14078754532328117,0.0,1.479920848128005,0.8530075572718724
0.142711903452587,0.0,1.3903151719982096,0.8456063339064743
0.13627126279410173,0.0,1.6767560306373,0.813523320061312
0.18091484423016554,0.0,-0.40840112708167986,0.8925933756831788
0.2011985294879202,0.0,-1.3433509057039714,0.9000641315219969
0.18204375828750155,0.0,-0.42643263711571855,0.8684183503957515
0.18938338025640775,0.0,-0.7571213495320093,0.9790191798884299
0.16963130943041538,0.0,0.14928093303531398,0.9498845374276986
0.15705119456914804,0.0,0.7527592601818878,0.9200463569114548
0.13719284123344533,0.0,1.6345326503894064,0.8664062729393813
0.12321993752242344,0.0,2.1438704929740986,0.8011309888523079
0.08353031423340139,0.0,3.6236032947744454,0.5545387935159889
0.0876105425632114,0.0,3.547475381887938,0.6534156408202374
0.09777202123286866,0.0,3.211206654293692,0.7041304909459634
0.0718347445063759,0.0,4.135438701764549,0.30160632292310663
0.08589410608562735,0.0,3.666413139664027,0.3032980233864905
0.11329447396868422,0.0,2.7622057067480905,0.4962271935513357
0.11824742246396223,0.0,2.6061075380322105,0.5156857233089025
0.1899170041999198,0.0,0.1376943270397044,0.7938345725946372
0.21044229742832066,0.0,-0.5562094935241957,0.9932758517979843
0.21037427793424013,0.0,-0.5575882944979798,0.9955896470203287
0.16996191676542363,0.0,0.8703312947002608,0.8487621868081454
0.13927577750520265,0.0,1.972740510399527,0.7357819966775357
0.13058481016626863,0.0,2.3131252479615245,0.701973028699753
0.13935677789816336,0.0,1.9741763081019617,0.7364832967033277
0.13440264575935504,0.0,2.0807632682828388,0.6509071332556222
0.13134901175072647,0.0,2.10358317700213,0.6429139763780702
0.13531084976516378,0.0,1.922558670273121,0.6762990735405869
0.12973183132212052,0.0,2.089867866911698,0.6250815826437309
0.08937818669625834,0.0,3.4605320392688586,0.563008062503178
0.08721760933507049,0.0,3.540239261807238,0.519770426819715
0.10561541299139657,0.0,2.917503761829271,0.5516222948140828
0.09078081631237604,0.0,3.45699714328675,0.6473073583626409
0.09134334827137164,0.0,3.4298684157852946,0.6365706964063368
0.16213913355775736,0.0,1.0180549835449675,0.838526680253808
0.19383094871800352,0.0,-0.0869615160809083,0.9051358959560639
0.2068831719022634,0.0,-0.554785037443545,0.9145308655000391
0.19188586217974501,0.0,0.009716945008143796,0.8790042680800455
0.19129198526371524,0.0,0.16119842407757723,0.9043330864320605
0.1700641286206447,0.0,1.2134209749596723,0.7837891447077578
0.14190153365136662,0.0,2.5643708603399435,0.658443426305791
0.16666880442187307,0.0,1.4735385933776026,0.7615074338577523
0.17327479040835744,0.0,1.166446833956937,0.7988617065427994
0.21635248372171317,0.0,-0.6992737456226585,0.9821800375348502
0.21876796136328466,0.0,-0.799332592995297,0.9951689970479008
0.21631272207734592,0.0,-0.708481362236375,0.9954255853234089
0.2188986685372919,0.0,-0.8346690116055822,0.9937981206689349
0.21622361902487844,0.0,-0.7137774205392962,0.9980932344785453
0.21599012927710387,0.0,-0.7001780524873045,0.9988226821286608
0.21593800082617393,0.0,-0.702483134790949,0.9988529932878852
0.21536154386730863,0.0,-0.6798661995114124,0.9988428549992111
0.21686390177844336,0.0,-0.7428260199626138,0.9984162101884236
0.2135437987835162,0.0,-0.6170971036821147,0.9978061347598293
0.21217599661002817,0.0,-0.5705514643441383,0.9964359458902279
0.21940531214555462,0.0,-0.8800951546660283,0.9940002525548716
0.21747389136035583,0.0,-0.7964423551471,0.9964692027987625
0.22106345644934522,0.0,-0.93800983215481,0.9947863389491992
0.2207331615263766,0.0,-0.921102984535592,0.9953890036067206
0.21839093360884843,0.0,-0.8205436816947813,0.9954306319981582
0.2165568426103164,0.0,-0.7328684725674517,0.9959314271326074
0.21535435676465772,0.0,-0.6776376496258756,0.9963081299337035
0.21501226665517376,0.0,-0.6618953940725572,0.9928907092151675
0.22167507215126797,0.0,-0.9905095673612561,0.9959813620885357
0.22834281031971596,0.0,-1.3140188311821603,0.9939479275271408
0.21859032134406756,0.0,-0.8441748186977964,0.9994972653521972
0.21697085269334848,0.0,-0.7691660089213439,0.9996053636377396
0.21718199468900856,0.0,-0.7836982490067186,0.9994275824917712
0.21615449802073305,0.0,-0.7469512655309813,0.9993305895591538
0.21591723658672432,0.0,-0.7499152956637971,0.9991293091910965
0.21448054009631462,0.0,-0.6998970850351149,0.9988811388331835
0.21448404592633175,0.0,-0.7069566603846678,0.9989150806945467
0.21806171458057122,0.0,-0.870542917135781,0.9987555647549254
0.21922356544578764,0.0,-0.930386730827987,0.9988980365768716
0.2187235856787332,0.0,-0.9094581994266715,0.9986632247239611
0.2215687469775176,0.0,-1.0197042929900704,0.9971995877242467
0.22185362088796892,0.0,-1.0191823133399929,0.9963326361419587
0.22245379319218478,0.0,-1.0281239359722196,0.9932324108390326
0.22550213269439073,0.0,-1.1417966179462038,0.9904968243541413
0.21802428887073436,0.0,-0.8013933116742091,0.9884567720580202
0.2259144239659157,0.0,-1.1174717886587153,0.9913755071705092
0.24855505694422747,0.0,-2.065313607199995,0.9955378963130636
