eturb_m2_base_k1,eturb_m2_base_k2,eturb_m2_base_R2
0.06568780516608784,0.0,-0.10286040805114505
0.1395456529159608,0.0,0.10213370015566758
0.0916201874087713,0.0,0.7401967001607054
0.03986682177218623,0.0,0.036474928606685664
0.0981104169984331,0.0,0.7031168478017051
0.15524091706132273,0.0,0.17931150353416303
0.08147041852184862,0.0,0.7409639971257642
0.1322201777589417,0.0,0.8046211945300993
0.16056427444770516,0.0,0.8110319366463251
0.14812867076026592,0.0,0.8363764922999797
0.16229918392984355,0.0,0.7680667730562526
0.10062026851662766,0.0,0.6956091766299585
0.21546174257536774,0.0,0.8945214007071084
0.19341876656300744,0.0,0.8638920483812103
0.20247642402355287,0.0,0.9202318657783103
0.16808905717439074,0.0,0.9495693003437867
0.1423744798734248,0.0,0.868430703907746
0.16070643739903823,0.0,0.8315093506686287
0.1522113932549425,0.0,0.7454739828054884
0.05398686975748753,0.0,0.02411736338119508
0.03019167493475997,0.0,-0.5959668311992534
0.112435082223542,0.0,0.6790973093288448
0.037302312755578465,0.0,0.22143119874019002
0.09738131912780308,0.0,0.28229751857680885
0.16847321136377946,0.0,-0.05218086720430448
0.12794090408672426,0.0,0.36026204156242503
-0.05855827208111169,0.0,-1.0290971900099337
0.2085849544916542,0.0,0.9931596062524605
0.21445367649798314,0.0,0.9794500990930457
0.1782731164085757,0.0,0.8209498907141168
0.1364789433038257,0.0,0.7333354086185644
0.1472494759968761,0.0,0.4643267241432433
0.147195611061661,0.0,0.7305606159626856
0.19006632255604086,0.0,0.33739003367261367
0.15281382085645528,0.0,0.3291030045394574
0.11450731436042018,0.0,0.5177359054165238
0.22530642174155996,0.0,0.06893846763088929
0.1976999180079889,0.0,-1.8347702914892556
0.1084195366148014,0.0,0.4662068552239157
0.10335358113209644,0.0,-0.48354602374042943
0.09218375410548206,0.0,0.6463256254354627
0.09468225302793837,0.0,0.6287249784704266
0.15730937136257997,0.0,0.836626456182546
0.1820229134367089,0.0,0.8941194299125016
0.2028975420360679,0.0,0.9139070788548632
0.1915161844520562,0.0,0.8789983575288267
0.2735773672016182,0.0,0.42921420355761597
0.20557141750630098,0.0,0.7436848997822012
0.03329109497566359,0.0,0.03726456151682578
0.16359394054447232,0.0,0.7588876500201542
0.15839758261910653,0.0,0.7540538294768049
0.1498557343441102,0.0,0.6682963152915657
0.2273757675693664,0.0,0.9818051770370064
0.216322441175603,0.0,0.9896801012334835
0.22899710181517802,0.0,0.9895247057814646
0.22145552587621337,0.0,0.9875424624605985
0.21437523230469965,0.0,0.99839887106259
0.21842231343013227,0.0,0.9959439548435914
0.21152164411694155,0.0,0.9982413696751595
0.2192414137036407,0.0,0.9982422870321228
0.22470653459928808,0.0,0.9942158887182759
0.21323842549259764,0.0,0.9964081016439648
0.21999659269087105,0.0,0.9939920346314647
0.21867312973876687,0.0,0.996320213758227
