eturb_m2_origin_k1,eturb_m2_origin_k2,eturb_m2_steam_pressure_in,eturb_m2_steam_temperature_in,eturb_m2_steam_pressure_side,eturb_m2_steam_temperature_side,eturb_m2_steam_pressure_out,eturb_m2_steam_temperature_out,eturb_m2_h0,eturb_m2_hc,eturb_m2_h1
-0.035783015319787496,-0.02160335078928604,3.0688181818181817,434.4079103535354,0.8222045454545456,320.3859532828283,-86.62964141414137,49.098628787878766,3308.530780638906,205.57051404749248,3099.353228139976
-0.02773613903717165,-0.11468293513683925,3.073429292929292,434.56907702020186,0.8212184343434346,321.1474532828284,-86.67418308080808,49.012823232323235,3308.82836251568,205.21184560521056,3100.9802645741465
-0.024241149828248012,-0.13582657841076146,3.0729431818181823,434.44457196969705,0.8218156565656568,321.0225845959596,-86.64845959595962,48.98537626262627,3308.553944505794,205.09715174421933,3100.703454326494
-0.01900870142917681,-0.171307317795991,3.086638888888889,434.6476060606062,0.8244267676767679,321.1103295454545,-86.57083459595965,49.04218560606061,3308.81481851082,205.33465677903527,3100.8281778239325
-0.02224886007682201,-0.1740024053413915,3.099819444444444,434.84866161616156,0.82664898989899,321.10221843434346,-86.49209848484848,49.11381060606061,3309.078933171652,205.63408651202812,3100.7599032729904
-0.022161184209323708,-0.19196102238235874,3.122487373737374,435.6004229797979,0.8305694444444446,321.4158282828283,-86.37468055555557,49.21105934343434,3310.452611554932,206.04064741299072,3101.330600817838
0.1975651543324735,-0.14284944924376086,3.167704545454547,436.5103648989899,0.8346603535353537,322.2859608585859,-86.27091414141414,49.35510227272727,3311.862058718352,206.64278014818112,3103.070873570029
0.22127589640380407,-0.10636164277279414,3.1831073232323233,436.7606982323232,0.8366047979797979,322.7510719696972,-86.22785858585858,49.443491161616144,3312.2079603013294,207.0122503117937,3104.0069305602024
0.06282880498919009,-0.17870658640165066,3.16439898989899,435.8729343434343,0.8343686868686869,321.76384974747475,-86.28513636363638,49.425949494949464,3310.4654645457304,206.9388830101327,3101.976892031261
-0.041509058800387036,-0.2594237296533211,3.1254810606060612,434.66095580808076,0.8293547979797984,320.913327020202,-86.44666414141415,49.27820959595958,3308.2828904991475,206.3212464776145,3100.2994525632976
-0.006327389027717535,-0.3757886165274509,3.0838143939393934,433.0592335858585,0.8246325757575761,319.9400353535353,-86.63421969696971,49.0414734848485,3305.263514451362,205.33162561145244,3098.3574467505023
-0.013654636203728851,-0.3260338574303745,3.0385921717171716,431.2124974747476,0.8192020202020204,318.632840909091,-86.82476136363638,48.79686237373736,3301.7492536268724,204.30909893374297,3095.729419245208
-0.037360288496438375,-0.20720483101375195,2.9852638888888885,429.38600000000014,0.8141388888888894,316.80311111111115,-86.9696111111111,48.56720833333334,3298.4088345274927,203.34913537255963,3091.9934676117127
-0.03918043969429561,-0.08128275052253975,2.954444444444444,428.27543055555566,0.8100138888888893,316.0852222222222,-87.11368055555555,48.27419444444444,3296.358862477775,202.12437380951434,3090.578701885403
0.17475644446640645,-0.10301051093409616,2.9385,427.8909583333336,0.807027777777778,316.9585277777776,-87.25356944444444,47.93379166666667,3295.728329314313,200.70157485288212,3092.488214843125
0.1575455036789445,-0.07799703985415443,2.940944444444445,427.95109722222236,0.8066944444444446,317.4041805555554,-87.29601388888888,47.66211111111111,3295.827650514217,199.56609144318335,3093.4343849325032
0.17928662051370567,-0.12107509256093628,2.95815404040404,428.7259159090909,0.807744191919192,318.04699999999997,-87.2423765151515,47.55361262626262,3297.3201117504773,199.11268880570262,3094.7632279310387
0.14955833592461318,-0.14452054590110255,2.9737651515151518,429.25616590909095,0.8080636363636368,318.81418055555554,-87.22893207070706,47.43379318181819,3298.2856376106984,198.61193960134563,3096.3710154564087
0.013394408320633659,-0.16486653869996235,2.9789457070707086,429.9451242424244,0.8083275252525258,319.7087361111111,-87.21607095959595,47.302793181818174,3299.7639266806004,198.06446559312045,3098.2482058052587
-0.0071591418584014375,-0.153919328138148,2.98329292929293,430.02422146464664,0.8088969696969701,319.60894444444455,-87.17825151515147,47.286445959595966,3299.878406374042,197.9961790805243,3098.024910263681
-0.009327985865845614,-0.11625973625361892,2.991042929292929,430.2893881313132,0.8096747474747479,319.4605416666667,-87.13918207070705,47.329793181818175,3300.3628347089148,198.1773726325946,3097.694414288225
-0.009575402378444009,-0.08776423099688048,2.9988345959595955,430.2531936868687,0.8103553030303032,319.3256666666667,-87.07597373737372,47.40254318181816,3300.166483974979,198.4814698381803,3097.394627147675
-0.014869429151028237,-0.10109580005258333,3.0016111111111115,430.09254166666665,0.8114444444444449,319.2137222222222,-87.03684722222224,47.45765277777777,3299.762875875554,198.71182254472285,3097.1335986745457
-0.01579511314624206,-0.13764615311302192,3.000291666666667,430.02622222222215,0.8119305555555559,318.94884722222224,-87.01208333333334,47.525875,3299.63256223564,198.9969648283977,3096.5645182611956
-0.008872795768032005,-0.19342591447335755,2.986416666666665,429.34419444444444,0.8105694444444448,318.6046805555555,-87.07801388888892,47.48156944444444,3298.2974406498215,198.81174151449437,3095.871494032669
-0.0005621981699542284,-0.22302071599904755,2.9738888888888892,429.07447222222214,0.8095972222222224,318.6750833333333,-87.14372222222224,47.3855,3297.873792660856,198.41018276497016,3096.042409840644
-0.005216043064026926,-0.23376232673589026,2.9815416666666676,429.11424999999997,0.8109583333333336,318.95955555555554,-87.10877777777777,47.40329166666667,3297.8504328637296,198.48456947372645,3096.6097020189754
-0.016277533826311138,-0.2342704432188192,2.9896249999999993,429.4430972222221,0.8123750000000006,319.4694861111112,-87.06281944444446,47.502930555555544,3298.473328959464,198.9010290936308,3097.6505591882706
-0.047732471893936264,-0.2178090687302982,3.0023573232323226,430.0163434343433,0.8134015151515156,319.67169696969705,-87.01970075757575,47.56012121212122,3299.579824782394,199.1400835052081,3098.0525646609044
-0.059101667318686275,-0.22345359753521865,3.02102398989899,430.8115656565656,0.8158459595959597,320.0204469696968,-86.93571464646465,47.62235732323233,3301.101253284923,199.40026043974305,3098.7303934684114
-0.0627522104598089,-0.2778937553440094,3.0682184343434344,432.2835101010101,0.8214709595959593,320.5118775252526,-86.73078409090907,47.8351212121212,3303.736657909198,200.2896492159123,3099.6354800034806
-0.0628699976742089,-0.2215000529266012,3.102107323232324,433.4598712121212,0.8254570707070704,320.99257196969694,-86.56677020202022,48.06866287878788,3305.90363989096,201.2658480721396,3100.5563144834023
-0.04913932918751293,-0.21245210180398436,3.1173573232323233,433.972273989899,0.827165404040404,320.53453030303024,-86.48367297979799,48.20374621212121,3306.841705765789,201.83048723957464,3099.551651665196
0.2534518603590761,-0.07724618324442416,3.128523989898989,434.59228787878783,0.8284987373737375,319.91022474747473,-86.45258964646466,48.23320454545454,3308.083367916403,201.9536327152938,3098.2049965659717
0.22750136845122426,-0.10274606681741558,3.1332638888888886,434.88759722222227,0.8290694444444443,319.59955555555547,-86.44511111111109,48.267069444444445,3308.683366547308,202.09517477352708,3097.5369176667105
