ExtCondensTurbineOP.steam_flow_in,ExtCondensTurbineOP.steam_pressure_in,ExtCondensTurbineOP.steam_temperature_in,ExtCondensTurbineOP.steam_flow_side,ExtCondensTurbineOP.steam_pressure_side,ExtCondensTurbineOP.steam_temperature_side,ExtCondensTurbineOP.steam_pressure_out,ExtCondensTurbineOP.steam_temperature_out,ExtCondensTurbineOP.electricity_generation
82.26166667,3.3725,434.2491667,36.92083333,0.76,307.5516667,-87.90416667,46.18833333,10.78416667
82.47333333,3.380833333,434.3225,36.4925,0.760833333,307.62,-87.87916667,46.15083333,10.805
82.40083333,3.390833333,434.6691667,36.62083333,0.764166667,308.1225,-87.80666667,46.345,10.81833333
82.40818182,3.394545455,435.1036364,36.13181818,0.768181818,308.5881818,-87.75272727,46.39454545,10.86727273
82.45416667,3.394166667,435.8241667,35.76666667,0.77,309.1975,-87.70166667,46.39166667,10.93166667
82.51166667,3.406666667,436.4875,35.80916667,0.77,309.7308333,-87.66083333,46.50833333,10.96333333
82.60333333,3.4225,437.2158333,36.00333333,0.77,310.1541667,-87.61916667,46.51,10.95
82.28083333,3.4475,438.0908333,35.51,0.770833333,310.4408333,-87.6025,46.60416667,10.93916667
82.935,3.468333333,438.6491667,35.1525,0.771666667,310.8258333,-87.55416667,46.57583333,11.09833333
84.26833333,3.4675,439.1108333,35.19333333,0.77,310.9758333,-87.47166667,46.66583333,11.46583333
86.54181818,3.444545455,439.2181818,35.54454545,0.767272727,311.5445455,-87.38636364,46.75636364,11.87636364
88.16,3.386666667,438.7816667,37.35833333,0.769166667,315.69,-87.30916667,46.96916667,11.94416667
89.43833333,3.321666667,437.7291667,37.62833333,0.7725,318.0783333,-87.2525,47.29166667,12.03166667
86.0225,3.3125,436.2958333,34.7675,0.764166667,318.3266667,-87.2125,47.595,11.71166667
85.43,3.305833333,434.9341667,34.9525,0.7625,315.3208333,-87.19833333,47.88916667,11.53416667
86.11666667,3.270833333,434.1408333,35.05583333,0.766666667,315.0225,-87.15583333,47.87166667,11.59
85.19583333,3.2675,433.5,34.89416667,0.761666667,314.4083333,-87.12666667,47.955,11.46
86.065,3.235833333,432.9775,35.14416667,0.766666667,314.605,-87.0825,47.98083333,11.53333333
84.79083333,3.250833333,432.645,34.26083333,0.760833333,313.8258333,-87.06333333,48.045,11.39333333
84.36166667,3.2375,432.3833333,35.00583333,0.759166667,313.5958333,-87.04083333,47.98583333,11.27916667
84.6375,3.245833333,432.3916667,36.12416667,0.756666667,312.9183333,-87.15166667,47.925,11.16416667
84.59833333,3.264166667,432.6275,36.66916667,0.755,313.9491667,-87.18666667,47.76916667,11.1525
84.19583333,3.283333333,432.9858333,37.00333333,0.751666667,314.2108333,-87.30583333,47.72083333,11.0625
86.1875,3.27,433.4466667,38.72166667,0.7575,314.5266667,-87.38916667,47.54666667,11.18083333
85.34333333,3.27,433.7225,38.43583333,0.748333333,316.9791667,-87.34,47.54416667,11.18416667
86.59083333,3.255,433.9208333,40.13583333,0.7475,317.9441667,-87.34666667,47.44666667,11.2
85.30083333,3.258333333,433.8741667,39.6325,0.739166667,318.4708333,-87.47166667,47.37083333,11.06416667
84.8225,3.256666667,433.8616667,40.06916667,0.736666667,318.315,-87.61,47.26416667,10.93333333
85.21166667,3.29,434.005,42.51,0.733333333,317.6991667,-87.93166667,47.16916667,10.6975
87.22833333,3.314166667,434.2991667,45.66333333,0.750833333,318.9216667,-88.18833333,47.05416667,10.62666667
86.39666667,3.365,434.8258333,44.69333333,0.750833333,317.9733333,-88.26833333,46.7775,10.62083333
86.76083333,3.38,435.5958333,44.73916667,0.754166667,317.3933333,-88.27916667,46.61166667,10.65
86.22583333,3.385833333,436.3033333,44.67333333,0.753333333,316.5258333,-88.35583333,46.385,10.59416667
86.41,3.363333333,436.6533333,44.94416667,0.755833333,317.26,-88.35416667,46.29166667,10.565
85.33333333,3.365833333,436.625,44.17916667,0.751666667,317.255,-88.43,46.05583333,10.47083333
83.7425,3.365833333,436.5033333,42.6825,0.748333333,316.0008333,-88.48833333,46.03166667,10.35583333
81.00909091,3.318181818,436.15,38.14181818,0.745454545,313.5027273,-88.48909091,45.89272727,10.36545455
80.37166667,3.311666667,435.2408333,36.6625,0.74,312.3633333,-88.39333333,45.92083333,10.39666667
80.21363636,3.316363636,434.6363636,35.76090909,0.745454545,311.71,-88.33727273,45.85545455,10.47181818
80.10583333,3.34,434.6725,35.7525,0.744166667,311.1425,-88.2875,45.93416667,10.49
80.67666667,3.320833333,434.9683333,35.21583333,0.744166667,310.5891667,-88.22166667,46.01083333,10.67833333
78.8425,3.3375,435.0375,33.2325,0.739166667,310.0208333,-88.17,46.0125,10.5175
78.08545455,3.357272727,435.0609091,32.47363636,0.74,309.9709091,-88.13545455,46.08818182,10.45818182
78.02416667,3.379166667,435.4508333,31.50166667,0.738333333,309.5466667,-88.06166667,46.09083333,10.58916667
78.42833333,3.388333333,435.8233333,31.08583333,0.7425,309.3875,-88.00666667,46.25666667,10.71833333
77.805,3.405833333,436.1641667,29.62,0.741666667,309.1025,-87.94333333,46.35666667,10.7175
80.0775,3.399166667,436.3066667,30.49833333,0.75,308.845,-87.8775,46.51,11.11083333
80.06333333,3.3575,436.1125,29.83333333,0.749166667,308.4283333,-87.81666667,46.64416667,11.17666667
78.86333333,3.350833333,435.4366667,28.94416667,0.745833333,308.2108333,-87.7675,46.88333333,11.00416667
79.555,3.325,434.5283333,29.695,0.748333333,308.09,-87.72916667,47.065,11.0775
78.3075,3.335833333,433.8508333,29.12,0.745,307.7875,-87.6975,47.14583333,10.88583333
79.29833333,3.305833333,433.355,29.54,0.746666667,307.6941667,-87.65166667,47.165,11.0225
79.15416667,3.29,433.255,29.465,0.746666667,307.3983333,-87.61166667,47.225,11.02166667
79.01416667,3.283333333,433.2883333,28.81333333,0.75,307.3358333,-87.54916667,47.20416667,11.03333333
77.8625,3.299166667,433.4825,27.79166667,0.75,307.4266667,-87.51583333,47.30833333,10.89416667
77.63333333,3.335,433.8866667,27.63,0.75,308.1116667,-87.4775,47.34083333,10.90916667
77.92083333,3.335,434.55,27.2975,0.749166667,307.77,-87.42166667,47.27083333,10.95583333
77.9375,3.3375,434.9666667,27.92916667,0.75,308.0316667,-87.39333333,47.415,10.91416667
78.64833333,3.328333333,435.2058333,28.09916667,0.75,307.5566667,-87.33833333,47.39416667,11.05
76.79083333,3.3825,435.1283333,26.67583333,0.750833333,308.2666667,-87.315,47.4475,10.8075
77.895,3.389166667,435.3216667,26.4975,0.755833333,309.0291667,-87.2475,47.39166667,11.06
75.5075,3.398333333,435.4233333,24.18333333,0.75,309.265,-87.205,47.33166667,10.89083333
80.69083333,3.3925,435.7291667,27.99583333,0.764166667,309.7466667,-87.14166667,47.50833333,11.56416667
79.41083333,3.353333333,435.68,25.50083333,0.764166667,309.4016667,-87.08833333,47.65333333,11.51083333
78.95333333,3.395,435.1016667,25.53,0.7625,310.2825,-87.04416667,47.77583333,11.41666667
78.26833333,3.3975,435.0116667,24.24916667,0.765,310.6166667,-87.00583333,47.89916667,11.39916667
80.24916667,3.361666667,435.0491667,25.41416667,0.771666667,310.9175,-86.94916667,47.99416667,11.72416667
80.01166667,3.339166667,434.95,25.14416667,0.77,310.4375,-86.90833333,48.11333333,11.7125
79.6575,3.325833333,434.6058333,25.38083333,0.766666667,310.02,-86.88,48.17416667,11.605
79.45916667,3.31,434.0333333,24.92416667,0.768333333,309.725,-86.85,48.3,11.61833333
78.975,3.289166667,433.6175,24.41333333,0.765,309.4575,-86.80166667,48.37583333,11.535
79.28,3.281666667,433.1825,24.59083333,0.7675,309.4258333,-86.76666667,48.3275,11.545
79.10583333,3.271666667,432.9966667,24.19666667,0.77,309.3383333,-86.72333333,48.41833333,11.55
78.7925,3.264166667,432.5591667,23.8225,0.77,309.1658333,-86.67833333,48.3575,11.52833333
78.355,3.289166667,432.44,23.06083333,0.77,309.4075,-86.64333333,48.41333333,11.465
78.415,3.291666667,432.6583333,22.775,0.7725,309.7558333,-86.59833333,48.405,11.52
78.85833333,3.320833333,433.0691667,22.79416667,0.776666667,309.8791667,-86.54666667,48.44083333,11.62416667
77.27416667,3.3525,433.3183333,21.2875,0.774166667,310.53,-86.51583333,48.52666667,11.43833333
76.28083333,3.350833333,433.3225,19.96166667,0.7775,311.6758333,-86.485,48.525,11.35916667
75.82666667,3.364166667,433.2958333,19.40583333,0.778333333,312.31,-86.45333333,48.54166667,11.33166667
75.25166667,3.3625,433.0491667,18.7525,0.778333333,312.6758333,-86.41083333,48.5375,11.28
74.75,3.3975,433.2666667,18.45166667,0.7775,313.0933333,-86.37916667,48.5575,11.23
74.59583333,3.416666667,433.6633333,18.295,0.776666667,313.1641667,-86.34,48.55166667,11.2125
75.62,3.410833333,434.17,19.58916667,0.778333333,313.1733333,-86.31,48.5825,11.31166667
74.905,3.403333333,434.7733333,19.02416667,0.775,312.98,-86.27416667,48.53083333,11.235
75.40333333,3.3775,434.8458333,19.34083333,0.775,312.9775,-86.23916667,48.54916667,11.26416667
74.86666667,3.371666667,434.66,19.25166667,0.77,313.0625,-86.305,48.5875,11.175
76.02916667,3.329166667,434.7933333,20.10166667,0.770833333,312.8191667,-86.30666667,48.5875,11.28916667
75.51166667,3.308333333,434.8508333,19.315,0.770833333,312.5025,-86.29666667,48.5875,11.22
74.625,3.306666667,434.8416667,19.13916667,0.77,312.5616667,-86.36833333,48.53416667,11.11916667
74.68166667,3.299166667,434.9291667,18.83666667,0.77,312.5925,-86.36666667,48.51916667,11.11416667
74.7525,3.283333333,435.0283333,19.19583333,0.769166667,312.4816667,-86.41416667,48.46583333,11.10333333
75.54,3.255833333,434.8608333,20.66,0.766666667,312.0591667,-86.43666667,48.49666667,11.15833333
76.1425,3.229166667,434.215,21.4025,0.765833333,311.1175,-86.45916667,48.3775,11.18833333
76.19916667,3.2275,433.3058333,22.8175,0.76,310.4025,-86.5925,48.34916667,11.06666667
75.13333333,3.216666667,432.5483333,21.98666667,0.756666667,309.1583333,-86.6375,48.295,10.93
71.25333333,3.275,431.9141667,20.29333333,0.749166667,309.7541667,-87.0575,48.17416667,10.2825
71.10166667,3.298333333,431.8333333,21.0925,0.750833333,309.8541667,-87.19416667,48.09416667,10.17916667
71.92833333,3.310833333,432.115,21.40666667,0.753333333,309.42,-87.23333333,47.79,10.28583333
72.365,3.326666667,432.465,20.96666667,0.755,309.055,-87.175,47.675,10.39666667
70.25833333,3.353333333,432.7808333,18.8875,0.751666667,308.7833333,-87.16166667,47.60916667,10.2025
70.69166667,3.376666667,433.0525,19.07416667,0.755833333,308.7025,-87.18416667,47.56083333,10.27083333
70.93916667,3.371666667,433.4925,19.7875,0.7525,309.3266667,-87.13666667,47.45,10.30166667
72.08333333,3.346666667,433.9058333,21.14083333,0.751666667,310.2108333,-87.155,47.52,10.40166667
71.15333333,3.34,434.2508333,20.30916667,0.750833333,311.2508333,-87.18833333,47.34833333,10.29583333
71.82833333,3.329166667,434.3641667,20.7175,0.753333333,312.32,-87.1625,47.4325,10.41333333
71.45666667,3.309166667,434.3691667,20.25666667,0.753333333,313.15,-87.145,47.26,10.39916667
71.87363636,3.326363636,434.4245455,22.11181818,0.747272727,313.5427273,-87.18545455,47.29090909,10.35727273
73.4925,3.330833333,434.56,24.445,0.746666667,313.1825,-87.27666667,47.27166667,10.4425
74.0875,3.3325,434.6275,25.65416667,0.7475,313.0725,-87.395,47.25,10.42833333
73.93666667,3.3275,434.3758333,24.335,0.749166667,312.8516667,-87.32916667,47.19666667,10.50333333
72.29,3.368333333,433.8933333,22.2525,0.7525,313.1008333,-87.27,47.19333333,10.40666667
71.66083333,3.410833333,433.5641667,21.15083333,0.753333333,313.235,-87.22666667,47.09083333,10.41333333
72.54083333,3.415833333,433.665,21.24166667,0.759166667,313.4916667,-87.16166667,47.11333333,10.58916667
73.49083333,3.445,433.8991667,22.2975,0.756666667,313.5508333,-87.11916667,47.11333333,10.69083333
75.2325,3.424166667,434.1225,23.79083333,0.756666667,313.69,-87.07583333,47.265,10.88666667
75.99833333,3.411666667,434.0866667,24.015,0.756666667,313.6908333,-87.02083333,47.30666667,11.01166667
75.19833333,3.420833333,433.8883333,23.63,0.759166667,314.4533333,-86.97916667,47.3675,10.95666667
75.4925,3.428333333,433.7525,23.29916667,0.759166667,315.2625,-86.93666667,47.37416667,11.03333333
74.76916667,3.435,433.8975,23.34,0.755,316.0691667,-86.91416667,47.51833333,10.90333333
78.42818182,3.400909091,434.0872727,26.27,0.760909091,316.0818182,-86.89545455,47.48181818,11.39181818
78.765,3.37,434.2691667,26.30583333,0.76,315.565,-86.8425,47.51083333,11.47166667
77.57583333,3.365,434.3208333,25.69583333,0.755833333,315.1541667,-86.805,47.57,11.26583333
79.22583333,3.313333333,434.51,27.00166667,0.76,314.4525,-86.76083333,47.62666667,11.4875
78.99833333,3.2975,434.5425,26.70083333,0.759166667,313.495,-86.72083333,47.655,11.43583333
78.63583333,3.279166667,434.25,26.71416667,0.76,313.0641667,-86.74,47.825,11.39666667
78.57583333,3.246666667,433.5716667,26.6275,0.755,312.095,-86.69833333,47.78083333,11.36666667
78.43916667,3.230833333,432.8716667,26.995,0.75,311.2733333,-86.7175,47.73,11.28416667
77.23363636,3.224545455,432.18,26.03727273,0.749090909,310.5281818,-86.78636364,47.69818182,11.08090909
72.46,3.2675,431.8533333,24.48166667,0.739166667,310.8483333,-87.205,47.5625,10.27083333
73.29083333,3.256666667,431.4958333,25.95083333,0.740833333,311.6533333,-87.51833333,47.63166667,10.18083333
72.78416667,3.2825,431.5783333,25.42583333,0.7425,311.7991667,-87.64583333,47.43083333,10.08083333
73.35,3.275,431.9025,25.24583333,0.743333333,311.785,-87.6075,47.23916667,10.24083333
75.175,3.259166667,432.1116667,26.72916667,0.75,311.6133333,-87.54166667,47.09333333,10.41833333
73.37636364,3.269090909,432.0345455,24.73454545,0.744545455,311.5609091,-87.48545455,47.06454545,10.30818182
73.865,3.2475,431.655,25.32833333,0.746666667,311.4808333,-87.46166667,46.91083333,10.35833333
74.19083333,3.235833333,431.2275,25.96916667,0.7425,311.0883333,-87.44833333,46.92333333,10.35166667
74.98083333,3.190833333,430.62,27.02,0.738333333,310.2616667,-87.45,46.84166667,10.44083333
71.11333333,3.208333333,430.0308333,25.63916667,0.735833333,310.3816667,-87.79416667,46.8975,9.745833333
67.96833333,3.295833333,429.8125,24.37,0.724166667,310.3933333,-88.14416667,46.83666667,9.35
70.57333333,3.2875,430.5066667,27.56,0.738333333,309.8866667,-88.31166667,46.60916667,9.405
69.40166667,3.3325,431.54,27.0825,0.731666667,310.2391667,-88.39083333,46.32833333,9.2975
70.25,3.334166667,432.4041667,28.085,0.733333333,310.65,-88.42166667,46.2175,9.355833333
70.1175,3.350833333,433.0825,28.3425,0.734166667,310.5558333,-88.49083333,45.96083333,9.313333333
70.87833333,3.333333333,433.4433333,28.44,0.736666667,311.2908333,-88.4275,45.91,9.425
70.70916667,3.355833333,433.4075,28.28416667,0.73,311.245,-88.4375,45.6275,9.438333333
75.19416667,3.321666667,433.2475,30.02416667,0.739166667,310.7991667,-88.355,45.73083333,10.09666667
78.06916667,3.281666667,433.0475,29.30833333,0.7475,309.9216667,-88.24833333,45.67416667,10.82
77.29333333,3.274166667,432.505,27.35083333,0.7475,308.8858333,-88.16,45.97083333,10.8625
76.56583333,3.291666667,431.6858333,26.63,0.75,309.1358333,-88.11,46.23416667,10.745
76.9,3.285,431.1283333,26.49083333,0.75,309.05,-88.0525,46.61333333,10.84083333
76.31,3.299166667,430.7766667,25.43583333,0.750833333,309.155,-88.00166667,46.68583333,10.80083333
75.44666667,3.300833333,430.6483333,24.41083333,0.750833333,309.3416667,-87.94333333,46.90083333,10.7325
74.7675,3.284166667,430.3691667,23.37833333,0.751666667,309.81,-87.8925,46.8225,10.6925
75.06090909,3.271818182,430.0981818,23.26454545,0.753636364,309.91,-87.83818182,47.15818182,10.74090909
74.12583333,3.279166667,429.9158333,22.73416667,0.750833333,309.8116667,-87.79833333,47.1425,10.59666667
75.52083333,3.269166667,430.0116667,23.93833333,0.7525,309.5525,-87.75333333,47.33,10.785
75.44181818,3.299090909,430.5754545,25.19818182,0.749090909,309.2127273,-87.71272727,47.21636364,10.66636364
77.9175,3.2725,431.3083333,27.10083333,0.75,308.3825,-87.6625,47.30416667,10.96083333
76.64666667,3.286666667,432.0775,26.21416667,0.745,308.0533333,-87.62333333,47.24416667,10.82833333
77.51,3.3025,432.7958333,27.855,0.745833333,308.5933333,-87.58583333,47.37166667,10.825
79.09833333,3.255833333,433.2691667,28.4175,0.75,308.3458333,-87.52583333,47.19,11.14916667
78.55,3.225833333,433.0341667,27.53833333,0.75,308.6358333,-87.4575,47.2875,11.20333333
78.27583333,3.211666667,432.3541667,27.91666667,0.743333333,309.0866667,-87.4125,47.25,11.14
78.40916667,3.216666667,431.8091667,28.77083333,0.74,309.3958333,-87.39,47.41083333,11.04416667
77.885,3.200833333,431.4808333,28.7425,0.74,309.8466667,-87.36,47.29083333,10.96583333
77.63416667,3.19,431.2066667,28.35166667,0.74,310.5325,-87.32,47.32916667,10.94416667
77.3225,3.18,430.9975,28.1525,0.74,311.165,-87.2825,47.20166667,10.97166667
77.75666667,3.198333333,430.9475,28.87583333,0.74,311.615,-87.24333333,47.25833333,10.97916667
75.11583333,3.208333333,431.2591667,27.42416667,0.736666667,312.5925,-87.34083333,47.14166667,10.53416667
74.39833333,3.26,431.735,28.105,0.738333333,314.3516667,-87.64583333,47.0925,10.26583333
73.22666667,3.3175,432.5016667,27.83166667,0.736666667,315.7516667,-87.81166667,47.0075,10.05416667
73.58333333,3.301666667,433.4466667,28.24583333,0.74,316.9075,-87.885,46.93916667,10.0925
74.60916667,3.306666667,434.3083333,29.5775,0.736666667,317.4625,-87.83,46.73583333,10.235
74.30583333,3.314166667,434.6575,29.71333333,0.730833333,317.5266667,-87.91416667,46.58083333,10.16416667
75.20416667,3.2975,434.765,30.39416667,0.736666667,317.2925,-87.87166667,46.44666667,10.28333333
75.00416667,3.305833333,434.4558333,30.47833333,0.7325,316.9441667,-87.92083333,46.3975,10.1625
75.54916667,3.3,434.1625,31.14333333,0.734166667,315.9,-87.92083333,46.36916667,10.22083333
75.82083333,3.295833333,433.8258333,31.69333333,0.731666667,315.005,-87.9825,46.3275,10.17916667
75.57666667,3.2875,433.4808333,31.93833333,0.731666667,314.0458333,-88.01666667,46.2275,10.11583333
76.53166667,3.2825,433.2533333,32.34416667,0.731666667,313.3775,-88.0425,46.28916667,10.17416667
76.57416667,3.260833333,432.9991667,32.3125,0.7325,312.4875,-88.0125,46.14916667,10.18333333
76.62916667,3.233333333,432.7941667,32.0675,0.735,311.6633333,-87.98166667,46.14083333,10.25
75.9325,3.2275,432.6691667,30.69916667,0.734166667,311.07,-87.91833333,46.05666667,10.22333333
75.255,3.250833333,432.7541667,29.855,0.735,311.0383333,-87.9175,46.14666667,10.06
74.825,3.2575,433.2991667,29,0.735833333,311.06,-87.8925,46.1125,10.085
74.05666667,3.271666667,433.9483333,28.2325,0.739166667,311.2508333,-87.86916667,46.23666667,10.025
74.79416667,3.27,434.5283333,28.60666667,0.7375,311.3308333,-87.78916667,46.12,10.17
75.13666667,3.268333333,435.0241667,29.29666667,0.735,311.5183333,-87.77916667,46.2425,10.195
74.66166667,3.271666667,435.2616667,29.09583333,0.734166667,311.5825,-87.825,46.3025,10.085
74.99,3.27,435.2675,29.0625,0.735,311.5783333,-87.82666667,46.30583333,10.1775
74.34333333,3.285833333,434.9716667,29.19833333,0.738333333,311.8891667,-87.865,46.30166667,10.06
73.51833333,3.29,434.6433333,28.52916667,0.738333333,312.175,-87.915,46.2375,9.9525
76.0675,3.264166667,434.3316667,29.4,0.74,312.0366667,-87.85,46.2975,10.41166667
74.54333333,3.285,433.8891667,28.02166667,0.735833333,311.3941667,-87.795,46.2875,10.22916667
74.11666667,3.31,433.4458333,28.10166667,0.74,311.4883333,-87.76333333,46.41166667,10.1025
73.64666667,3.328333333,433.3533333,27.57333333,0.740833333,311.6316667,-87.74416667,46.31083333,10.07916667
76.5275,3.305833333,433.4125,28.0525,0.748333333,311.2708333,-87.655,46.4225,10.5825
77.005,3.281666667,433.3475,27.2725,0.746666667,310.13,-87.5725,46.41666667,10.78833333
76.845,3.263333333,433.0308333,26.52333333,0.748333333,309.6258333,-87.52666667,46.58333333,10.795
76.71,3.248333333,432.6,26.39416667,0.7475,309.2833333,-87.475,46.7875,10.79166667
74.60833333,3.275,432.4616667,25.27666667,0.745833333,309.6191667,-87.46333333,46.98666667,10.45333333
76.37333333,3.233333333,432.7116667,25.32666667,0.75,309.9191667,-87.40166667,46.94916667,10.805
74.71833333,3.246666667,433.1541667,23.90083333,0.75,310.0408333,-87.36,47.14083333,10.6125
74.42083333,3.260833333,433.5141667,23.91,0.75,310.7558333,-87.32083333,47.0925,10.53916667
74.59583333,3.2475,434.0408333,24.27416667,0.750833333,311.1333333,-87.28416667,47.31416667,10.60416667
73.91416667,3.275,434.515,24.01416667,0.75,311.2508333,-87.245,47.1625,10.48416667
74.22,3.269166667,434.7941667,23.50583333,0.751666667,311.65,-87.20583333,47.23833333,10.575
73.0275,3.283333333,434.8308333,22.52166667,0.750833333,311.925,-87.15916667,47.15083333,10.47416667
74.0775,3.281666667,434.755,22.68666667,0.754166667,312.0383333,-87.11166667,47.1425,10.66083333
73.23916667,3.3,434.6908333,21.66583333,0.754166667,311.5591667,-87.0575,47.1775,10.60833333
73.25,3.335833333,434.5733333,22.14666667,0.753333333,311.5758333,-87.04666667,47.33583333,10.56333333
74.35083333,3.3175,434.5333333,22.43,0.755833333,311.0633333,-86.9675,47.42916667,10.72916667
73.97272727,3.343636364,434.4027273,21.94909091,0.755454545,310.8236364,-86.93545455,47.43727273,10.70272727
73.30666667,3.368333333,434.2458333,21.495,0.7575,310.735,-86.90166667,47.40583333,10.63083333
73.01083333,3.390833333,434.215,21.8575,0.753333333,310.7725,-86.91833333,47.49166667,10.58833333
73.67,3.409166667,434.4291667,22.62416667,0.7525,310.7916667,-86.9975,47.48,10.60166667
74.15083333,3.401666667,434.8325,23.00333333,0.753333333,310.9166667,-86.98166667,47.4975,10.65916667
73.68666667,3.41,435.2141667,23.07083333,0.751666667,311.2208333,-87.065,47.45416667,10.57083333
73.52909091,3.412727273,435.6181818,22.51272727,0.751818182,311.6027273,-87.07454545,47.49272727,10.54454545
74.36833333,3.4025,436.0166667,22.35416667,0.76,312.1491667,-87.00833333,47.42666667,10.75
74.0225,3.403333333,436.6858333,21.42833333,0.76,312.69,-86.95416667,47.44416667,10.78
74.36,3.3975,437.1691667,21.3275,0.760833333,313.245,-86.90083333,47.37083333,10.875
74.39,3.371666667,437.3083333,20.83083333,0.763333333,313.5316667,-86.84083333,47.49166667,10.95416667
73.02166667,3.384166667,437.2216667,19.79583333,0.76,313.8983333,-86.8025,47.645,10.80416667
72.74,3.3925,437.11,20.05333333,0.76,314.0991667,-86.78,47.7525,10.74833333
73.9775,3.3725,436.9491667,20.52666667,0.7625,314.0583333,-86.7375,47.79,10.91916667
72.7525,3.386666667,435.895,19.8825,0.76,314.0375,-86.72833333,47.81416667,10.76916667
73.4125,3.361666667,433.6658333,20.36333333,0.760833333,314.1325,-86.7225,47.83666667,10.84583333
73.43666667,3.353333333,431.0675,20.19166667,0.760833333,314.1275,-86.685,47.80416667,10.85166667
73.0525,3.353333333,428.7275,19.86333333,0.759166667,314.1075,-86.71583333,47.81666667,10.7625
74.25083333,3.316666667,426.9125,20.89333333,0.76,313.9133333,-86.75916667,47.7925,10.87416667
73.46666667,3.299166667,425.7325,20.12666667,0.76,313.8366667,-86.73416667,47.7575,10.79416667
73.21416667,3.286666667,424.8008333,20.03333333,0.76,314.22,-86.71666667,47.80083333,10.79583333
72.51916667,3.2975,423.9983333,19.53416667,0.759166667,315.0266667,-86.81833333,47.78333333,10.70916667
72.92416667,3.285833333,423.3525,19.92416667,0.7575,315.4991667,-86.77916667,47.75416667,10.79666667
74.93583333,3.266666667,422.8441667,22.185,0.759166667,315.5375,-86.8075,47.725,10.99166667
73.195,3.279166667,422.5458333,20.44833333,0.759166667,315.5158333,-86.77916667,47.79166667,10.79166667
73.70916667,3.275,422.4758333,20.68916667,0.76,315.8533333,-86.73833333,47.65333333,10.88666667
72.93083333,3.2875,422.6825,19.65416667,0.76,316.2233333,-86.7175,47.73416667,10.80916667
72.59166667,3.283333333,423.125,19.535,0.76,316.755,-86.76,47.68416667,10.75
72.89166667,3.295833333,423.69,19.6775,0.76,317.2275,-86.77083333,47.7675,10.77666667
74.19,3.279166667,424.3825,21.1525,0.76,317.59,-86.77583333,47.65583333,10.96833333
73.41833333,3.281666667,424.9358333,21.20166667,0.754166667,317.6891667,-86.7875,47.645,10.82416667
75.25083333,3.244166667,425.1633333,23.02916667,0.7575,318.0541667,-86.8125,47.67,11.02666667
74.715,3.243333333,424.9433333,23.30333333,0.7525,317.685,-86.80916667,47.63166667,10.94
74.94666667,3.210833333,424.3075,23.46416667,0.75,317.7125,-86.8825,47.71916667,10.9675
75.20166667,3.21,423.2825,24.4325,0.75,316.9933333,-86.9175,47.59666667,10.905
75.285,3.2025,422.4008333,25.115,0.75,316.79,-87.0325,47.54,10.82333333
74.52416667,3.194166667,421.6841667,24.1475,0.748333333,316.2583333,-87.0375,47.54333333,10.755
71.6625,3.22,421.1983333,22.50666667,0.745833333,316.9275,-87.275,47.4975,10.30083333
67.56333333,3.281666667,421.2791667,20.70833333,0.7375,317.0791667,-87.70833333,47.5,9.6425
67.52833333,3.319166667,422.2833333,22.1975,0.74,316.9158333,-88.0375,47.245,9.52
68.64583333,3.3025,423.6266667,23.20333333,0.740833333,317.0941667,-88.10916667,46.92166667,9.571666667
68.56166667,3.305833333,424.4008333,22.76,0.739166667,317.5333333,-88.0875,46.77666667,9.62
68.77416667,3.3225,425.535,24.07833333,0.738333333,318.085,-88.04,46.565,9.6225
68.62833333,3.32,426.2283333,23.92,0.736666667,318.5716667,-88.11166667,46.34333333,9.543333333
68.59083333,3.321666667,426.8366667,24.11333333,0.739166667,318.815,-88.1725,46.29416667,9.535833333
69.095,3.324166667,427.3516667,24.01333333,0.741666667,319.5458333,-88.12416667,46.19833333,9.6525
70.54583333,3.315833333,427.7508333,23.47916667,0.746666667,320.1908333,-88.02583333,46.07166667,10.00166667
68.53333333,3.349166667,428.1283333,20.54333333,0.745,320.3091667,-87.96333333,46.1125,9.924166667
68.67416667,3.378333333,428.5116667,20.77833333,0.75,319.4825,-87.91333333,46.19666667,9.9425
67.94916667,3.3875,428.905,18.97916667,0.75,318.7808333,-87.8425,46.28083333,10.01416667
69.755,3.375,428.7858333,19.15,0.758333333,318.1708333,-87.76583333,46.36833333,10.28833333
70.36833333,3.3575,428.0108333,18.78666667,0.759166667,318.0408333,-87.6875,46.3825,10.4575
69.245,3.3975,426.9341667,17.35,0.7575,317.26,-87.64583333,46.56833333,10.34166667
70.0625,3.389166667,426.1625,17.65416667,0.76,316.2341667,-87.6025,46.805,10.46416667
69.70083333,3.425,425.7191667,17.77416667,0.758333333,315.1691667,-87.5575,46.88083333,10.4125
69.6725,3.425833333,425.4275,17.55583333,0.759166667,314.5775,-87.5125,47.07666667,10.38416667
70.00583333,3.448333333,425.2383333,18.5825,0.76,313.7908333,-87.47583333,47.08833333,10.39416667
70.7825,3.445833333,425.1258333,18.8375,0.759166667,313.65,-87.42666667,47.17,10.4825
70.41,3.4225,424.9341667,17.79416667,0.759166667,314.1308333,-87.38666667,47.06166667,10.49583333
69.55416667,3.438333333,424.4841667,17.8175,0.756666667,313.9491667,-87.3625,47.21083333,10.35583333
70.04272727,3.413636364,424.3709091,17.48,0.76,314.2872727,-87.30363636,47.2,10.43272727
