eturb_m1_steam_flow_in,eturb_m2_steam_flow_in,boiler_m1_outlet_steam_flow,boiler_m3_outlet_steam_flow,steampipeline_p1_hp_steam_pressure
85.42416667,87.61416667,80.24166667,80.325,2.928333333
84.4975,88.20916667,80.15833333,80.94166667,2.895833333
80.30833333,89.22416667,78.55,79.45,2.905
82.435,87.45666667,78.61666667,79.36666667,2.914166667
78.93666667,88.715,77.2,78.03333333,2.948333333
78.67,89.07333333,77.36666667,78.24166667,2.954166667
81.76083333,90.27833333,79.65833333,79.975,2.941666667
79.72833333,89.23583333,78.25,78.38333333,2.976666667
80.91166667,91.44916667,80.33333333,79.875,2.945833333
78.87833333,89.42916667,78.18333333,77.25,3.008333333
82.68166667,91.18166667,81.28333333,80.1,2.961666667
81.8525,91.19416667,80.90833333,79.58333333,2.968333333
80.96416667,93.10916667,81.48333333,80.10833333,2.948333333
81.19666667,92.5375,81.3,79.96666667,2.943333333
77.36583333,91.72,79.04166667,77.68333333,2.9725
77.5225,91.795,78.5,77.80833333,2.990909091
76.7075,91.3975,77.65833333,77.075,3.015
81.13,96.23,82.2,81.9,2.929166667
80.80416667,96.56583333,82.50833333,82.375,2.883333333
80.44833333,96.72333333,82.35,82.56666667,2.859166667
78.07,95.215,80.29166667,80.65833333,2.885833333
79.31333333,96.02333333,81.59166667,81.61666667,2.865
77.295,95.0675,79.99166667,80.16666667,2.894166667
78.45666667,95.235,80.65,80.69166667,2.89
78.975,95.89583333,81.55,81.48333333,2.870833333
78.03666667,95.52833333,80.41666667,81.21666667,2.875
78.58166667,95.53166667,80.64166667,81.93333333,2.863333333
77.4275,94.9025,79.43333333,80.93333333,2.880833333
78.44083333,94.6825,79.71666667,81.29166667,2.884166667
80.05916667,96.2575,81.48333333,83.45,2.830833333
77.27,95.15,79.00833333,81.7,2.86
77.675,95.29166667,79.39166667,82.44166667,2.841666667
76.79333333,94.97166667,78.40833333,81.63636364,2.856666667
78.43,95.3225,79.69166667,82.43333333,2.840833333
78.7075,96.48916667,81.00833333,83.08333333,2.798333333
77.615,96.00416667,80.60833333,82.05833333,2.7975
76.15333333,96.01583333,80.24166667,80.88333333,2.811666667
77.43,96.87,81.65833333,81.71666667,2.794166667
76.90833333,96.8225,81.4,81.06666667,2.803333333
75.6725,95.285,80.00833333,79.44166667,2.8475
79.20916667,96.0175,82.46666667,81.08333333,2.840833333
78.29666667,95.53583333,82.06666667,80.26666667,2.853333333
79.66916667,95.56333333,83.13333333,80.375,2.859166667
78.925,94.97083333,82.73333333,79.475,2.884166667
78.98,94.43083333,82.28333333,78.95833333,2.9225
80.325,95.04583333,83.23333333,79.94166667,2.902727273
79.89916667,94.83,81.96666667,80.1,2.911666667
79.5425,94.97166667,81.55833333,81.03333333,2.880833333
78.7625,94.11416667,80.61666667,80.14166667,2.904166667
78.64,93.91666667,80.69166667,79.74166667,2.91
81.41166667,94.80166667,82.55833333,81.125,2.896666667
79.40333333,95.125,81.99166667,80.175,2.895
79.525,94.60083333,81.96666667,79.86666667,2.904545455
76.01166667,92.86,78.975,76.99166667,2.975833333
80.27083333,93.94666667,81.325,79.50833333,2.965
79.61583333,94.035,80.875,79.36,2.962727273
79.0075,93.75916667,79.78333333,79.725,2.966363636
79.97666667,94.44916667,79.91666667,81.425,2.930833333
77.3875,93.39363636,77.61666667,80.04166667,2.955
76.04333333,92.88833333,77.13333333,79.45833333,2.956666667
81.56333333,94.03083333,80.55,82.175,2.9025
83.1275,95.88583333,83.20833333,84.00833333,2.838333333
82.06416667,95.3325,82.98333333,83.45,2.801666667
78.5075,93.98,80.8,80.74166667,2.8275
79.4525,94.12416667,81.60833333,81.1,2.82
78.31583333,93.82666667,80.925,80.26666667,2.826666667
78.33833333,93.3425,80.75833333,79.94166667,2.83
78.555,93.6375,81.01666667,80.43333333,2.828333333
80.38833333,94.37666667,81.90833333,81.95833333,2.809166667
80.29916667,95.42,82.39166667,82.84166667,2.775833333
79.56916667,95.16583333,81.5,82.54166667,2.778333333
78.235,94.52166667,80.50833333,82.08333333,2.779166667
79.53583333,95.36,81.20833333,83.3,2.761818182
77.68583333,95.51666667,80.15,82.75833333,2.765
77.16833333,95.2075,79.5,82.525,2.769166667
76.60666667,95.01,78.725,82.10833333,2.789166667
77.80166667,96.12166667,80.075,83.7,2.751666667
75.91583333,94.90416667,78.45,81.81666667,2.783333333
78.66083333,95.35583333,80.275,83.19166667,2.76
78.20666667,95.23916667,80.18333333,82.90833333,2.7625
79.49916667,96.155,81.49090909,83.90909091,2.741666667
80.0975,96.22,82.31666667,84.30833333,2.73
78.40666667,95.7475,81.18333333,82.66666667,2.76
78.35916667,95.07166667,80.825,82.20833333,2.783636364
79.0625,95.35818182,81.14166667,82.30833333,2.796666667
80.22416667,95.73833333,82.21666667,82.95,2.785454545
79.50583333,95.5025,82.21666667,82.19166667,2.7925
79.74416667,95.90166667,82.8,82.26666667,2.780909091
78.22,96.20166667,82.18333333,81.03333333,2.799166667
79.12833333,96.485,83.39166667,81.48333333,2.7825
78.30916667,96.33666667,83.38333333,80.625,2.785833333
76.50166667,95.08416667,82.18333333,78.90833333,2.810833333
77.91583333,96.33333333,83.575,79.76666667,2.800833333
78.14583333,96.08333333,83.825,79.90833333,2.791818182
76.5375,95.18166667,82.29166667,78.55833333,2.821666667
78.59333333,96.81416667,84.05833333,80.59166667,2.7875
76.87333333,96.00416667,82.5,79.40833333,2.8175
78.07083333,96.175,82.925,80.33333333,2.805833333
78.20666667,96.42083333,82.93333333,80.63333333,2.804166667
77.57166667,96.0925,82.36666667,80.54166667,2.805833333
79.26083333,96.26083333,83.075,81.675,2.794166667
77.49166667,96.51583333,82.1,81.1,2.798181818
76.735,95.51583333,80.94166667,80.175,2.823636364
78.91333333,97.0325,82.81666667,82.25833333,2.79
76.79833333,95.785,80.7,80.7,2.818333333
79.4375,96.46916667,82.30833333,82.74166667,2.783333333
79.8975,96.74916667,82.35,83.58333333,2.759166667
77.95416667,96.95333333,81.5,83.025,2.7525
77.71583333,96.0725,80.425,82.57272727,2.763333333
78.32833333,97.57333333,81.54166667,84,2.719166667
78.34166667,93.85083333,79.53333333,82.69166667,2.7375
79.05083333,92.505,79.175,82.24166667,2.756
78.16666667,90.56916667,77.89166667,80.35,2.798181818
80.3975,91.615,79.76666667,81.8,2.788333333
75.245,90.68166667,76.53333333,78.325,2.864545455
71.17833333,90.78,73.84166667,75.34166667,2.972727273
69.82583333,92.71,74.2,74.98333333,3.0275
76.12333333,92.3,77.35,77.28333333,3.025454545
80.55666667,92.82833333,80.4,79.74166667,2.97
79.70916667,93.81416667,80.6,79.83333333,2.954166667
79.8325,93.12181818,80.4,79.81666667,2.941
79.84666667,93.575,80.60833333,80.21666667,2.923333333
80.06166667,94.70333333,81.41666667,80.9,2.895833333
80.01666667,96.54416667,82.40833333,82.375,2.841666667
79.48,96.3425,82.25,82.34166667,2.806666667
79.8325,96.89916667,82.65,83.13333333,2.774166667
79.08083333,96.95833333,82.4,83.2,2.750833333
79.365,96.76916667,82.55833333,83.18333333,2.732727273
78.95583333,96.98666667,82.375,83.29166667,2.725833333
77.9875,97.30083333,81.91666667,82.90833333,2.725
77.8025,96.6425,81.55833333,82.425,2.7325
78.30166667,95.67833333,81.51666667,82.13333333,2.751666667
77.72416667,93.60083333,80.20833333,80.40833333,2.795
78.67,93.38083333,80.59166667,80.65833333,2.815
78.36166667,94.06166667,80.64166667,80.425,2.841666667
79.70166667,94.16916667,81.35833333,81.10833333,2.839166667
81.36,95.26916667,82.975,82.48333333,2.814166667
81.68,96.05333333,83.66666667,83.41666667,2.781666667
81.535,95.85083333,83.375,83.55,2.77
81.295,95.265,83.15,83.325,2.7575
80.5525,93.935,82.24166667,82.41666667,2.759166667
80.87083333,93.8925,82.05,82.65,2.754166667
80.46,92.81333333,81.28333333,82.14166667,2.758333333
80.40166667,92.61333333,80.925,82,2.759166667
80.105,91.68333333,80.38333333,81.65833333,2.7625
79.81583333,94.32833333,81.41666667,82.45833333,2.743333333
80.15666667,95.98818182,82.23333333,84.03333333,2.710833333
78.0075,95.86916667,80.91666667,82.99166667,2.721666667
78.68916667,94.29166667,80.675,82.50833333,2.73
78.22,90.815,78.63333333,80.76666667,2.766666667
78.715,89.94666667,78.29166667,80.33333333,2.8
79.9875,90.29083333,78.875,81.01666667,2.811666667
79.59083333,90.24583333,78.75833333,80.30833333,2.8425
79.83333333,89.24833333,78.325,79.75,2.870833333
80.30166667,90.085,79.04166667,79.85,2.886666667
81.235,90.43916667,79.91666667,80.35833333,2.885
81.675,90.1775,80.1,81.1,2.883333333
81.025,90.49416667,80.2,80.88333333,2.88
81.9825,90.67,80.95,81.41818182,2.859166667
80.90916667,89.8075,79.775,80.43333333,2.876666667
81.03,88.94333333,79.275,80.125,2.886666667
80.95166667,90.26333333,79.675,80.75833333,2.874166667
81.48833333,89.76416667,79.69166667,81.13333333,2.863333333
81.09333333,89.10083333,78.80833333,80.875,2.870833333
80.6475,89.02583333,78.75,80.63333333,2.87
81.36,88.4825,78.26666667,80.76363636,2.88
81.72333333,89.84166667,79.25833333,82.00833333,2.855
82.50916667,90.56416667,79.96666667,82.90833333,2.8375
81.57166667,89.83,78.99166667,82.30833333,2.843333333
81.71666667,90.9325,79.68333333,83.05833333,2.824166667
81.80916667,89.77416667,79.11666667,82.625,2.825
81.6,88.96833333,78.79166667,82.225,2.833
80.94166667,87.63083333,77.65833333,80.9,2.864166667
81.56416667,88.4425,78.35,81.575,2.858333333
81.60583333,89.42416667,78.9,82.025,2.85
81.97416667,88.54666667,78.44166667,81.85833333,2.853333333
81.39416667,88.26333333,77.91666667,81.66666667,2.855
81.55583333,87.2725,77.375,81.28333333,2.870833333
81.58666667,89.33333333,78.24166667,82.51666667,2.840833333
80.8725,88.98666667,77.49166667,82.34166667,2.834545455
81.42333333,89.59666667,78,83.125,2.815
81.11333333,89.15583333,77.93333333,82.93636364,2.804166667
81.5975,89.68333333,78.75,83,2.801666667
80.815,89.25666667,78.4,82.19166667,2.814166667
81.26166667,88.72833333,78.525,81.675,2.8375
81.31916667,88.29833333,78.725,80.625,2.865833333
81.495,91.64,80.85833333,81.875,2.849166667
81.3025,90.71166667,80.71666667,80.775,2.866666667
80.83166667,91.24333333,81.41666667,80.1,2.871666667
77.20416667,90.66416667,79.075,77.58333333,2.94
74.4,91.4425,77.575,76.18333333,2.998333333
73.635,89.58416667,75.71666667,74.55833333,3.069166667
74.91333333,87.70166667,76.3,75.375,3.093333333
73.95916667,79.78916667,74.7,74.64166667,3.138333333
74.84583333,80.12833333,74.96666667,76.21666667,3.149166667
78.13416667,83.31583333,75.85,78.05833333,3.134545455
83.05,90.98083333,78.85833333,81.45833333,3.056
83.1625,90.41,78.80833333,82.34166667,2.99
82.91666667,90.70454545,78.63333333,83.48333333,2.9225
81.67166667,90.835,78.125,84.25,2.866363636
81.25583333,90.915,77.9,84.81666667,2.8075
80.32333333,90.31583333,77.25833333,84.9,2.770833333
80.0125,90.20666667,76.975,85.225,2.736666667
77.43916667,88.66833333,75.28333333,82.84166667,2.755833333
73.11166667,87.86666667,73.225,78.83333333,2.8425
74.02416667,87.99166667,74.31666667,77.65,2.900833333
74.02583333,89.67333333,75.5,77.50833333,2.9425
77.78833333,90.65166667,78.25833333,79.025,2.9425
77.91583333,89.74,78.1,78.3,2.964166667
79.015,90.89833333,79.34166667,79.30833333,2.96
77.16916667,88.395,76.80833333,77.18333333,3.014166667
79.43666667,91.67416667,79.2,79.58333333,2.989166667
78.45583333,91.98583333,79.025,79.40833333,2.984166667
79.16833333,92.49416667,79.775,79.76363636,2.966666667
78.56583333,90.7325,78.4,78.70833333,2.979166667
80.0975,90.28833333,79.19166667,79.25,2.9725
80.94833333,91.65083333,80.66666667,80.49166667,2.927272727
80.04083333,90.73166667,79.59166667,79.85,2.925833333
80.30333333,91.4425,80.18333333,80.62727273,2.894166667
80.7775,92.70272727,80.86666667,81.50909091,2.864166667
80.38583333,92.09166667,80.5,81.56,2.841666667
80.09583333,92.66416667,80.60833333,81.84166667,2.824166667
79.72416667,92.385,80.18333333,81.74166667,2.819166667
79.45583333,91.4475,79.55833333,81.24166667,2.823636364
79.76333333,92.07833333,80.29166667,81.65,2.811666667
80.0375,92.40666667,80.40833333,81.96666667,2.814166667
79.87166667,92.86166667,80.85833333,82,2.801666667
79.86083333,92.0825,80.59166667,81.575,2.814545455
80.33,94.07833333,82,82.73333333,2.785833333
79.96333333,92.76083333,81.3,81.89166667,2.799166667
79.90166667,91.985,81.00833333,81.15833333,2.811666667
80.435,93.58666667,82.19166667,82.26666667,2.791666667
79.7225,91.80666667,80.98333333,80.925,2.810833333
80.21583333,93.18666667,82.06666667,81.75833333,2.79
79.66333333,91.70916667,81.30833333,80.59166667,2.811666667
80.73916667,93.295,82.96666667,81.525,2.790833333
79.76833333,92.33,81.79166667,80.63333333,2.805833333
80.74833333,93.16666667,82.7,81.75833333,2.787272727
79.65583333,92.08083333,81.81666667,80.475,2.798333333
79.98083333,92.0675,81.875,80.55,2.8025
80.05833333,93.41833333,82.50833333,81.36666667,2.7875
79.45416667,91.62916667,81.23333333,80.46666667,2.801666667
79.76666667,92.4725,81.675,80.74166667,2.799166667
79.60166667,92.31583333,81.56666667,80.85,2.8
79.8275,93.27333333,82.05,81.4,2.788333333
79.52,91.70583333,81.04166667,80.5,2.8075
79.68083333,93.405,82.25833333,81.475,2.792727273
78.99083333,92.8475,81.55833333,80.8,2.803333333
79.18833333,92.9225,81.40833333,81.06666667,2.8
79.385,92.7,81.59166667,81.2,2.794166667
79.18416667,93.285,81.73333333,81.525,2.781666667
79.34666667,93.44666667,81.61666667,81.98333333,2.771666667
78.95166667,92.43583333,80.99166667,81.525,2.765
78.81166667,92.18416667,80.60833333,81.4,2.771666667
79.5475,93.63666667,81.61666667,82.59166667,2.745
78.93916667,94.17083333,81.825,82.51666667,2.73
78.92916667,94.09916667,81.90833333,82.74166667,2.7175
78.57583333,88.90583333,78.875,79.91666667,2.78
78.655,88.37666667,78.4,79.675,2.800833333
78.71166667,89.32,78.85,80.1,2.816666667
78.9425,89.69333333,79.20833333,80.13333333,2.8275
78.82333333,89.1125,78.39166667,79.83333333,2.8575
78.9925,89.46166667,78.5,79.84166667,2.866666667
79.30916667,89.3325,78.83333333,79.58181818,2.876666667
79.73166667,90.54166667,79.71666667,80.39166667,2.8625
79.3075,90.36583333,79.65833333,80.075,2.865
79.92166667,89.40666667,79.29166667,79.9,2.875454545
79.42916667,89.495,79.00833333,79.56666667,2.881818182
79.54333333,89.69583333,79.13333333,79.75833333,2.875833333
79.90916667,90.2575,79.56666667,80.39166667,2.865833333
79.30083333,89.235,78.59166667,79.825,2.876666667
79.37833333,88.51083333,77.83333333,79.7,2.89
80.16,90.83416667,79.15,81.23333333,2.866666667
79.18416667,90.58666667,78.45,80.95833333,2.865833333
79.42416667,89.15,77.36666667,80.425,2.885
80.06833333,90.70333333,78.54166667,81.74166667,2.865
79.5225,90.49583333,78.325,81.30833333,2.866666667
79.75666667,90.68416667,78.85833333,81.39166667,2.860833333
79.64666667,90.65666667,78.79166667,81.18333333,2.86
79.3375,89.15916667,78.3,79.84166667,2.878333333
79.55916667,90.36666667,79.05833333,80.575,2.8675
79.77333333,89.57833333,78.79166667,80.18333333,2.878181818
79.25833333,90.42333333,78.88333333,80.30833333,2.876666667
79.075,88.61,77.61666667,79.475,2.9
79.54416667,89.435,78.08333333,80.225,2.900833333
79.4225,88.86416667,77.525,80.175,2.9025
80.26333333,89.11416667,78.21666667,80.575,2.895833333
79.6325,90.74416667,78.60833333,80.98333333,2.881666667
79.02916667,89.85333333,77.76666667,80.4,2.8925
79.88166667,91.47272727,78.76666667,81.7,2.873333333
79.05583333,90.94916667,78.28333333,81.33333333,2.873333333
79.55916667,92.06333333,79.09166667,81.98333333,2.855833333
79.325,91.10333333,78.7,81.28333333,2.861666667
79.24333333,93.14,79.9,82.175,2.83
78.55416667,95.3075,80.75,82.85833333,2.800909091
78.43083333,95.26583333,81.01666667,82.875,2.7825
78.61666667,96.09,81.85833333,83.375,2.755
78.62333333,95.1975,81.70833333,83.09166667,2.744545455
78.92333333,94.40333333,81.525,82.60833333,2.753333333
78.71666667,95.0325,82.05,82.86666667,2.74
78.79666667,94.14083333,81.70833333,82.175,2.751666667
79.15083333,94.64916667,81.98333333,82.85,2.7475
78.8225,94.00583333,81.46666667,82.325,2.760833333
79.3525,95.83666667,82.43333333,83.675,2.743333333
79.00916667,94.17583333,81.4,82.88333333,2.754166667
79.83416667,93.04416667,81.2,82.6,2.77
79.39666667,93.48,81.26666667,82.45,2.775
79.8625,93.23416667,81.50833333,82.33333333,2.78
79.35583333,90.58083333,79.89166667,80.59166667,2.8175
80.07833333,91.56666667,80.81666667,81.20833333,2.82
79.61333333,91.45416667,80.375,80.68333333,2.830833333
80.22833333,91.83666667,80.86666667,81.06666667,2.826666667
79.63,90.84,80.26666667,80.5,2.841666667
79.855,91.2625,80.28333333,80.625,2.839090909
79.91416667,91.3875,80.225,80.90833333,2.844166667
80.01166667,91.5225,80.1,81.23333333,2.8425
79.98333333,92.33416667,80.35,81.80833333,2.8375
80.22083333,92.1725,80.40833333,81.925,2.835
80.03666667,92.6725,80.525,82.35833333,2.825833333
80.35833333,92.2425,80.39166667,82.22727273,2.8225
80.3575,93.72166667,81.375,82.975,2.801666667
80.35416667,93.78083333,81.59166667,83,2.789166667
79.84083333,92.75666667,81.05,82.06666667,2.795454545
80.16583333,93.17333333,81.65,82.43333333,2.785833333
79.8275,92.48583333,81.125,81.79166667,2.793333333
80.15916667,92.50583333,81.35,81.76666667,2.7925
79.93916667,91.97083333,80.84166667,81.80833333,2.790833333
80.12916667,91.71,80.525,81.78333333,2.795
79.69833333,91.8875,80.5,81.89166667,2.795
80.12916667,92.06416667,80.46666667,82.2,2.7975
80.41,92.24363636,80.49166667,82.575,2.794166667
80.34666667,92.3325,80.60833333,82.625,2.788333333
80.615,92.69583333,80.93333333,82.96666667,2.7825
80.57,94.00333333,81.9,83.43333333,2.765833333
79.81666667,94.615,81.875,83.325,2.757272727
79.91666667,95.16416667,82.46666667,83.66666667,2.7425
79.62,93.42,81.78333333,82.5,2.752727273
79.99666667,92.91666667,81.88333333,82.14166667,2.758333333
80.16833333,92.90333333,82.28333333,82.03333333,2.755454545
79.67833333,93.21583333,82.13333333,82.08333333,2.746666667
79.6375,92.6625,81.95,81.89166667,2.744166667
79.76583333,92.51416667,81.5,82.175,2.744166667
80.02,92.60083333,81.48333333,82.65,2.736363636
79.77166667,93.82583333,81.83333333,83.19166667,2.722727273
78.96583333,93.19416667,80.775,82.51666667,2.740833333
81.33083333,93.51,82.46666667,84.13333333,2.709166667
80.9675,94.69166667,83.175,84.70833333,2.680833333
80.50083333,92.735,82.01666667,83.39166667,2.700833333
80.94083333,90.66833333,81.35,82.55,2.7175
81.03333333,90.95,81.55,82.46666667,2.725833333
81.42666667,90.23583333,81.84166667,82.1,2.733333333
81.195,89.12333333,80.925,81.175,2.7575
81.82333333,90.00083333,81.675,81.64166667,2.761666667
81.93083333,88.76833333,81.31666667,81.225,2.770833333
81.53416667,88.48916667,80.975,80.24166667,2.798333333
82.6425,88.8175,81.71666667,80.7,2.803636364
83.20583333,89.8,82.75,81.46666667,2.7875
83.36666667,88.83416667,82.05833333,81.225,2.800833333
83.59,89.10833333,81.86666667,81.55833333,2.8075
83.58,89.8775,82.075,82.175,2.8075
83.84416667,88.6325,81.20833333,81.7,2.826666667
83.99166667,89.575,81.84166667,82.13333333,2.823333333
84.41,88.675,81.34166667,82.075,2.835833333
84.66666667,88.50916667,81.14166667,82.2,2.8425
84.62583333,89.02166667,81.325,82.425,2.835833333
84.53166667,88.19083333,80.76666667,82.34166667,2.838333333
84.55416667,88.55333333,80.55,82.69166667,2.836666667
84.68666667,87.76916667,80.3,82.4,2.844166667
84.51916667,89.1025,80.79166667,82.86666667,2.835833333
84.70916667,88.43454545,80.50833333,82.75,2.840833333
84.9325,88.545,80.43333333,82.70833333,2.85
84.985,89.035,80.68333333,83.03333333,2.850833333
85.24666667,87.84,79.90833333,82.73333333,2.864545455
85.715,87.70916667,79.66666667,83.05,2.87
86.34083333,88.275,80.30833333,83.89166667,2.860833333
85.65666667,87.38333333,79.40833333,83.36666667,2.870833333
85.92833333,87.44583333,79.15833333,83.49166667,2.876666667
85.9625,88.35,79.65833333,84.26666667,2.865833333
85.77583333,87.34666667,78.875,83.70833333,2.877272727
86.07166667,87.68166667,79.20833333,83.925,2.874166667
85.8825,87.03083333,78.8,83.34166667,2.88
86.13583333,87.725,79.20833333,83.91666667,2.874166667
87.3825,87.57916667,79.98333333,84.65,2.8525
87.47583333,86.90545455,79.80833333,84.28333333,2.850833333
87.53416667,86.46333333,79.73333333,84.09166667,2.849166667
88.2175,87.12416667,80.20833333,84.66666667,2.8525
87.58916667,86.51416667,79.54166667,84.20833333,2.866666667
88.02,87.32166667,79.99166667,84.44166667,2.871666667
87.86833333,85.9575,79.175,83.71666667,2.893333333
87.92583333,86.07416667,78.925,83.875,2.9125
88.0825,86.445,79.25833333,83.875,2.92
88.19666667,87.86,80.23333333,84.53333333,2.915833333
88.24666667,87.93916667,80.51666667,84.55,2.908333333
88.36833333,88.78333333,80.86666667,84.99166667,2.9
87.94416667,88.50333333,80.88333333,84.71666667,2.890909091
87.535,88.62,80.98333333,84.525,2.882727273
87.82916667,90.99166667,82.39166667,85.73333333,2.849166667
87.48333333,90.23083333,82.13333333,85.34166667,2.835
87.52416667,90.46083333,81.925,85.775,2.8175
87.53,91.12083333,82.49166667,86.59166667,2.784166667
87.09916667,89.78833333,81.39166667,85.74545455,2.786666667
86.76416667,89.23916667,80.68333333,85.675,2.795
87.07416667,90.46333333,81.30833333,86.35,2.7875
86.75583333,90.28583333,80.825,86.38333333,2.7875
87.11583333,90.29166667,81.00833333,86.74166667,2.779166667
86.64083333,88.22583333,79.725,85.63333333,2.803333333
87.16166667,89.64,80.66666667,86.53333333,2.796666667
87.34666667,88.60833333,80.43333333,85.925,2.8075
85.7125,88.05833333,79.55833333,84.39166667,2.84
84.1525,88.365,78.9,83.36666667,2.873333333
81.25333333,88.14333333,76.91666667,81.325,2.936666667
82.09416667,88.075,77.01666667,81.275,2.97
82.0475,89.13416667,77.6,81.56666667,2.985833333
81.59416667,88.40416667,76.84166667,80.69166667,3.014166667
82.13666667,88.48916667,77.04166667,80.75,3.0275
82.25166667,88.6425,77.03333333,81.00833333,3.029166667
81.99416667,88.92083333,77.025,80.825,3.030833333
81.8925,88.67416667,76.74166667,80.85833333,3.03
82.29666667,88.4,76.74166667,81.075,3.02
82.71,90.41083333,78.325,82.4,2.981666667
81.65416667,89.58083333,77.30833333,81.90833333,2.981666667
82.11333333,89.59333333,77.29166667,82.13333333,2.965
82.31166667,89.53916667,77.525,82.325,2.963636364
82.38083333,90.28,78.15,82.70833333,2.943333333
82.06916667,90.0575,77.975,82.55,2.938333333
82.025,88.34083333,77.10833333,81.81666667,2.959166667
82.23083333,89.9025,77.825,82.35,2.955
82.7775,90.34833333,78.51666667,82.88333333,2.941666667
82.51416667,90.10666667,78.56666667,82.56666667,2.953333333
82.78,89.205,77.78333333,81.98181818,2.970909091
82.55,91.68916667,79.28333333,83.09166667,2.9475
82.82583333,90.24333333,78.925,82.27272727,2.953333333
82.69833333,89.56,78.54166667,81.94166667,2.9675
83.14416667,90.76833333,79.61666667,82.475,2.950909091
82.9325,90.90416667,79.48333333,82.41666667,2.949166667
83.4875,91.16083333,79.89166667,82.94166667,2.935
82.7575,91.04416667,79.64166667,82.76666667,2.925
82.95416667,90.94416667,79.38333333,82.93333333,2.92
82.98916667,90.94,79.26666667,83.15833333,2.910909091
83.4025,92.09583333,79.86666667,84.01666667,2.9
82.9375,92.12083333,79.50833333,83.98333333,2.895833333
82.90833333,91.73916667,79.3,84.10833333,2.893636364
83.175,92.3,79.7,84.5,2.888333333
83.01583333,91.72833333,79.30833333,84.19166667,2.888333333
82.79916667,91.26416667,79.25,83.675,2.8975
82.94833333,90.72833333,78.93333333,83.39166667,2.910833333
83.06,91.0625,79.23333333,83.15,2.92
83.6275,91.65166667,80.14166667,83.575,2.912727273
83.08166667,92.3525,80.5,83.71666667,2.898181818
83.1275,91.32666667,80.175,82.91818182,2.910833333
85.45166667,92.09583333,82.2,84.36666667,2.874166667
85.0375,93.05545455,82.375,84.83636364,2.8575
84.87333333,92.38166667,81.94166667,84.625,2.844545455
84.54833333,92.5125,81.88333333,84.65833333,2.834166667
84.7425,90.65727273,80.94166667,84.13333333,2.845833333
84.8375,91.21333333,80.90833333,84.54166667,2.846666667
84.69916667,91.10545455,80.81666667,84.66363636,2.841666667
84.8425,90.60583333,80.2,84.66363636,2.849166667
85.2475,88.2475,79.2,83.79166667,2.863333333
85.8875,86.70166667,78.60833333,83.10833333,2.895833333
85.41333333,86.3275,78.14166667,82.525,2.920833333
85.21416667,87.09416667,78.40833333,82.56363636,2.940833333
84.06666667,87.30083333,77.93333333,81.325,2.973333333
84.63833333,92.83666667,81.5,84.14166667,2.923333333
84.17916667,92.345,81.2,83.575,2.919090909
84.7025,93.51666667,82.5,84.375,2.894166667
84.03083333,92.055,81.4,83.19166667,2.912727273
84.27166667,92.54833333,81.85833333,83.7,2.899090909
82.165,90.91416667,79.88333333,81.71666667,2.940909091
82.06,91.13083333,79.75833333,81.45,2.959166667
83.59666667,91.38166667,80.60833333,82.225,2.953333333
83.57833333,90.69583333,79.95833333,82.00833333,2.961666667
83.60166667,90.64916667,79.63333333,82.1,2.973333333
84.08166667,92.13666667,80.79166667,83.31666667,2.945
83.42,90.83166667,79.49166667,82.33333333,2.968181818
83.54,91.25583333,80.09166667,82.84166667,2.955
83.33083333,90.645,79.675,82.09166667,2.964166667
83.82083333,91.25083333,80.00833333,82.725,2.96
83.29333333,90.59666667,79.48333333,82.40833333,2.959166667
83.25333333,90.38833333,79.21666667,82.03333333,2.969166667
83.5225,91.085,79.825,82.74166667,2.951666667
82.61166667,89.625,78.60833333,81.7,2.969166667
83.625,91.03666667,79.65,82.83333333,2.958333333
82.55666667,89.45833333,78.26666667,81.76666667,2.973333333
83.14666667,90.24583333,78.675,82.25,2.97
83.5375,90.8975,78.975,83.18333333,2.958333333
82.48,89.35166667,77.65833333,82.025,2.975
83.23083333,90.2875,78.425,82.86666667,2.970833333
82.6575,89.47916667,77.71666667,82.33636364,2.975833333
83.195,90.49166667,78.11666667,83.225,2.9675
82.8925,89.32,77.35833333,82.36666667,2.9875
83.11833333,90.56166667,78.29166667,83.03333333,2.974166667
82.41416667,89.22916667,77.2,81.83333333,2.996666667
83.01,89.85,77.81666667,82.09166667,3.004166667
83.13416667,89.75083333,78.15833333,81.83333333,3.005833333
82.49,88.60416667,77.18333333,80.975,3.034166667
83.66833333,89.58416667,78.175,81.81666667,3.0325
82.25416667,88.225,76.60833333,80,3.075
83.10416667,89.05916667,77.65833333,80.50833333,3.081666667
82.66833333,83.12416667,76.95,79.85833333,3.1125
82.62,81.58,76.8,79.64166667,3.1375
82.99416667,77.8525,76.69166667,79.85833333,3.1625
82.8925,78.3025,76.64166667,79.98333333,3.180833333
83.31666667,78.68416667,77.20833333,80.28333333,3.185833333
82.66083333,77.89333333,76.4,79.49166667,3.2275
83.65666667,78.7825,77.625,80.325,3.223333333
82.7875,77.88333333,77.06666667,79.44166667,3.2475
83.6175,78.70916667,77.64166667,80.175,3.243333333
83.8275,78.18083333,77.9,79.56666667,3.253333333
83.36333333,78.2375,77.66666667,79.39166667,3.2575
83.98583333,78.70666667,78.44166667,79.925,3.240833333
83.3775,78.15416667,78.06666667,79.08333333,3.2475
84.08166667,78.62333333,78.5,79.61666667,3.2375
