eturb_m1_steam_flow_in,eturb_m2_steam_flow_in,boiler_m1_outlet_steam_flow,boiler_m3_outlet_steam_flow,steampipeline_p1_hp_steam_pressure
80.03916667,82.5375,74.20833333,77.63636364,2.935
79.93916667,82.5125,74.19166667,77.36666667,2.944166667
80.33833333,83.50916667,75.35,77.925,2.928333333
78.98416667,82.63916667,74.075,76.45833333,2.951666667
79.655,82.60916667,74.5,76.81666667,2.946666667
79.4225,82.57666667,74.59166667,76.425,2.95
79.72083333,82.8925,74.675,76.89166667,2.95
80.09166667,82.7125,74.73333333,76.775,2.949166667
80.4025,83.26166667,75.35833333,77.44166667,2.933333333
80.75583333,83.2275,75.44166667,77.63333333,2.930833333
79.54166667,82.525,74.75,76.59166667,2.939166667
79.86083333,82.405,74.59166667,76.74166667,2.944166667
80.2425,83.10166667,75.14166667,77.30833333,2.935833333
79.49416667,82.55916667,74.06666667,76.94166667,2.953333333
79.24083333,82.89416667,74.01666667,77.125,2.96
78.83333333,82.84166667,73.85833333,76.50833333,2.98
79.55583333,83.05666667,74.575,76.58333333,2.9825
78.10833333,83.19916667,73.94166667,75.74166667,3.0025
78.76333333,83.20916667,74.66666667,75.66666667,3.01
79.59666667,83.36,75.06666667,76.225,3
79.09166667,83.28333333,74.9,75.59166667,3.017272727
79.96916667,83.215,75.43333333,75.85,3.01
79.60833333,83.1025,75.28333333,75.625,3.0125
80.645,83.38166667,75.75833333,76.45,2.9975
79.58666667,83.14666667,74.58333333,75.88333333,3.015
79.73916667,83.1375,74.49166667,76.5,3.012
80.18583333,83.11416667,74.475,76.59166667,3.009090909
79.49333333,83.23083333,74.11666667,76.25833333,3.024166667
79.26083333,83.31416667,73.94166667,76.275,3.028181818
79.50333333,83.4125,73.925,76.675,3.033333333
81.2725,83.515,74.98333333,77.45833333,3.01
79.5275,83.07833333,74.09166667,76.61666667,3.014545455
79.9425,83.17333333,74.60833333,76.59166667,3.0125
80.16333333,83.16916667,74.64166667,76.43333333,3.019166667
81.51833333,83.91583333,76.05833333,77.38333333,2.989166667
81.17666667,83.37833333,75.65833333,76.83333333,2.990833333
81.14166667,82.93916667,75.58333333,76.40833333,2.998333333
81.40083333,83.08,75.89166667,76.66666667,2.995454545
81.495,82.9225,75.825,76.79090909,2.993333333
82.47666667,84.47833333,76.86666667,78.05833333,2.966666667
81.83333333,83.94583333,76.275,77.925,2.955833333
81.52666667,83.83333333,75.95833333,77.775,2.955
82.1475,84.18666667,76.53333333,78.225,2.944166667
82.03166667,84.9,77.00833333,78.55833333,2.93
81.42333333,84.08833333,76.58333333,77.83333333,2.925833333
81.255,83.53,76.20833333,77.29166667,2.936666667
80.82416667,82.48833333,75.59166667,76.64545455,2.955833333
80.92833333,82.4575,75.5,76.44166667,2.970833333
81.70666667,84.42333333,77.075,77.29166667,2.952727273
80.99583333,83.395,76.64166667,76.50909091,2.958333333
80.655,82.7025,76.2,75.6,2.979090909
80.59166667,82.8675,76.2,75.36666667,2.99
81.11916667,83.13416667,76.43333333,75.8,2.995833333
81.565,83.71416667,76.80833333,76.46666667,2.9875
81.11166667,83.61666667,76.3,76.325,2.999090909
81.395,83.89333333,76.58333333,76.69166667,2.993333333
80.3225,83.20333333,75.3,76.00833333,3.016363636
80.59916667,83.355,75.18333333,76.125,3.028181818
79.88916667,83.5525,74.69166667,76.225,3.04
80.40583333,83.583,74.8,76.43333333,3.04
79.505,83.69666667,74.68333333,75.80833333,3.0475
80.09416667,82.85083333,74.89166667,75.93333333,3.040833333
79.945,83.63727273,75.05833333,75.825,3.037272727
79.78416667,83.67416667,75.025,75.70833333,3.038333333
79.415,83.7775,74.78333333,75.73333333,3.0425
79.76333333,83.8825,74.86666667,75.58333333,3.049166667
80.465,83.7775,75.38333333,75.76666667,3.045
80.69583333,83.79416667,75.34166667,75.825,3.045
81.665,84.07833333,76.09166667,76.69166667,3.03
80.65166667,83.6725,75.35833333,76.10833333,3.043333333
80.64166667,83.7325,75.38333333,76.15,3.054166667
81.21666667,83.745,75.50833333,76.40833333,3.0525
81.42833333,83.77833333,75.84166667,76.45,3.056666667
81.4675,83.76,76.025,76.4,3.0525
81.5175,83.82333333,76.2,76.375,3.049166667
81.00916667,83.76,75.825,76.19166667,3.0525
80.05916667,83.92583333,75.575,75.51666667,3.05
80.30666667,83.855,75.79166667,75.425,3.043333333
79.43416667,83.73166667,75.19166667,75.04166667,3.043333333
79.8625,83.7125,75.26666667,75.41666667,3.0375
80.3125,83.85833333,75.51666667,75.45833333,3.026666667
79.0325,83.63583333,74.91666667,74.80833333,3.034166667
80.24333333,83.48083333,75.63333333,75.225,3.024166667
78.94333333,83.60833333,75.1,74.7,3.0375
79.43666667,83.66583333,75.3,74.86666667,3.043333333
79.08333333,83.64916667,75.325,74.625,3.051666667
79.8225,83.63666667,75.81666667,74.925,3.055
80.03833333,78.73166667,76.01666667,74.89166667,3.058333333
80.77583333,79.5525,76.14166667,75.55,3.05
81.15416667,82.05416667,76.53333333,76.025,3.038333333
80.35166667,79.50666667,75.925,75.58333333,3.0425
80.3375,80.9975,75.725,75.76666667,3.038333333
79.03,78.71166667,75.14166667,74.88333333,3.049166667
79.655,83.5825,75.5,75.18333333,3.043636364
80.32166667,83.43333333,75.975,75.525,3.026666667
79.69166667,83.375,75.45,75.16666667,3.025833333
79.21833333,83.39416667,75.21666667,75.05833333,3.0275
79.41416667,83.37083333,75.29166667,75.21818182,3.025833333
80.35416667,83.2475,75.40833333,75.71666667,3.013333333
80.93583333,83.60916667,75.98333333,76.20833333,2.998333333
81.24,84.53,76.65,77.075,2.973333333
80.96833333,83.2075,75.775,76.56666667,2.98
81.16833333,83.21583333,75.95,76.69166667,2.98
81.08416667,83.6425,76.2,76.78333333,2.980833333
80.62416667,82.82083333,75.75833333,76.08333333,2.998333333
80.36166667,83.21666667,75.7,76.11666667,3.004545455
80.0675,83.29583333,75.31666667,75.71666667,3.028181818
80.02666667,83.32333333,75.35833333,75.54166667,3.034
79.48333333,83.39,75.45833333,75.375,3.042222222
81.02083333,83.535,76.33333333,75.74166667,3.037272727
80.43916667,83.43416667,76.01666667,75.33333333,3.036666667
80.04083333,83.54166667,75.8,75.25,3.031666667
79.07083333,83.60333333,75.275,74.76666667,3.039090909
78.65333333,83.6125,74.9,74.775,3.045833333
79.37583333,83.64833333,75.00833333,75.09166667,3.043333333
79.58416667,83.59166667,75,75.40833333,3.036666667
79.86583333,83.6075,74.975,75.66666667,3.0325
78.635,83.63083333,74.41666667,75.15,3.038333333
78.72166667,83.57416667,74.325,75.00833333,3.0525
79.3775,83.61833333,74.8,75.36666667,3.0525
78.45083333,79.6825,74.75833333,74.78333333,3.060833333
79.3875,81.17666667,75.2,75.075,3.054166667
78.99083333,79.57166667,75.43333333,74.68333333,3.053333333
79.50833333,80.32083333,75.925,74.75,3.054166667
77.9925,76.445,75.11666667,73.95833333,3.069166667
78.25416667,74.75,75.20833333,73.79166667,3.071666667
78.83583333,76.43083333,75.75,74.025,3.066666667
78.28666667,77.27,75.38333333,73.89166667,3.068333333
78.82166667,79.63,75.55,74.24166667,3.065454545
79.9475,82.12333333,76.09166667,74.70833333,3.0525
78.04666667,78.00833333,74.96666667,73.93333333,3.063333333
78.58916667,80.43,75.14166667,74.34166667,3.061666667
80.185,82.70416667,75.7,75.275,3.041666667
79.18083333,83.5425,75.425,74.76666667,3.044166667
79.67416667,83.47583333,75.65833333,74.98333333,3.04
81.29666667,83.49166667,76.70833333,75.91666667,3.014545455
80.86666667,83.43666667,76.65,75.69166667,3.015833333
80.74833333,83.03916667,76.68333333,75.19166667,3.0125
81.35583333,82.89333333,77.025,75.26666667,3.006666667
82.18583333,83.91416667,78.38333333,76.025,2.978333333
81.85416667,84.86333333,78.75,76.36666667,2.950833333
80.90166667,83.12416667,77.63333333,75.28333333,2.955833333
81.63833333,83.78583333,78.15,75.95,2.945833333
81.2625,83.20583333,77.7,75.63333333,2.9425
81.12083333,83.41,77.6,75.86666667,2.936666667
80.855,82.96416667,77.28333333,75.6,2.9475
81.09416667,82.605,76.91666667,75.38333333,2.9575
81.305,83.77083333,77.73333333,76.09166667,2.945
81.15333333,83.81166667,77.64166667,76.34166667,2.935833333
81.17583333,83.14083333,77.25,75.94166667,2.945833333
80.36583333,82.59916667,76.93333333,74.99166667,2.959166667
80.42416667,82.64833333,77.04166667,74.73333333,2.965
80.63583333,82.73916667,77.39166667,74.89166667,2.960833333
80.34416667,82.59583333,77.14166667,74.63333333,2.965833333
80.56916667,83.07083333,77.58333333,75,2.959166667
80.34333333,83.0925,77.625,74.45,2.96
80.12333333,83.36333333,77.63333333,74.08333333,2.968333333
80.2925,82.89083333,77.45833333,73.89166667,2.978333333
79.77833333,83.15333333,77.31666667,73.56666667,2.991666667
79.63,83.3725,76.98333333,73.50833333,3.011666667
79.55833333,83.57666667,76.74166667,73.625,3.023333333
80.46666667,83.67583333,77.34166667,73.9,3.028333333
78.92333333,84.00833333,76.79166667,73.125,3.048333333
78.86166667,83.135,76.5,73.19166667,3.055833333
79.98666667,84.05916667,77.075,73.625,3.062
78.44583333,80.91166667,76.19166667,73.05454545,3.083333333
78.74416667,82.7075,76.225,73.15833333,3.080833333
77.19,75.22666667,75.13333333,72.60833333,3.096666667
78.5525,77.68333333,75.81666667,73.375,3.093333333
77.71583333,75.30416667,75.35833333,72.76666667,3.105833333
78.635,80.235,76.075,73.26666667,3.0925
77.70916667,76.79166667,75.60833333,72.81666667,3.0975
78.99583333,80.78166667,76.10833333,73.36666667,3.083
79.11583333,81.58083333,76.3,73.34166667,3.074166667
78.56583333,81.61916667,76.24166667,73.24166667,3.07
79.30583333,79.9975,76.58333333,73.45,3.077272727
78.81083333,77.70916667,76.50833333,73.03333333,3.088333333
78.7775,74.48583333,76.46666667,72.96666667,3.103333333
78.175,74.9325,76.11666667,72.96666667,3.115
77.95583333,75.19916667,76.00833333,72.66666667,3.129166667
78.16083333,75.50272727,76.175,72.93333333,3.144166667
78.42416667,75.57666667,76.4,73.01666667,3.146666667
79.785,75.56166667,77.05,73.48333333,3.139166667
78.25,75.80833333,76.59166667,72.775,3.156666667
79.775,75.5125,77.2,73.40909091,3.135833333
79.90333333,75.44583333,77.16666667,73.425,3.133333333
79.48666667,75.37416667,76.91666667,73.34166667,3.13
78.71166667,75.345,76.86666667,72.74166667,3.128333333
80.67333333,75.03666667,77.64166667,73.63333333,3.115
78.7325,75.24916667,76.51666667,73.01666667,3.125454545
79.55083333,75.09416667,76.80833333,73.525,3.119166667
79.8575,75.19083333,76.65,73.775,3.124166667
78.97083333,75.4825,76.125,73.56666667,3.14
78.5425,75.7,75.79166667,73.71666667,3.153333333
78.13833333,76.05,75.83333333,73.63333333,3.17
79.28083333,76.235,76.775,73.875,3.174166667
76.95166667,76.6,75.85833333,73.05833333,3.208333333
79.03,76.50583333,76.88333333,73.73333333,3.21
77.87583333,76.585,76.58333333,73.08333333,3.223333333
77.6875,76.66333333,76.825,72.86666667,3.23
77.15833333,76.4825,76.38333333,72.675,3.248333333
77.7875,76.68666667,76.86666667,72.925,3.241666667
77.4975,76.59916667,76.90833333,72.55833333,3.25
77.01416667,76.36,76.39166667,72.41666667,3.263333333
77.85416667,76.6875,76.59166667,73.28333333,3.2525
77.41166667,76.36083333,75.89166667,73.21666667,3.26
77.7775,76.47583333,75.63333333,73.85,3.245833333
79.225,76.69333333,75.90833333,74.94166667,3.220833333
78.38083333,76.54333333,75.05833333,74.85833333,3.206666667
77.825,76.085,74.51666667,74.625,3.200833333
79.30333333,76.085,75.13333333,75.1,3.18
78.07083333,75.98333333,74.675,74.50833333,3.170833333
78.75666667,75.57083333,74.95833333,74.525,3.150833333
77.885,75.51583333,74.53333333,74.00833333,3.1525
78.01,75.51166667,74.95833333,73.84166667,3.148333333
77.46333333,75.48916667,75.05,73.075,3.158333333
78.77833333,75.38333333,76.03333333,73.525,3.141666667
78.25333333,75.41833333,75.89166667,73.01666667,3.154166667
77.69416667,75.36083333,75.975,72.73333333,3.145
78.1175,75.425,76.14166667,72.84166667,3.15
78.93916667,75.315,76.5,73.25833333,3.135
78.72833333,75.3825,76.5,73.16666667,3.1375
78.41416667,75.45,76.39166667,72.89166667,3.143333333
79.19833333,75.42583333,76.54166667,73.59166667,3.136666667
78.69,75.4675,76.31666667,73.34166667,3.14
77.82583333,75.7025,76.09166667,72.925,3.1525
80.03666667,75.49416667,77.175,73.675,3.133333333
78.70583333,75.53833333,76.83333333,73.05,3.1375
78.4275,75.55,76.55,72.78333333,3.144166667
79.33333333,75.4625,77.03333333,73.1,3.14
77.98083333,75.5575,76.60833333,72.45833333,3.146363636
78.1175,75.69416667,76.58333333,72.55833333,3.155833333
77.95,75.70083333,76.51666667,72.73333333,3.1625
78.79833333,75.70166667,76.81666667,73.00833333,3.159166667
78.68083333,75.83416667,76.85833333,72.84166667,3.16
78.46583333,75.84916667,76.74166667,72.99166667,3.161666667
78.6475,75.94416667,76.81666667,73.01666667,3.163636364
78.75916667,75.96583333,77.00833333,73.04166667,3.163333333
78.1725,76.20833333,76.825,72.93333333,3.175
78.42666667,76.24416667,76.84166667,73.2,3.185833333
78.78666667,76.21583333,76.80833333,73.54166667,3.179166667
79.455,76.11083333,76.7,73.98181818,3.170833333
77.8125,76.155,75.89166667,73.45833333,3.175833333
78.94916667,75.95583333,76.175,74,3.1625
78.31583333,75.88583333,75.46666667,73.85833333,3.160909091
78.53083333,75.6525,75.51666667,73.90833333,3.153636364
78.92833333,75.52333333,75.45833333,74.16666667,3.1475
78.56166667,75.4875,75.10833333,74.15,3.149090909
78.09416667,75.575,74.8,73.99166667,3.154166667
77.90166667,75.6125,74.68333333,73.96666667,3.156666667
77.98916667,75.66,74.78333333,74.06666667,3.155
78.3575,75.7275,74.89166667,74.35833333,3.154166667
78.6,75.7925,75.3,74.21666667,3.155833333
77.3375,75.90333333,74.95833333,73.61666667,3.169
77.79583333,75.8725,75.35,73.61666667,3.162727273
79.34583333,75.70833333,76.04166667,74.29166667,3.153333333
76.96083333,76.24166667,75.33333333,73.14545455,3.176666667
78.99583333,75.815,76.36666667,73.81666667,3.151666667
76.16333333,75.91416667,74.99166667,72.63333333,3.178181818
78.025,75.80333333,75.875,73.29166667,3.165833333
75.38333333,75.61666667,74.325,72.13636364,3.1875
76.39416667,75.5325,74.75,72.48333333,3.189166667
75.65333333,75.38166667,74.11666667,72.21666667,3.210909091
75.93166667,75.17583333,74.04166667,72.50833333,3.21
75.615,75.01,73.80833333,72.43333333,3.242727273
75.54916667,74.72333333,73.44166667,72.24166667,3.2725
76.92916667,75.19916667,74.58333333,72.95833333,3.279166667
76.05,76.03666667,74.325,73.05,3.2975
76.15416667,75.26583333,74.00833333,72.70909091,3.33
77.45083333,76.43916667,75.54166667,73.54166667,3.3275
76.7325,75.6575,74.8,72.88333333,3.358333333
76.89083333,75.53333333,74.91666667,72.65833333,3.380833333
77.37833333,76.19833333,75.625,73.325,3.383333333
78.0475,76.69833333,75.83333333,74.05,3.371666667
78.27083333,77.46083333,76.03333333,74.875,3.333333333
77.6125,76.30583333,74.475,74.60833333,3.325
78.415,76.80333333,74.78333333,75.675,3.270909091
77.59833333,76.27916667,73.7,75.35833333,3.25
77.16416667,75.73,72.975,75.075,3.230833333
78.21166667,75.97,73.60833333,75.71666667,3.1875
77.54833333,75.6375,72.94166667,75.39166667,3.165
78.12916667,75.205,72.91666667,75.49166667,3.145833333
77.0825,74.91,72.525,75.19166667,3.133333333
77.3425,74.90666667,72.36666667,75.18333333,3.140833333
78.40166667,75.08666667,73.4,75.47272727,3.1325
77.20416667,75.29,73.49166667,74.63333333,3.139166667
77.96833333,75.47833333,74.1,74.61666667,3.145833333
78.27583333,75.675,74.95833333,74.3,3.149166667
77.2775,76.0225,74.89166667,73.76666667,3.165
77.15666667,75.75416667,75.04166667,73.15,3.191666667
77.795,75.93083333,75.39166667,73.4,3.2025
78.85916667,76.54083333,76.36666667,74.18333333,3.189166667
77.78,76.355,75.65833333,73.84166667,3.195
78.10083333,76.27166667,75.65833333,73.98333333,3.189090909
78.15,76.13636364,75.20833333,74.36666667,3.183333333
78.44166667,76.02666667,74.95833333,74.61666667,3.171666667
77.78,75.835,74.40833333,74.56666667,3.170833333
78.51833333,75.82583333,74.425,74.99166667,3.159
76.7625,75.67833333,73.375,74.475,3.171666667
77.615,75.8675,73.56666667,75.175,3.160833333
76.78666667,75.69083333,72.85,74.85,3.174166667
77.52333333,75.7675,73.7,74.94166667,3.1675
77.15166667,75.68166667,73.55,74.55833333,3.171666667
78.3225,75.63083333,74.3,74.975,3.153333333
78.31416667,75.72333333,74.26666667,74.94166667,3.153333333
77.66416667,75.865,74.34166667,74.55,3.160833333
77.94833333,75.72166667,74.59166667,74.55,3.160833333
78.16833333,75.975,74.80833333,74.48333333,3.165
78.0125,75.9675,74.74166667,74.58333333,3.164166667
78.7,75.83833333,74.75,74.85833333,3.17
77.68083333,75.99083333,74.5,74.5,3.17
79.37166667,75.71916667,75.21666667,75.04166667,3.149166667
78.6425,75.51166667,74.875,74.6,3.145
78.70083333,75.34666667,74.825,74.70833333,3.135
78.195,75.38166667,74.425,74.675,3.1325
78.345,75.345,74.525,74.58333333,3.129166667
77.99833333,75.36166667,74.45,74.48333333,3.1275
78.27,75.26,74.375,74.625,3.1275
78.31,75.225,74.38333333,74.65,3.121666667
76.02416667,75.52,73.41666667,73.825,3.1425
73.93166667,76.60666667,72.7,73.15,3.1875
74.64833333,76.865,73.35,73.675,3.202727273
76.01416667,77.23416667,74,74.31666667,3.211666667
79.21,76.80333333,75.16666667,75.81666667,3.19
79.5425,76.55,75.2,75.925,3.18
80.5125,76.41416667,75.45833333,76.45833333,3.17
81.235,76.21416667,75.73333333,76.675,3.161666667
85.72666667,75.53166667,77.63333333,78.59166667,3.099090909
87.23166667,82.62416667,78.54166667,79.61666667,3.034166667
84.1325,79.56666667,76.73333333,78.09166667,3.045833333
83.7775,83.37916667,76.7,78.08333333,3.026666667
83.09166667,83.6275,76.40833333,77.975,3.015
83.1875,84.035,76.66666667,78.41666667,2.995833333
81.64,84.6875,76.20833333,78.16666667,2.981666667
80.90416667,85.23916667,75.85,78.2,2.983333333
81.60666667,85.595,76.35,78.60909091,2.968333333
80.56833333,85.86166667,76.425,78.25,2.961666667
81.18416667,86.88,77.18333333,79.18333333,2.935833333
80.77666667,87.48666667,77.3,79.375,2.929166667
81.6475,86.6325,77.575,79.44166667,2.9225
81.275,86.71833333,77.575,79.04166667,2.928333333
81.265,86.91083333,77.93333333,78.85,2.939166667
84.81666667,87.71545455,80.56666667,80.95833333,2.8925
82.14583333,86.95833333,79.025,79.44166667,2.92
82.57833333,86.14,78.80833333,78.9,2.9375
82.3075,86.7375,78.74166667,78.84166667,2.956666667
81.30833333,85.585,77.55833333,77.76666667,2.986666667
83.61333333,87.17166667,79.58333333,79.55833333,2.956666667
83.18416667,87.22916667,79.44166667,79.14166667,2.95
81.92,86.26666667,78.23333333,77.66666667,2.971818182
83.08416667,86.49083333,78.76666667,78.81666667,2.955
80.38,85.47083333,76.50833333,76.65,2.998333333
82.54166667,85.8825,77.8,77.9,2.98
