eturb_m1_origin_k1,eturb_m1_origin_k2,eturb_m1_origin_b,eturb_m1_origin_R2
0.13464790671642168,-0.11625899228331822,3.5393644604022896,0.8500140386135944
0.1654708486954114,-0.15615175747386506,2.0104714883616897,0.660229444617023
0.168794835776671,-0.13639988995847702,1.2652219216577567,0.8046020661553529
0.1517185582244419,-0.12919433723134088,2.448819875759362,0.8982225400258745
0.16573085662829112,-0.14099521223900868,1.606488401369548,0.8863594971018938
0.17018740098548743,-0.1519447905222533,1.4999895891393251,0.9034810054403056
0.20960522634118092,-0.1919111790126572,-0.7322888940278496,0.782434972426147
0.21594878698451334,-0.20315535913385852,-0.9975627391685062,0.6588662067575666
0.2158732646449162,-0.22845658353817383,-0.4744824517683881,0.659945474229436
0.1862354748980775,-0.19821261345008317,1.245098937075925,0.785649533053323
0.1967556586784099,-0.20299628939913986,0.514560306817657,0.8814072218571897
0.20766540523272078,-0.21071530129680427,-0.1784805781514418,0.8859853756836514
0.21199769881211336,-0.18781112518370496,-1.078994380733178,0.8844833069170188
0.1723272562611486,-0.11058006119938668,0.24491317617297526,0.856425999170836
0.15239466212604796,-0.08142384817408713,1.1218468629569962,0.833342171198086
0.13314762150090498,-0.059474915811718515,2.1243009895630305,0.7569102147808303
0.16227536947779916,-0.09017624181124187,0.5762522754701536,0.6564802832953951
0.16658941542591407,-0.09828214841304106,0.4538347770203597,0.6656584561304584
0.15146066584589024,-0.10824774337820167,1.9455621833082173,0.7687642188866967
0.16070672617891069,-0.10907222936979151,1.219556940638416,0.749612211253498
0.1496532792021913,-0.0886746395129358,1.603335432400236,0.8045363430759436
0.14201439603326896,-0.07481211335150476,1.8747830774332712,0.8406305653694667
0.14669551369071673,-0.08625613053912863,1.783758988710657,0.8176330763632902
0.14942232063865177,-0.09297354774210508,1.7240958422099464,0.8353043676998664
0.1746968170764587,-0.11930751237433185,0.33249574500721657,0.8398807168069661
0.17566391427083275,-0.12337648266964031,0.34869813741820366,0.7991689986074959
0.17180855684242097,-0.12367036073740546,0.6577900747817242,0.8507676357299903
0.1787616948390566,-0.1319184672336471,0.3070814513086457,0.8583365503633082
0.20022105561694042,-0.15223070548564016,-0.9047595330111307,0.8251484528187676
0.20794999689696225,-0.16512816999135868,-1.2035780133923542,0.8555140288968882
0.1971462073370419,-0.17614867222917818,-0.08768232943534215,0.8459378826364284
0.2057938238677957,-0.19804481902845222,-0.2840762000931427,0.731733260862127
0.19440643427975715,-0.17975557635135112,0.22722217070811013,0.7015540873479975
0.16299961230915763,-0.14732967773555455,2.007745804122772,0.7307509561181544
0.1545991871936264,-0.14235995237949278,2.5680930458957025,0.7709892299785078
0.14442141528998415,-0.13130296779244618,3.12276733373127,0.6982217574372123
0.1222418266629297,-0.0907226491409473,3.9746475359926547,0.5778268908559339
0.18353831139143928,-0.14883563972253347,0.434486621156573,0.5663865816741345
0.2061475757479896,-0.16259919107348186,-1.0441067003641198,0.5931678967986767
0.17941213276200593,-0.1460162705879636,0.676881623592001,0.49121020997248666
