eturb_m2_base_k1,eturb_m2_base_k2,eturb_m2_base_R2
-0.03500223299533947,0.012788134682624071,0.4195928118653348
-0.02785188556550793,-0.11149774577986593,0.696223433288958
-0.04158764701061014,-0.06884199546456468,0.5431327619499934
-0.014932366019036549,-0.16695147609173533,0.8873354864595371
-0.014793795385181774,-0.19146769463589725,0.7739681818923354
-0.014212213507571276,-0.1871197122016652,0.7388979563022195
0.09776223979491654,-0.2981372563707123,0.1827334350852432
0.21657144928452002,-0.09859610499244854,0.8753715047371418
0.06610366643380743,-0.19602816849666563,0.16697240903127353
-0.07499090980313873,-0.2022129415119343,0.441163942023855
-0.13479908965361606,-0.10322615488384124,0.3631382566629402
0.00439060651734549,-0.40149204657859716,0.823993454999533
-0.04459020947109012,-0.2541559086942018,0.7707212019205532
-0.05013365329770562,-0.07590564089940034,0.5863509807982314
0.17247032002326562,-0.20773229794263032,-0.2364921658909187
-0.0170901319909076,0.034095302642512974,-0.5966439126305247
0.19585127129749538,-0.04929832613421253,-0.6954923819735281
0.1573406511785632,-0.07879941764208125,0.4311542897277336
0.005401631966496895,-0.17199984947038272,0.5288271482613336
0.007853982900353404,-0.21264330575917442,0.42353881403262805
-0.0267760123495021,-0.16134231121999035,0.2962750445922503
-0.012483565075638784,-0.08542068167695797,0.4530068737950007
-0.011577688395352047,-0.06639007104050763,0.5619555669269378
-0.005951490333821223,-0.11716987356302216,0.6763463535167218
-0.054079512827018394,-0.11607996765875436,0.6661604168064522
0.006268570694115205,-0.22471776163948912,0.7888585957467251
0.006550474136422329,-0.23819854758826622,0.8295738680950255
0.009893991302865194,-0.2706270109541733,0.8191738389022879
-0.05114372707865068,-0.21616045105213338,0.8933813068041732
-0.05937455002967893,-0.18155586028886989,0.8895296589057875
-0.05882252814766628,-0.23220374546778463,0.8794790190039592
-0.07412838091453108,-0.28040206300518117,0.6485877654245042
-0.10639775059238624,-0.06731620071687418,-0.3304354763001123
0.25416957901773224,-0.07682474927494871,0.959233287346746
0.20307092912046554,-0.10213536148733963,0.9370791456726606
0.23662923146144277,-0.09611917745368541,0.9188818868494786
0.3022944610340756,-0.06932897366385297,0.6528072931655169
0.1700159116765717,-0.06565499256124738,0.8728755793873265
0.22813862905494295,-0.08919476640418568,0.8630383490746136
0.18456810528121273,-0.08130400597162762,0.8355940359619666
0.17766429091093353,-0.049409792968405565,0.841453066981112
0.1873347913711321,-0.05570771590818977,0.8052263623386392
0.22172252440674378,-0.09627151449431488,0.8773750546759556
-0.0806392843134395,-0.02677645523524875,0.7845990976042081
-0.0790037233725354,-0.018761685658362035,0.9005206986208738
-0.060703337315578525,-0.051899162681101986,0.8417852253283542
-0.043731042161727816,-0.0404797978273997,0.1198078797533142
-0.07814341934062038,0.15722043050910176,0.14748809245661365
0.13734733756610637,-0.164926376271412,0.6518802046481436
0.071238339394187,0.010201798152788065,0.7200688381169177
0.12209157184645338,-0.10394207311220637,0.5672962228141569
0.08534522590475564,-0.07917299098103803,0.0056556944988063185
-0.015889550182576716,-0.01487407521536847,0.006041051642079132
-0.03792212717760113,0.01344777073557989,-0.03862925160309172
0.023129826006294436,-0.1440848966543318,0.26630121519358385
-0.06949584904710043,-0.04489505825604996,-2.8146452052474094
0.11375914156493933,-0.3152179055118708,0.40745088370839644
0.08495638233678454,-0.03742801271371479,0.44583805719215863
0.0960325990413694,0.01717236241612176,0.48656939455332027
0.08750399517915741,-0.13808660641169876,0.6837647674202517
0.10400570165645509,-0.18128051103465953,0.773468656942676
0.10240737217799709,-0.17270400743505804,0.7457235651455847
0.07375215732172033,-0.23160048096431027,0.38638937227795256
0.12360726926134603,-0.13745634701018894,0.8461379487020846
0.10958291352322319,-0.18203346438111698,0.2882757627344792
0.010445590268583103,-0.09961368161707523,0.45349096399405275
-0.011905993872382161,-0.11683478874223399,0.42567573276346893
-0.0022737974174239428,-0.19265933673960245,0.3478039679812531
0.04528222389722693,-0.30791225635464714,-0.49816482144674956
0.01748249446970809,0.15769256195631057,-1.2581032774687508
-0.10486361128205929,0.0778279009500212,-0.16610575764592084
0.11934868072342879,-0.17880586653213157,0.6050676171837572
0.034616772540324144,-0.23809564639055905,0.8029570261116068
0.1108669672984622,-0.11832377150804488,0.8834401783752344
0.11219974913164993,-0.08358246741571762,0.8770745391031638
0.06268652746758578,-0.13224942186171235,0.6128973720626022
