eturb_m1_base_k1,eturb_m1_base_k2,eturb_m1_base_R2
0.11355222084029887,-0.05127142328955934,0.9398727903124635
0.11874503859896726,-0.054201574587643575,0.9075780825630694
0.17165345184068598,-0.1536166874720484,0.8712861479703248
0.16919522455039845,-0.1687286466547132,0.6108905929268402
0.09239161882033144,-0.030074394054155292,0.9219815322006861
0.13001201244788685,-0.05882880989274843,0.9687186949805422
0.111910634550657,-0.047408610726617194,0.9194322666038508
0.13446896516581996,-0.06278988906649455,0.9648191844908632
0.1527792686862151,-0.059762446845384565,0.9884269690405671
0.17650616085615423,-0.07985126176647651,0.9903507827497876
0.17225302988847313,-0.07362227894102014,0.9925238715192874
0.1709934041906925,-0.0740913835725135,0.9942242288080235
0.16389557065056198,-0.06906467022447353,0.9852428723757105
0.17094419768390254,-0.07599509711988885,0.9852711976102577
0.17549265194358454,-0.06867869134020725,0.9797793229336906
0.14584034198992013,-0.05093042416975098,0.9812489774267228
0.14853182371088433,-0.05029447116327358,0.974858416567815
0.16975638112676872,-0.07076506606380681,0.9758137855532842
0.1544883624820718,-0.062276471485044706,0.9808830353893044
0.12742674205617951,-0.09896974636506034,0.7816023908466574
0.22388418573080707,-0.13591716923626285,0.992200129600624
0.23415127635750174,-0.1533776822543224,0.9638962901174251
0.2330467915914112,-0.13115949900280197,0.9743300056738828
0.24133917851341533,-0.11053411373720612,0.9580623934033625
0.23149719178630707,-0.07724048282668675,0.9469768621800515
0.19153344746885054,-0.08929260907576309,0.9954584035521906
0.18619542298868164,-0.08002845011822336,0.9936752460056602
0.19247617765332395,-0.053896303763434524,0.9871188826333243
0.18697233428568935,-0.1109672980875782,0.9879755825030933
0.19941920185144915,-0.08293201304252491,0.9853407450192622
0.19495151212682013,-0.14597227205685695,0.9885017823686553
0.20194898522790497,-0.1412726344034592,0.9893250614872463
0.2025431038861393,-0.1506746214301247,0.9739871396428209
0.24359606278022872,-0.21684959808237547,0.9286377290743675
0.14609825089616127,-0.05689187060122429,0.9891500765561418
0.15601264262718012,-0.06295490056639631,0.9849112662111174
0.15941998129585574,-0.06825729178656861,0.8835999201405076
0.17205537151181954,-0.08353278367940545,0.9772246540564918
0.1519070193611531,-0.06941235445842958,0.9235750616720237
0.1371708807598114,-0.05533123470510955,0.9218885179879153
0.1451333070413118,-0.07099100103444807,0.9755822036521591
0.12564931145656963,-0.05291223070214012,0.9716153925964195
0.15323829960863614,-0.07163382334492759,0.9657341951426259
0.15967014867122223,-0.08018179315782879,0.9606921021886253
0.15067216573913841,-0.06793621645212232,0.9606388037687843
0.14659037235679398,-0.07521811615169724,0.9593638582087132
0.10973311544262619,-0.040173645311072835,0.8125859120279701
0.11777610661909665,-0.039391376290928995,0.9406455280555618
0.17654619412843417,-0.10407150255402838,0.9159932293051046
0.16571345639398524,-0.10572789836542236,0.9195557404581454
0.17623434390634793,-0.12065261977667258,0.7592690517239103
0.11926342365823892,-0.0754403699170043,0.8094542640440026
0.1620594624239342,-0.09841517739293357,0.916296676690601
0.16958468991802306,-0.08811899887022208,0.9747449294419841
0.1796253189044906,-0.09154923573642085,0.9629059643894258
0.17316915987433382,-0.07348659488913846,0.967110639972518
0.22137327626346065,-0.13956695096872118,0.7954132370960248
0.1664604196761029,-0.12180095047361816,0.9250752763636236
0.17067119243909615,-0.11900270426333565,0.9344411568408504
0.17743475943461778,-0.12610694567934524,0.9204035530191257
0.15636688528928772,-0.10023398174527642,0.9349375764774818
0.15531239373642736,-0.11729552431341186,0.9340379824742048
0.19656385640655236,-0.15065306348885138,0.9030634218101927
0.17874066768898958,-0.11013451700055794,0.9565787367759984
0.19158029486102107,-0.1131541455884325,0.9561459297532574
0.25288837862921754,-0.12423336980072494,0.921769432636824
0.20377430744069458,-0.10282371808050608,0.888998411862291
0.19666886483356516,-0.10075636136904342,0.8376464059701283
0.16669115730337927,-0.0849349439509211,0.748760450294325
0.14692729002013347,-0.054498045731289496,0.8733223649413087
0.1334317216056916,-0.049969181901142065,0.8649026659153286
0.19923321759881574,-0.08575287976141178,0.6730934931720227
0.14602340147610943,-0.07539125058262107,0.960929163329472
0.1332290152610183,-0.06691168417189187,0.9327162048084386
0.16045602125331077,-0.07981711916572816,0.9469664600510894
0.15841623394917465,-0.07170056044120987,0.9371350108029005
0.14736334184422295,-0.06241453689067879,0.9451671890837208
0.17137277514609925,-0.08804420240946301,0.7419999024445314
0.10325990419338056,-0.04609342464889987,0.8128906961044315
0.13123763592476193,-0.06674305102135186,0.9214423690063399
0.1558666419530783,-0.09403292269623788,0.9664209895148821
0.15657302852940125,-0.09503432496134347,0.9665281711104156
0.15746855494583153,-0.09839641099922529,0.9682113515966582
0.17087058244567654,-0.11159564227242226,0.9152465060031792
0.17363559356583214,-0.08238492760019706,0.9077845605503013
0.12614119136776109,-0.08238663939461133,0.9029996207949281
0.17739986826116544,-0.10603295479646417,0.8867506629994628
0.14767580581534231,-0.06796551372230182,0.851366594659998
