bturb_m1_origin_k1,bturb_m1_origin_b,bturb_m1_origin_R2
0.0690486436823102,-0.9923777932843293,0.8076125791953358
0.0514312305776062,-0.5010653612872237,0.5824174024557036
0.0316121671315873,0.06070659750074392,0.40012335474261995
0.021652341588160474,0.3476731473890975,0.24350644989338077
0.028517894500790873,0.14667995128575428,0.488291041857172
0.02403081882961065,0.27738885802622026,0.33371274100830606
0.015948735983964804,0.5118189069032906,0.14838006331173692
0.012401197206769167,0.6230540223641317,0.11722791347053707
0.01559272715895904,0.5391190757142459,0.10585553590863617
0.04139208742392672,-0.16801168087563323,0.32442211947248245
0.04182447701847429,-0.17445541285499433,0.4569943354406706
0.050597188621278245,-0.41638577044276737,0.4747821619411622
0.05248414688864149,-0.46931645119876886,0.6123360052135538
0.0498393014053573,-0.4003594708202298,0.6530971591811181
0.055070837238269985,-0.5517117825697728,0.8119895565458076
0.06881917282232115,-0.9388935048988556,0.9577099737649813
0.06781248278818804,-0.9104891094027245,0.9453585573063438
0.0658317788137943,-0.8588962904311559,0.8331306752775498
0.06367426798477256,-0.8033251048684791,0.8229134000585829
0.06756702827056568,-0.9157571106904829,0.9249821865103746
0.067061362121705,-0.8951964308135696,0.9407996075538341
0.06208905289373661,-0.7567499322457226,0.939159002697452
0.0544593806312783,-0.5425495544597968,0.9032724131237755
0.05223938247040263,-0.4720816328485613,0.8817594077242997
0.05533371408046453,-0.5367765669685934,0.8454427056839046
0.06739071695605214,-0.8207947945415877,0.8849356622171902
0.07281282828980988,-0.9489388294864763,0.9438560176795471
0.07233104789335282,-0.9228189306663903,0.988516652783985
0.07254651496676338,-0.9225715926232712,0.9893782196694457
0.0725893937233528,-0.920170987955031,0.9835653136815125
0.07314997436461534,-0.940238801761945,0.9594138485562748
0.08062792595919589,-1.169454505675992,0.9147074386113462
0.08113019333604607,-1.184220583899106,0.8556654097697096
0.08682096947295607,-1.3593053589851507,0.9366172474026513
0.0954827765943492,-1.6242547732806785,0.9656007865476395
0.09579756983183173,-1.6408432257256458,0.9743947101578443
0.09682660795131194,-1.6672810576003325,0.9761459038829475
0.08404172451240792,-1.294006829181129,0.9396211860962319
0.08005920392541747,-1.1756593609400798,0.9723695006076843
0.0804511027531274,-1.1873612168638135,0.9869528472095264
0.08136759680464473,-1.2021069232967614,0.9784319841175328
0.08212354897471001,-1.2105882771024865,0.9798908841079581
0.08069332322386344,-1.1560076914375372,0.9828610337381894
0.07733030001533846,-1.0451235850440355,0.9756248886108004
0.07811980596042191,-1.0710200843556537,0.9676328330653106
0.07960147958470588,-1.121721235684943,0.9539122778386132
0.0848236735292041,-1.302617720152592,0.9516125320086917
0.08800781882816756,-1.4200057831133375,0.9567776580481037
0.08954240847133499,-1.481866040624791,0.9615471827152822
0.08995194765852181,-1.502881622122043,0.9719027781421045
0.08853717469740363,-1.4712906021906114,0.9927959665086838
0.0863742692925644,-1.408061199275053,0.9887379352309166
0.0825407839519074,-1.3062445338137612,0.9862869133402876
0.0743415454991395,-1.0941342301419845,0.9732933056651883
0.07257343515625493,-1.0500004541161052,0.952260686664169
0.05835524515612844,-0.6907424292568056,0.8799103969247345
0.059011168417155264,-0.7093591551278571,0.8882005356128218
0.05866537811516201,-0.702949502883292,0.9051027790252667
0.04974385144845022,-0.47493016103928476,0.9083933735635529
0.043412414499371756,-0.3105527780820192,0.8833041593008851
0.0374054156848474,-0.15277259584935599,0.7545297443139083
0.042293576962940775,-0.27535439900008585,0.8087150789846141
0.0603839279346575,-0.7359062931148047,0.791508513678171
0.07062417268193101,-0.990559623678201,0.9033502747310019
0.06605733422783011,-0.8862007700651563,0.9334382448912424
0.06511060595784576,-0.8782395976778846,0.9221671297462871
0.06704221756847605,-0.9425028120200574,0.9462345277734586
0.07056422140986807,-1.0398887416037743,0.9590502428014093
