eturb_m1_origin_k1,eturb_m1_origin_k2,eturb_m1_origin_b,eturb_m1_origin_R2
0.11076006168774627,-0.04693954700710202,3.7093611952616756,0.9404916440064237
0.12346568020852158,-0.07546438870312984,3.301611061850089,0.9172716807912044
0.1582005644813908,-0.1564847253157134,2.2381994188110834,0.9336017632868063
0.12555051777379103,-0.08277018084276384,3.3112449125763312,0.8939173842810737
0.13641976370342002,-0.07107159082251994,2.2000813620852124,0.9640944032222204
0.13634057748329842,-0.06420897065075208,2.0866744525341065,0.970180018199684
0.123251628095464,-0.040470881666488795,2.675301645778708,0.9709471098205459
0.13754347159843575,-0.04770307202121696,1.7155877850507224,0.985232395443074
0.15702515616010174,-0.061410570602380955,0.4844582929956758,0.9894001429677909
0.17322068464341545,-0.07488392764841637,-0.4890388060151558,0.9909181687057753
0.17332307675721795,-0.07694597343755658,-0.4572230248264457,0.99265701981272
0.1718345197661586,-0.07326329269499689,-0.41558360881112577,0.9942979985590681
0.17015721929613314,-0.0741676539076042,-0.27673982994516066,0.986664858618991
0.16309567283211043,-0.06302431913311009,0.030963062236493144,0.988073967632354
0.16049494453229776,-0.06069630713493435,0.17812199299107512,0.9883082378905118
0.15308068872091454,-0.054557538472366135,0.6046175234397388,0.9845479732785598
0.1555367426262473,-0.05930172893707935,0.5118257778689195,0.9862605596080586
0.1568015125129169,-0.06253682085317415,0.4792046622812389,0.9843709254173857
0.15475448624871804,-0.06219932940601851,0.6210232759455856,0.980895764157295
0.20289018639232953,-0.12866295581792608,-1.7229949324819334,0.9280398106134109
0.21798455082187726,-0.13703649925620076,-2.6851443318225137,0.9938579466443084
0.22576386724816416,-0.12631778374637023,-3.4575829365940614,0.9886128199555924
0.22639047276682914,-0.1127599929693242,-3.7773412062221823,0.9789248130401739
0.2189581012901297,-0.0934112012177207,-3.6295329030559245,0.9740204010283667
0.20285885007210183,-0.08321670099909552,-2.703361893665207,0.9778649087778201
0.19166469549805812,-0.08866651406120005,-1.8331778119907014,0.995462581617951
0.18728255828314647,-0.0801290927997596,-1.670560887759569,0.993715315064921
0.18716953994005509,-0.0818494258826464,-1.631829826111625,0.9930483988090911
0.18722786928142815,-0.1101788947299711,-1.1222430953087397,0.9879901815762283
0.19931541951764,-0.11391813257556012,-1.8990732155567063,0.9911377690428042
0.19930593520103085,-0.1375418600149277,-1.4677570349136602,0.9919235600287877
0.20097673748910427,-0.1378734433353301,-1.5680387951120114,0.9894362737892253
0.20858775031311844,-0.16163389714897544,-1.7144948341477253,0.9752410723906181
0.20428504418263646,-0.14396487203448863,-1.6785929027234427,0.9726369562691259
0.15207190123496672,-0.05979520214513315,0.7540915114809881,0.9917233400040039
0.16281174964709935,-0.07072625437592361,0.15937504421772353,0.9869873237638203
0.16820101821875463,-0.08381201521849813,-0.009599171295182174,0.9801792862801746
0.16138695207184556,-0.0767523318173307,0.3727061491589776,0.9823001173930929
0.14664273513300627,-0.06587511335647485,1.2674405529993553,0.9258705036888331
0.14070139840053245,-0.06361843428430104,1.65797057193803,0.9413622564852436
0.1404755524844722,-0.0665014073443447,1.7130014248264551,0.9762169587620684
0.1339066132771904,-0.05925678573719545,2.0875695388450612,0.9727055212650129
0.15335493374760234,-0.07209248420432947,0.847371573941059,0.9657861173792612
0.1579892001485471,-0.07318579971973174,0.5104065602829273,0.9705209161614177
0.1509461542889995,-0.06698006214633295,0.932456069369966,0.9609518764281788
0.1388484561958519,-0.0664303533288241,1.8281596516541843,0.9619508681701158
0.128676756484545,-0.0591778113139645,2.453178259211109,0.9618203441876901
0.13111680826896727,-0.058085354084254005,2.2512523329019345,0.9467229028018699
0.1686886707116582,-0.10720792151204125,0.41605915051970754,0.9377840095607256
0.15228239547410002,-0.09605964580698025,1.4721531632719014,0.927447921976581
