eturb_m2_k1,eturb_m2_k2,eturb_m2_b,eturb_m2_R2
-0.035783015319787496,-0.02160335078928604,14.413251821457049,0.5649875544412657
-0.02773613903717165,-0.11468293513683925,15.370987443624566,0.6964576756855989
-0.024241149828248015,-0.13582657841076143,15.446273066943444,0.8460489774551555
-0.019008701429176815,-0.171307317795991,15.637628472066153,0.8985505430945233
-0.02224886007682201,-0.1740024053413915,15.972640363656835,0.7818439470732583
-0.02216118420932371,-0.19196102238235874,16.28019613650466,0.7477739394755826
0.1975651543324735,-0.14284944924376083,-1.098359534637959,0.8303585065342483
0.22127589640380407,-0.10636164277279414,-3.437081577792842,0.8764519574546383
0.06282880498919009,-0.17870658640165066,9.548980095418045,0.1703946726713642
-0.04150905880038704,-0.2594237296533211,18.6339114272182,0.5299868097081584
-0.006327389027717535,-0.3757886165274509,17.65211733678556,0.8017608398945046
-0.013654636203728853,-0.3260338574303745,17.363570841470754,0.8376999724548171
-0.037360288496438375,-0.20720483101375195,17.28206380139561,0.8220967911672938
-0.03918043969429561,-0.08128275052253975,15.240886144758836,0.5992742471528082
0.17475644446640645,-0.10301051093409615,-2.143901227976615,0.4239732624537931
0.1575455036789445,-0.07799703985415443,-1.1750617384308022,0.300075006944842
0.17928662051370567,-0.12107509256093629,-2.112015804836936,0.4729986861837798
0.14955833592461318,-0.14452054590110255,0.8821451869949417,0.5860220654459125
0.01339440832063366,-0.16486653869996237,12.683056526498893,0.5483798091010225
-0.007159141858401438,-0.15391932813814801,14.193652340409159,0.5329433105598249
-0.009327985865845614,-0.11625973625361893,13.676922207681791,0.41814642002876634
-0.00957540237844401,-0.08776423099688048,13.187617562235571,0.4686954474428354
-0.014869429151028235,-0.10109580005258333,13.876155716494127,0.685674391576674
-0.01579511314624206,-0.13764615311302192,14.605714018256155,0.8113318778328511
-0.008872795768032004,-0.19342591447335755,15.021381717585932,0.8595821693991046
-0.0005621981699542284,-0.22302071599904755,14.843240512490897,0.8087138537443956
-0.005216043064026926,-0.23376232673589023,15.402654216158172,0.8662438090661504
-0.016277533826311138,-0.2342704432188192,16.332449644809966,0.8791815098540647
-0.04773247189393626,-0.2178090687302982,18.632530419351113,0.8986061861330319
-0.05910166731868628,-0.22345359753521865,19.660180639264667,0.9085873796882366
-0.0627522104598089,-0.2778937553440094,20.914274141019526,0.8970042592950735
-0.0628699976742089,-0.2215000529266012,19.99976404248609,0.6844282444388197
-0.04913932918751293,-0.21245210180398433,18.803196971421833,0.41566434219605397
0.25345186035907613,-0.07724618324442416,-6.379282184170361,0.959237749897609
0.22750136845122423,-0.10274606681741558,-3.984793595697493,0.9453435004864659
0.2337205639318336,-0.09483045449240857,-4.593162745323028,0.9190719185022808
0.20557569703378706,-0.06755486321620764,-2.9303373816539082,0.7997243369427169
0.21265329294254584,-0.07438178500251086,-3.3613026230541507,0.9234127150278306
0.20178254701925089,-0.06995783051139828,-2.605158972070223,0.9185485320564509
0.19107782968392034,-0.06782257142649648,-1.8324413217105775,0.8679165626894423
0.1930807107097153,-0.06294904035475449,-2.054235892719671,0.8629113911277635
0.21698839090132116,-0.08061203805038505,-3.599658883013781,0.8979320346061975
0.22995448236480742,-0.0832005621129493,-4.537549373607806,0.8949447741401109
-0.0770719501688006,-0.022702125637728474,17.722785896775896,0.7991457120850548
-0.07800624481941167,-0.018840083669228628,17.749045556145745,0.9009015604999838
-0.06428340516634057,-0.028914018332636765,16.845896424752517,0.8525109802708963
-0.062772998758032,0.07176460878714225,14.862851661767742,0.3759922438290909
-0.061199902368893735,0.147445531224444,13.212075799145932,0.2069076913494302
0.10889068021494303,-0.09954398367390405,3.4052098600214453,0.6932020092792563
0.08333869573253305,-0.03432721423369107,4.208098004509633,0.7438511479118453
0.09308979248137199,-0.07422256743588457,4.29472771522528,0.6270047853931643
0.051293623859867764,-0.08711173443851822,8.569947242951061,0.24381801812975845
0.0071567382814607975,-0.028522506770869864,11.288077993564558,0.020349365357151816
